agency,use_case_name,bureau_component,stage_normalized,ai_classification_normalized,is_generative_ai,is_general_llm_access,is_coding_tool,ai_sophistication,tool_product_name,system_name,vendor_name,development_type,has_custom_code,problem_statement,expected_benefits,system_outputs
VA,3D Quorum,VHA: Veterans Health Administration,deployed,Computer Vision,0,0,0,computer_vision,,,,a) Purchased from a vendor,No,Identifies clinically relevant regions of interest through overlapping slices (3mm) to ensure no loss of 3D data. Reduces the number of 3D images to be reviewed by the Radiologist by 2/3.,Early breast cancer detection and enhances patient outcomes.,Generates 6mm 'SmartSlices' from the original high-resolution 3D data. Identifies clinically relevant regions of interest through overlapping slices (3mm) to ensure no loss of 3D data.
VA,3M/Solventum 360 Encompass Computer Assisted Coding - Auto Suggestion,VHA: Veterans Health Administration,deployed,Classical/Predictive Machine Learning,0,0,0,nlp_specific,,,,a) Purchased from a vendor,No,Improving medical coding workflow processes.,"Increasing the efficiency of medical coders when reviewing/validating the appropriate ICD-10 CM, CPT, and HCPCS codes for encounters based on associated clinical documentation.","Suggested ICD-10 CM, CPT, and HCPCS codes for a medical coder to select based on associated clinical documentation."
VA,AGFA DR 800 with MUSICA Dynamic,VHA: Veterans Health Administration,deployed,Computer Vision,0,0,0,computer_vision,,,,a) Purchased from a vendor,No,It can accelerate X-ray workflows. The optional image processing allows users to conveniently select image processing settings for different patient sizes and examinations. The image processing algorithms in the new device are similar to those previously cleared and used in Agfa’s radiography portfolio today which includes the DR 600 (K152639) and DR 400 (K141192). The addition of the dynamic image processing is identical to the predicate device (K140380).,Accelerate X-Ray workflows.,Recommendations for image processing settings.
VA,AI Incident Management,OIT: Office of Information & Technology,pilot,Classical/Predictive Machine Learning,0,0,0,classical_ml,,,,a) Purchased from a vendor,Yes,"The proposed AI system, referred to as the AI Incident Management (AIM), is designed to aid in faster problem determination and remediation during High Priority (HPI) and Critical Priority (CPI)  Incidents impacting the performance or availability of critical systems.","By leveraging historical data, real-time performance monitoring, and advanced machine learning models, the system will identify potential causes and suggest remediation actions in real time, significantly reducing downtime and improving system reliability and resiliency.","1.         Aggregate data from multiple monitoring and incident management tools.
2.         Use a Large Language Model (LLM) to analyze, correlate, and interpret this data.
3.         Provide actionable insights and recommendations to IT personnel during incident triage."
VA,AI Microlearning (OttoLearn),"OALC: Office of Acquisitions Logistics, and Construction",deployed,Agentic AI,1,0,0,predictive_analytics,Palantir AIP,,,a) Purchased from a vendor,No,"The VA Acquisition Academy’s (VAAA) Acquisition Intern Program (AIP) trains 1102 contract specialists. The 12-month program (including one-month post training support) consists of face-to-face and virtual classroom training at the VA Acquisition Academy and On-The-Job Training (OJT) at contracting sites across the United States. Periods of academic training are followed by longer periods of OJT. Unfortunately, due to the dynamic nature of the acquisition field offices, interns are often not able to focus on the acquisition lifecycle steps and content they learned during the previous classroom training block. With the introduction of a comprehensive national certification exam (FAC-C/P exam) in 2023, we needed to help our interns better retain the information they learned during the academic training blocks while out on OJT. This use case is intended to combat learning loss during long periods of OJT, which may have a severely negative impact on interns’ ability to pass the FAC-C/P certification exam.","Increased first time pass rate of taking the FAC-C/P certification exam. 
During the pilot year, the interns that used the software the most passed the certification exam at a rate of 94%, while those in the same class who used the software the least passed at a rate of 76%.","The only outputs are the training use outputs (usage rates, mastery levels, knowledge gaps, etc.)"
VA,AI Transcription and Summary in Veteran Narrative Medicine Program,VHA: Veterans Health Administration,pilot,Natural Language Processing,0,0,0,nlp_specific,,,,a) Purchased from a vendor,No,"1) The MyLife MyStory program tends to be time intensive, often requiring about four hours of the interviewers' time per patient, which limits the number of Veterans who can receive the program. 
2) The narratives that are produced in MyLife MyStory are sometimes lengthy. When provided with an AI-generated summary, busy clinicians accessing the narrative in a patient's chart may come away with a clearer understanding of the patient's story.","1) Greater efficiency in the MyLife MyStory program with preserved acceptability, allowing for more Veterans to enjoy and benefit from the program.  
2) Due to the inclusion of patient-approved, AI-generated summaries, busy clinicians accessing MyLife MyStory narratives in patients' charts will more often come away with a clear understanding of the patients' experiences through their stories","1) Transcriptions of patient interviews, generated using natural language processing.  
2) An AI-generated summary of each patient's narrative."
VA,AIDOC BriefCase,VHA: Veterans Health Administration,deployed,Computer Vision,0,0,0,computer_vision,,,,a) Purchased from a vendor,No,"BriefCase is a radiological computer-assisted triage and notification software device. The software is based on an algorithm programmed component and is intended to run on a linux-based server in a cloud environment. The BriefCase receives filtered DICOM Images, and processes them chronologically by running the algorithms on each series to detect suspected cases. Following the AI processing, the output of the algorithm analysis is transferred to an image review software (desktop application). When a suspected case is detected, the user receives a pop-up notification and is presented with a compressed, low quality, grayscale image that is captioned “not for diagnostic use, for prioritization only” which is  displayed as a preview function. This preview is meant for informational purposes only, does not contain any marking of the findings, and is not intended for primary diagnosis beyond notification. Presenting the users with worklist prioritization facilitates efficient triage by prompting the user to assess the relevant original images in the PACS. Thus, the suspect case receives attention earlier than would have been the case in the standard of care practice alone.
https://www.accessdata.fda.gov/cdrh_docs/pdf23/K230020.pdf","Presenting the users with worklist prioritization facilitates efficient triage by prompting the user to assess the relevant original images in the PACS. Thus, the suspect case receives attention earlier than would have been the case in the standard of care practice alone.","When a suspected case is detected, the user receives a pop-up notification and is presented with a compressed, low quality, grayscale image that is captioned “not for diagnostic use, for prioritization only” which is displayed as a preview function. This preview is meant for informational purposes only, does not contain any marking of the findings, and is not intended for primary diagnosis beyond notification."
VA,ARANZ Medical Silhouette Wound Management System,VHA: Veterans Health Administration,deployed,Computer Vision,0,0,0,computer_vision,,,,a) Purchased from a vendor,No,"Evaluate parameter, depth, and area of a wound (image): The ARANZ Medical Silhouette system is employed in the VA for monitoring and tracking wounds.","Enhance patient outcome by providing non-biased wound metrics and healing data. Automatically
detecting wounds in this manner can save the user time and improve the consistency
of wound detection and the measurements that result.",Charts and graphs representing wound progression and healing: Silhouette employs Machine Learning (ML) algorithms to automatically detect the wound boundary in an image of a wound that has been captured by the user.
VA,Abridge Ambient Scribe,OIT: Office of Information & Technology,pilot,Generative AI,1,0,0,general_llm,,,,a) Purchased from a vendor,Yes,"This solution is intended to solve the following problems: 
- Clinician burnout by decreasing clinical documentation burden which is resulting in 
- Clinicians focusing on their computer rather than the Veteran during the visit by reducing clinical documentation during patient visits
- Poor quality and unstandardized clinical documentation","- Reduced clinician burnout 
- Improved Veteran satisfaction with healthcare experiences 
- Future: Improved billing/coding which can provide financial benefit to the VA",Draft clinical notes based on audio from clinical encounters.
VA,"Acumen Hypotension Prediction Index - EV1000 Clinical Platform, Acumen Hypotension Prediction Index - Hemosphere Advanced Monitoring Platform, Acumen Hypotension Prediction Index, Hemosphere Advanced Monitoring Platform - Pressure",VHA: Veterans Health Administration,deployed,Classical/Predictive Machine Learning,0,0,0,classical_ml,,,,a) Purchased from a vendor,No,The Edwards Lifesciences Acumen Hypotension Prediction Index feature provides the clinician with physiological insight into a patient’s likelihood of future hypotensive events (defined as mean arterial pressure < 65 mmHg for at least one minute in duration) and the associated hemodynamics. The Acumen HPI feature is intended for use in surgical or non-surgical patients receiving advanced hemodynamic monitoring. The Acumen HPI feature is considered to be additional quantitative information regarding the patient’s physiological condition for reference only and no therapeutic decisions should be made based solely on the Hypotension Prediction Index (HPI) parameter.,Support hypotension monitoring.,Provides a prediction of patient's likelihood of future hypotensive events.
