agency,use_case_name,verdict,confidence,reasoning
NASA,AEGIS: Autonomous Exploration for Gathering Increased Science,agentic_workflow,high,AEGIS autonomously identifies rock targets in rover imagery and then 'measured autonomously using remote sensing instruments' -- a chained detect-then-act sequence run in production on the Mars2020 rover.
NASA,AI Based Digital Twin Interoporability Schema,unclear,low,Describes building an interoperability schema/protocol (HSML/HSTP) for digital-twin platforms but never states what it is currently coupled to or how it operates; output is a vague 'recommendation list.'
NASA,"AI Digital Assistants (HRP) [was ""Doc in a Box"" for Earth Independent Medical Operations (EIMO)]",workflow_embedded,medium,"A digital-assistant agent (on MCP GCP) is scoped to one process -- suggesting remediation activities for in-flight medical conditions -- and outputs go to a human, with no described read/write to a system of record."
NASA,AI Risk-aware task and motion planning for snake-like robots in icy enviroments,system_integrated,medium,"The planner's stated output is 'velocity commands for motion tasks,' i.e. it writes low-level control commands into the robot's motion-control system for icy-terrain navigation."
NASA,AI-enabled Risk-Informed Assessment Selection (RIAS) tool,system_integrated,high,"RIAS explicitly 'automate[s] data ingestion, risk trend detection and scoring, and compliance determination across a variety of NASA applicable data,' i.e. reads/writes multiple NASA data sources for live risk scoring."
NASA,ASPEN Mission Planner,system_integrated,medium,"ASPEN's schedule/plan recommendations are actively used in production across many real missions (Antarctic Mapping, Orbital Express, EO-1, Rosetta) -- it feeds operational mission planning even though it only recommends rather than autonomously executes."
NASA,Adaptive Problem Solving / Hyperparameter Optimization,unclear,low,"""Adaptable algorithms to analyze hyperspectral data"" with output 'learns features of the data' names no system or process the model is coupled to."
NASA,Adversarial Policy Evolution via AI,unclear,low,"Describes RL agents competing against adversaries to 'develop and improve decision-making strategies' with no named system, process, or deployment context given."
NASA,Anomaly detection in aeronautics data with quantum-compatible discrete deep generative model,workflow_embedded,low,"Unsupervised deep models flag flight-operations anomalies from telemetry, but the filing itself says real-time deployment on flight-ops data streams is a future plan, so the current state is a single offline analysis flow."
NASA,Application of ML to Detection of Anomalies in Spacecraft Health and Status Data,workflow_embedded,medium,"Unsupervised ML models detect anomalies in MMS spacecraft telemetry, run on a 'local machine' per the system field -- a single analysis pipeline rather than an integration with a production system of record."
NASA,Autonomous WAiting Room Evaluation (AWARE),system_integrated,high,"AWARE reads an existing security camera feed at Langley's Badge & Pass Office and, when a wait threshold is exceeded, automatically sends texts/emails to request staff -- live camera-in, alert-out coupling."
