agency,use_case_name,bureau_component,stage_normalized,ai_classification_normalized,is_generative_ai,is_general_llm_access,is_coding_tool,ai_sophistication,tool_product_name,system_name,vendor_name,development_type,has_custom_code,problem_statement,expected_benefits,system_outputs
DOJ,ASCVD (Atherosclerotic Cardiovascular Disease) Risk Estimator,Department of Justice / FBOP,deployed,Classical/Predictive Machine Learning,0,0,0,classical_ml,,Redacted for cybersecurity purposes.,American College of Cardiology,a) Purchased from a vendor,No,The ASCVD is used as a preventative measure to identify inmates that are at risk for heart disease in order to provide more aggressive treatment to reduce that risk.,The expected outcome would be to have less heart disease or related complications due to the proactive assessment of potential risk.,An estimated percentage of the possibility of the inmate developing heart disease over the next ten years and over the inmate's lifetime.
DOJ,ATR Expert/Consulting with Bates White,Department of Justice / ATR,deployed,Generative AI,1,0,0,general_llm,,Redacted for cybersecurity purposes.,"Bates White, using Microsoft Azure",a) Purchased from a vendor,No,The AI tool will ingest all the data sets and work to standardize them so that the Bates White expert and team can use the data to run economic models.,"Assist in preliminary data processing, including document summarization, name standardization, and text extraction. This includes “cleaning” the data for additional processing, performing the equivalent of a “find and replace” function to standardize names. The Bates White system may use AI to summarize the general content of documents.",The output data may be provided to experts and support staffs working for the State Attorneys General who are cooperating with ATR on investigations and litigations. The output data will be returned to ATR for use by internal ATR economists.
DOJ,ATR Generative Artificial Intelligence Test,Department of Justice / ATR,pilot,Generative AI,1,1,0,general_llm,Perplexity,Redacted for cybersecurity purposes.,"https://www.harvey.ai/ ,	https://openai.com/ ,	https://www.perplexity.ai/",a) Purchased from a vendor,No,Facilitate access to AI tools by ATR personnel.,"This initiative will enable ATR to embrace AI technology responsibly consistent with Presidential Action and various departmental guidance, allowing ATR personnel to optimize and modernize their work processes.","Open-source research, summarizing publicly available documents."
DOJ,AWS Transcribe,Department of Justice / TAX,deployed,Natural Language Processing,0,0,0,nlp_specific,AWS Transcribe,Redacted for cybersecurity purposes.,Amazon Web Services,a) Purchased from a vendor,No,Creates machine transcription of audio or video to facilitate review and evaluation of evidence.,"Machine transcription facilitates faster review of data, decreasing time spent listening to and evaluating audio and video files. Saves funds that would otherwise be spent on transcription vendors.",Translated text
DOJ,AWS Translate,Department of Justice / TAX,deployed,Classical/Predictive Machine Learning,1,0,0,general_llm,AWS Translate,Redacted for cybersecurity purposes.,Amazon Web Services,a) Purchased from a vendor,No,Creates machine translation of foreign language documents to facilitate review and evaluation of evidence.,"Machine translation facilitates faster review of foreign language documents. Permits selection of key documents to be sent to vendors for evaluation and translation, speeding up review considerably and saving funds that would otherwise be spent on translation vendors.",Machine translated text
DOJ,AWS/cloud.gov -  Network Routing,Department of Justice / CRT,deployed,Classical/Predictive Machine Learning,0,0,0,classical_ml,,Redacted for cybersecurity purposes.,Amazon,a) Purchased from a vendor,No,Support public complaint submission by enabling network routing technology to optimize speed of routing and re-route traffic around any configuration issues.,Expected benefits: Helps sustain reliable networks access to CRT networked infrastructure by CRT staff and by Public users for complaint submissions.,Decision and action relating to network routing and load management.
DOJ,Acquisition Support Tool,Department of Justice / USMS,deployed,Generative AI,1,0,0,general_llm,,Redacted for cybersecurity purposes.,Virtual Acquisition Office (VAO) Ally,a) Purchased from a vendor,No,"The problem VAO Ally is intended to solve is the time and resource burden of navigating complex procurement regulations in an office that is already operating lean, even at near full staffing. . Ally quickly summarizes public-domain contracting regulations, simplifying technical language, and providing easy access to relevant rules and resources. This reduces the time staff spend searching for answers, minimizes the risk of misinterpretation, and allows contracting professionals to focus on the judgment-based, legally binding decisions that only they can make.","The expected benefits of VAO Ally are faster access to accurate procurement guidance, reduced administrative burden on contracting professionals, and greater consistency in interpreting acquisition regulations. For the agency, this means improved efficiency in procurement processes, fewer delays caused by staff shortages or vacancies, and better use of limited resources to focus on mission-critical decision making. For the public, the outcome is a procurement workforce that can respond more quickly and effectively to agency needs, ultimately supporting timely delivery of government services and safeguarding taxpayer dollars.","Plain-language summaries, references to regulations, and simplified guidance that users can apply as part of their own professional judgment. The tool may suggest possible resources or interpretations, but the final decision-making authority rests entirely with a warranted Contracting Officer."
DOJ,Adobe Photoshop,Department of Justice / FBOP,deployed,Generative AI,1,1,0,computer_vision,Adobe Photoshop,Redacted for cybersecurity purposes.,Adobe,a) Purchased from a vendor,No,"Generative and image enhancement features, selection and workflow improvements.",Better graphics and adjustments of photos for professional quality results.,"Professional quality photos and graphics. Photos are for public-relations or educational, and not used for LE purposes"
DOJ,Adobe Premiere,Department of Justice / FBOP,deployed,Generative AI,0,0,0,general_llm,,Redacted for cybersecurity purposes.,Adobe,a) Purchased from a vendor,No,Seamless editing of videos and speech transcripts.,"The videos are for public-relations or educational, and not used for LE purposes.",Provides a quality video for viewing for educational purposes.
DOJ,Adobe Suite Applications,Department of Justice / ATF,deployed,Classical/Predictive Machine Learning,0,0,0,computer_vision,Adobe Photoshop,Redacted for cybersecurity purposes.,Adobe,a) Purchased from a vendor,No,"The purpose of the AI use case in Adobe Suite products, is to support the Bureau of Alcohol, Tobacco, Firearms and Explosives (ATF) in enhancing the quality and efficiency of multimedia content handling within their operations. The out-of-the-box artificial intelligence features included in these Adobe applications assist in tasks like image enhancement, optical character recognition (OCR), content-aware editing, and document formatting. These AI capabilities enable ATF to prepare high-quality documents and multimedia files for various purposes By automating and improving these tasks, the AI tools help reduce manual workload, minimize errors, and increase operational efficiency. Overall, the use of AI in Adobe Suite products is designed to improve the effectiveness, accuracy, and professionalism of ATF's documentation and multimedia processing.","The expected benefits of utilizing the AI features in Adobe Suite Products are broad and extend beyond FOIA-related activities. The AI capabilities in applications like Photoshop and Acrobat enhance productivity by automating routine tasks such as image editing, optical character recognition (OCR), and content-aware fill. This automation allows staff to process documents and multimedia content more quickly and accurately, leading to time savings and reduced operational costs. The improved efficiency helps in various functions, from preparing official documents to creating high-quality visual materials for communication purposes. Additionally, the AI tools contribute to better quality outputs, which can enhance public engagement and trust. Overall, the AI features in Adobe Suite Products support increased productivity, cost savings, and higher-quality work across a range of organizational activities.","The AI features within Adobe Suite products output automated enhancements and suggestions to improve the efficiency and quality of multimedia content handling. In applications like Photoshop and Acrobat, the AI provides functionalities such as image enhancement, optical character recognition (OCR), content-aware editing, and automated formatting.  These outputs assist users by automating routine tasks and enhancing the quality of the final product. The AI serves as a tool to support staff in their work, but all actions are initiated and finalized by human users, ensuring that control remains with the individual operator."
DOJ,Airlines Travel Intelligence Program,Department of Justice / ATF,deployed,Classical/Predictive Machine Learning,0,0,0,classical_ml,ARC Travel Intelligence,Redacted for cybersecurity purposes.,Airlines Reporting Corporation,a) Purchased from a vendor,No,"The purpose of the AI use case in the Airlines Reporting Corporation Travel Intelligence Program is to examine travel data and highlight atypical routes or passenger movements more swiftly. Leveraging AI for pattern recognition and predictive insights reduces manual data inspection, speeds the identification of significant travel anomalies, and enables more prompt, well-informed decision-making. Overall, it refines resource deployment and fosters more accurate, efficient management of travel-related intelligence.","The expected benefit is reduced effort identifying unusual travel scenarios, focusing on significant itineraries/individuals.","The AI features generate alerts, highlight uncommon travel paths/profiles, suggesting beneficial attention areas."
DOJ,Alation Data Catalog,Department of Justice / ATF,deployed,Generative AI,0,0,0,general_llm,Microsoft Teams,Redacted for cybersecurity purposes.,Leidos,a) Purchased from a vendor,Yes,"The AI within Alation’s Data Catalog is designed to make data easy to find, understand, and use. It leverages machine learning and natural language processing (NLP) to automatically organize and tag data, creating a “map” of available information from various sources within an organization. The goal is that anyone looking for specific data can use simple, plain-language search terms, and the AI will help them locate the most relevant information quickly.","Enable users to quickly find relevant data across large, complex datasets, making information more accessible for decision-making. Additionally, Alation’s AI automates data organization and governance, helping to keep data accurate, up-to-date, and secure.  It also supports compliance and builds trust in data, empowering teams to make reliable, data-driven decisions.","The Alation Data Catalog AI system primarily produces outputs that are recommendations and predictive insights to enhance data discovery, governance, and usability. AI outputs guide users toward more efficient and informed data management."
DOJ,Audiate,Department of Justice / USMS,pilot,Generative AI,1,1,0,general_llm,Techsmith Audiate,Redacted for cybersecurity purposes.,Techsmith,a) Purchased from a vendor,No,This allows USMS training content creators to utilize text-to-speech generation with audio from a wide range of voices and tones without the need of additional actors.,"Enhancing the learners online learning experience by improving accuracy of services, supporting 508 compliance and reduce production time to release of training materials to USMS employees",Audio files and generated speech from text.
DOJ,Audio and Video Recording Management Tool,Department of Justice / FBI,deployed,Computer Vision,0,0,0,computer_vision,,Redacted for cybersecurity purposes.,,a) Purchased from a vendor,No,Prevents loss of required audio and video data within FBI custodial interview rooms,"Tool facilitates audio and video recording within FBI custodial interview rooms, consistent with DOJ and FBI policy.",Audio and video recordings
DOJ,Audio and Written Transcription and Translation,Department of Justice / DEA,pilot,Classical/Predictive Machine Learning,0,0,0,classical_ml,,Redacted for cybersecurity purposes.,MIT Lincoln Laboratory,c) Developed with both contracting and in-house resources,Yes,This technology automates the transcription and translation of Spanish and Mandarin Chinese audio files from lawfully seized devices and authorized communications.,"The immediate benefits are speed and lower cost, and to enable investigators to quickly identify which parts of the conversations should be reviewed and interpreted by human translators.",Outputs transcription of the original language and the English translation with speaker differentiations including search results of the predetermined relevant terms defined by the analyst.
DOJ,Automated Medication Dispensing Cabinet,Department of Justice / FBOP,deployed,Classical/Predictive Machine Learning,0,0,0,classical_ml,BD Pyxis MedStation,Redacted for cybersecurity purposes.,BD Pyxis,a) Purchased from a vendor,No,To log into the system faster and more securely by utilizing a fingerprint scanner.,To prevent unauthorized access to the medications held in the cabinet.,Assesses whether the fingerprint scanned matches the one in the system for each specific employee.
DOJ,Automated Staffing Tool,Department of Justice / FBOP,deployed,Classical/Predictive Machine Learning,0,0,0,classical_ml,,Redacted for cybersecurity purposes.,Microsoft,a) Purchased from a vendor,Yes,It will assess staffing levels within the FBOP.,The expected benefit of the AI use case is to maximize cost effectiveness of staffing needs for each institution.,Output reports provide how many positions are currently authorized within the FBOP.
DOJ,Autonomous Drone Detection and Monitoring,Department of Justice / DEA,deployed,Classical/Predictive Machine Learning,0,0,0,classical_ml,,Redacted for cybersecurity purposes.,,a) Purchased from a vendor,No,DEA needs drones that can safely and effectively navigate autonomously,"This use case supports human drone operators and pilots in deploying drones by collecting data. It minimizes the need for costly, extensive training and allows drone operators to focus on real-time operational needs. It supports post-deployment data analysis.","Outputs high-resolution imaging and thermal imaging data, video feeds, 3D mapping, reports and analytics on drones and its communication links."
DOJ,Aware,Department of Justice / USNCB,deployed,Generative AI,0,0,0,general_llm,Aware Biometrics,Redacted for cybersecurity purposes.,Aware Technologies,a) Purchased from a vendor,No,This commercial tool allows USNCB to ingest and process biometric information shared by domestic and international partners.,"Empowers USNCB to automate processing biometric data, improving the speed with which information is shared with partners.","Boarding passes, Ticket changes, Tools for managing changes in travel"
DOJ,Axon,Department of Justice / OIG,deployed,Generative AI,0,0,0,general_llm,,Redacted for cybersecurity purposes.,Axon,a) Purchased from a vendor,No,"No AI utilized.  But, the use case captures raw video and audio footage that are accessed only to the extent needed for prosecution or investigation purposes.  AI functionalities for analysis, voice transcription, and redaction are not utilized or relevant for our use.","This use case does not utilize AI functions.  AI features are included in the product, but have not been installed and not relevant for our use.",No AI system outputs.  Standard outputs are archival raw videos and audio footage.
