agency,use_case_name,verdict,confidence,reasoning
DOJ,ASCVD (Atherosclerotic Cardiovascular Disease) Risk Estimator,system_integrated,medium,"Classical ML risk score is used clinically to trigger more aggressive treatment for at-risk inmates, matching the rule-2 default that production classical-ML scoring of individual cases counts as system integration, though no specific EHR system is named."
DOJ,ATR Expert/Consulting with Bates White,workflow_embedded,medium,AI ingests and standardizes datasets and summarizes documents as one defined data-prep step before ATR economists build their models; no read/write to an ATR system of record is described.
DOJ,ATR Generative Artificial Intelligence Test,standalone_chat,high,"Filing describes only facilitating personnel access to commercial AI tools (Harvey, OpenAI, Perplexity) for open-source research and summarization, with no process coupling."
DOJ,AWS Transcribe,workflow_embedded,medium,"Transcription is tied to one defined step, evidence review, producing translated/transcribed text for staff to evaluate, with no system read/write described."
DOJ,AWS Translate,workflow_embedded,medium,Machine translation of foreign-language documents is embedded in the single evidence-review step before human selection for vendor translation.
DOJ,AWS/cloud.gov -  Network Routing,system_integrated,medium,"Describes automated 'decision and action' to reroute network traffic around configuration issues, i.e., the AI directly operates CRT's network infrastructure."
DOJ,Acquisition Support Tool,workflow_embedded,medium,Summarizes public contracting regulations into plain-language guidance for one flow (answering a contracting question); final decisions remain with the human Contracting Officer and no system integration is described.
DOJ,Adobe Photoshop,standalone_chat,high,"Generic image-enhancement/editing features used directly by staff for public-relations photos, with no described process or system coupling."
DOJ,Adobe Premiere,standalone_chat,high,Direct video/transcript editing tool for public-relations content; no process or system integration described.
DOJ,Adobe Suite Applications,standalone_chat,medium,"Out-of-the-box editing/OCR/formatting features used across many ad hoc tasks by individual staff, with all actions 'initiated and finalized by human users' and no single process or system named."
DOJ,Airlines Travel Intelligence Program,system_integrated,medium,"AI reads Airlines Reporting Corporation travel data to flag atypical routes/passengers and generate alerts, i.e., coupling to a named external operational data store."
DOJ,Alation Data Catalog,system_integrated,medium,"Automatically organizes/tags data and builds a 'map' across ATF's various data sources for search, i.e., reads from and governs multiple agency data stores in operation."
DOJ,Audiate,standalone_chat,high,"Text-to-speech generation for training content creation, a direct personal-productivity tool with no process coupling."
DOJ,Audio and Video Recording Management Tool,unclear,medium,"Narrative describes only that the tool prevents loss of interview-room recordings; no AI processing, analysis, or system coupling is described."
DOJ,Audio and Written Transcription and Translation,workflow_embedded,medium,"Transcribes/translates seized-device audio and surfaces search-term hits for human investigator review, a single defined triage flow with no described system write-back."
DOJ,Automated Medication Dispensing Cabinet,system_integrated,medium,"Fingerprint scan is matched against stored biometric records to gate access to the medication dispensing system, i.e., read coupling to an operational access-control system."
DOJ,Automated Staffing Tool,workflow_embedded,medium,Generates reports on currently authorized positions as one defined staffing-assessment step; no specific HR system read/write is described.
DOJ,Autonomous Drone Detection and Monitoring,agentic_workflow,medium,"Narrative explicitly states drones 'safely and effectively navigate autonomously,' collecting imaging/mapping data with reduced operator control, matching the autonomy bar for this ladder rung."
DOJ,Aware,system_integrated,medium,"Ingests and processes biometric data shared by domestic/international partners and automates onward sharing, i.e., coupling to partner data-sharing systems."
DOJ,Axon,unclear,high,"Filer explicitly states 'No AI utilized' and that AI features are not installed or relevant to this use, so there is nothing operating to place on the ladder."
DOJ,Axon Evidence.com,unclear,high,AI head-detection/redaction features exist in the platform but the filing states ATF has 'performed limited testing' and 'is not operationally using them.'
DOJ,Axon FUSUS (via HIDTA partners),system_integrated,high,FUSUS explicitly 'integrates video and other data from public safety systems' with AI-enabled analysis and configurable real-time notifications to law enforcement.
DOJ,Axon Video Retention Solution (VRS) - Transcription,system_integrated,medium,"Transcription runs inside the Axon Evidence Digital Evidence Management System, producing draft transcripts tied to case evidence records pending human validation."
DOJ,Axon Video Retention Solution (VRS) - object recognition and redaction,system_integrated,medium,"Object-recognition redaction operates within the Axon Evidence Redaction suite on case video files pending human validation, coupling to the evidence management system."
DOJ,Azure AI Foundry Platform,standalone_chat,medium,"Chatbot responses and generative document review in a secure enclave, described only as a comparison-point tool with no specific process or system integration."
DOJ,Azure Data Factory,system_integrated,medium,"Embedded anomaly-detection/data-quality features operate within ETL pipelines that 'integrate data from disparate datasets,' automated cross-system data coupling even though ATF says it doesn't invoke the features directly."
DOJ,Azure Platform/Tools - Network Routing,system_integrated,medium,"Describes automated 'decision and action' for CRT network routing/load management, i.e., the AI operates live network infrastructure."
DOJ,Azure Zen 2 Storage,system_integrated,medium,"Automatic data indexing runs continuously on data fed into ATF's storage system to aid retrieval/analysis, an operating background integration even though staff don't invoke it directly."
DOJ,BMC Helix ITSM,system_integrated,medium,Proactive Problem Management/Incident Correlation automates case routing and root-cause analysis within CRM's IT Service Desk ticketing system.
DOJ,BRAVO Classification,system_integrated,medium,"Statistical prediction of newly admitted inmates' misconduct risk is used to assign their security level, a production classical-ML score feeding an operational classification decision."
DOJ,Background Searches,system_integrated,medium,Background searches pull from external record sources to inform an EOIR character-and-fitness determination for accreditation applicants.
DOJ,Bloomberg Government,system_integrated,medium,"Aggregates and analyzes Bloomberg Government's policy/regulatory dataset to compile briefs and detect patterns, i.e., coupling to a named external operational data store."
DOJ,BriefCatch,standalone_chat,high,"Grammar and sentence-structure assistance for legal writing, a direct personal drafting aid with no system coupling."
DOJ,Building Automation Systems,system_integrated,medium,"Centralized building management system automatically controls HVAC/lighting and issues failure alerts, i.e., reads sensor data and writes control actions to facility systems."
DOJ,Business Intelligence Tools,system_integrated,medium,"Embedded analytics power data discovery/visualization dashboards drawing on extracted agency data, matching the dashboards-refreshed-from-live-data example."
DOJ,Camtasia,standalone_chat,high,"Generates on-screen presenters/narration for training video content, a direct content-creation tool with no process coupling."
DOJ,CargoNet,system_integrated,medium,Detects patterns in CargoNet's logistics/theft-incident data store to generate alerts and clusters for investigators.
DOJ,Cell Hawk (via HIDTA partners),system_integrated,medium,"ATF has read-only access to Cell Hawk's cellphone link/trend analysis data, maintained and operated by HIDTA partners, for investigative use."
DOJ,ChatBot,workflow_embedded,medium,"QnA Maker/LUIS-based chatbot answers questions from a purpose-built knowledge base on the COPS website, a single retrieval-and-respond flow."
DOJ,Chatbot to Answer Internal Employee Policy Queries,workflow_embedded,high,"Explicitly trained on DEA's own manuals/CFR/USC to answer employee policy questions with reference hyperlinks, textbook RAG over an agency document corpus."
DOJ,Cloudflare Turnstile,system_integrated,medium,"Bot-detection determines routing of civil-rights complaint submissions on CRT's public portal, an automated decision executed within the live intake system."
