agency,use_case_name,verdict,confidence,reasoning
SSA,AI Comment Analysis,workflow_embedded,medium,Single pipeline screens public comments and outputs a designation spreadsheet flagging PII/offensive content; no read/write to a case system of record is described.
SSA,Agency Support Companion (ASC) chatbot,standalone_chat,high,"General OpenAI-backed assistant for content generation, summarization, and research across the agency; only coupling described is a usage-tracking dashboard, not a workflow."
SSA,Application Observability Support,system_integrated,high,"Dynatrace-based monitoring of the ACI application reads live performance data, builds baselines, and pushes failure/degradation alerts to OCIO -- a production monitoring integration."
SSA,Benefit and Earnings Public Use File,workflow_embedded,medium,Single pipeline generates a synthetic microdata file from benefits/earnings data for external researchers; no write-back or cross-system integration is described.
SSA,Continuing Disability Review Model,system_integrated,high,"Scores live disability cases inside the named CDR system and flags them for continuing review, a production risk-scoring integration."
SSA,Customer Insight Tool,system_integrated,medium,"AI text analytics is built into the deployed Customer Feedback Tool (CXFT/Medallia), continuously analyzing live survey/feedback data to produce sentiment ratings and themes."
SSA,Data Governance Product (DGP) -  Data cataloging and predictive analysis of data assets.,system_integrated,high,"Vendor AI engine is embedded in the Enterprise Data Catalog (Informatica), actively discovering, classifying, and curating live data assets."
SSA,Digital Identity Verification Services,system_integrated,high,"ID.me-based verification produces real-time fraud alerts, risk indicators, and authentication logs operating inside the digital identity system."
SSA,Duplicate Identification Process,system_integrated,medium,Hyperscience-based Duplicate Identification Process flags and marks duplicate cases directly within the hearings case-review pipeline.
SSA,Enterprise Ticketing System (ETS),system_integrated,medium,ServiceNow Now Assist searches across multiple named applications/portals and returns links into each respective system to open the matching form.
SSA,General Use Chatbot,standalone_chat,high,"Microsoft 365 Copilot Chat used for general content generation, summarization, and research; no described coupling to a process or system."
SSA,Generative Artificial Intelligence (AI) for Analytic Insights,system_integrated,medium,Analyzes SSA's National 800 Number/Field Office call transcripts and IVR system call logs -- two named operational data sources -- to support ongoing monitoring of system performance.
SSA,Handwriting Recognition of Forms; Intelligent Document Processing Platform - Forms Classification and Data Extraction,system_integrated,high,Hyperscience extraction outputs structured JSON fields explicitly made available to downstream systems via API and queue integration mechanisms.
SSA,Human Resource Chatbot,workflow_embedded,medium,RAG chatbot grounded in the SSA Personnel Policy Manual and other HR documents for a single natural-language Q&A/drafting flow; no write-back to a system of record is described.
SSA,Insight,system_integrated,medium,Analyzes free text of disability decisions and case data in real time to raise quality flags inside the Insight adjudication web application.
SSA,Intelligent Medical Language Analysis Generation (IMAGEN),system_integrated,medium,"Processes and annotates actual medical record documents (patient encounters, tests, impairment codes) within the named IMAGEN system to support case review."
SSA,Intelligent generation of modernized code.,workflow_embedded,medium,Single AveriSource Platform pipeline analyzes legacy COBOL and generates modernized code plus requirements documentation; no integration with a live production system is described.
SSA,Mobile Wage Reporting,system_integrated,medium,Extracts pay data from scanned paystub images to feed the named SSIRMS wage-record-maintenance system.
SSA,Modernized Development Worksheet (MDW),workflow_embedded,medium,Single categorization step during case development that labels new/updated MDW requests; no system-of-record read/write is described.
SSA,Policy Assistance Tool (PAT),workflow_embedded,high,RAG chatbot grounded in 21st Century PolicyNet answers policy questions with linked source documents -- a single retrieval flow.
SSA,PolicyNet Plain Language Search Engine,workflow_embedded,high,"Apache Solr-based search and ranking over PolicyNet content for staff queries -- a single retrieval flow, no write-back described."
SSA,Pre-Effectuation Review (PER) / Targeted Denial Review (TDR) Models,system_integrated,high,"Explicitly runs 'via an in-line mainframe process,' producing probability scores inside the named PER/TDR claims-processing system."
SSA,Proactive Triage and Analysis of Hearings (PATH),system_integrated,medium,"Named PATH system scores and sorts hearing cases by likelihood of a favorable decision, feeding the case queue used by adjudicators."
SSA,Quick Disability Determinations Model,system_integrated,high,"Screens applications against the named eDIB electronic disability database, producing scoring-service outputs that prioritize case processing."
