agency,use_case_name,bureau_component,stage_normalized,ai_classification_normalized,is_generative_ai,is_general_llm_access,is_coding_tool,ai_sophistication,tool_product_name,system_name,vendor_name,development_type,has_custom_code,problem_statement,expected_benefits,system_outputs
DHS,3rd Party Traveler Identity Verification Services,CBP,deployed,Computer Vision,0,0,0,computer_vision,,Traveler Verification Service,NEC,c) Developed with both contracting and in-house resources,Yes,Biometric Exit processing fulfills a Congressional mandate.,"TVS is a cloud-based facial biometric matching service that enables CBP, External Partners, and Other Government Agencies (OGA) to match a passenger’s identity against a trusted source, throughout the travel continuum, which improves traveler facilitation and reduces manual identity verification.",Leverages DHS facial matching technologies to provide a match or no match response.
DHS,AI Assisted Compromise Email Detector (AACED),ICE,deployed,Classical/Predictive Machine Learning,0,0,0,classical_ml,,,,b) Developed in-house,Yes,This use case intends to solve the problem of the extensive manual effort required to review emails for signs of cyber compromise.,"The use case was developed to assist ICE SOC in reviewing a collection of emails between ICE personnel and Microsoft that were part of Emergency Directive 24-02.  The use case provides a faster mechanism to the SOC analysts to determine indicators of compromise, reducing the level of effort for these individuals’ analysis exponentially.  To assist the analysts, Named Entity Recognition (NER) was used to detect PII and other associated keywords to increase analyst productivity, and reduce time required to analyze emails.",Outputs are named entities and generated text for specific questions. Chat interface for analyst to conduct Q&A with email as context.
DHS,AI Interview Simulator for Officer Training,USCIS,deployed,Generative AI,1,0,0,general_llm,,Global,"Steampunk, Customer Value Partners LLC (CVP) and Alpha Omega Integration (AOI)",c) Developed with both contracting and in-house resources,Yes,"By simulating realistic applicant responses to officer questions, the AI Interview Simulator enables the RAIO trainees to refine their interview techniques without requiring any additional resources from experienced officer trainers or peers.",The AI Interview Simulator mimics live interviews to provide an analysis of the type of responses elicited in a mock interview.  This training platform accelerates the competency of the interviews by providing a format for the trainees to practice soliciting testimony from applicants through a chat-based user interface.,"The AI Interview Simulator generates human-like conversation in a text format, specially trained and tuned for RAIO Officer training."
DHS,AI Security and Monitoring,USCIS,deployed,Generative AI,0,0,0,general_llm,,ESS,Lasso,a) Purchased from a vendor,Yes,"Organizations adopting AI face a number of risks from data leaks, shadow AI, and unsecured outputs.","The gateway will secure enterprise AI use by discovering shadow AI, enforcing guardrails, and preventing data spills. Its benefits include improved compliance, reduced risk, real time protection, and enhanced visibility. Organizations are empowered to securely and efficiently adopt AI.","The AI System outputs risk alerts, compliance reports, and audit logs. It predicts threats, recommends policy adjustment, and semi-autonomously enforces guardrails. It secures data and AI usage via blocking, masking, and context-aware decisions."
DHS,AI-Assisted Audio/Video Redaction,ICE,deployed,Computer Vision,0,0,0,computer_vision,,,Case Guard,a) Purchased from a vendor,No,This use case intends to solve the problem of the labor-intensive process of redacting audio and video evidence.,The AI-Assisted Audio/Video Redaction tool is used to reduce the manual effort required to redact audio and video evidence used during an investigation and subsequent legal proceedings.,The AI output in this use case are redactions to the media file. Users will further edit the redacted media prior to exporting the final redacted file to ensure completeness. Homeland Security Investigations conducts a human review of each frame within redacted files prior to distribution.
DHS,AI-Assisted Resume Screening Tool,ICE,deployed,Generative AI,0,0,0,general_llm,,,AIS,c) Developed with both contracting and in-house resources,No,This use case intends to solve the problem of human bias during resume reviews and the time-intensive process of reviewing candidate resumes.,"This solution applies the same review criteria to every candidate’s resume. This reduces human cognitive bias and variability in how HR specialists evaluate candidate resumes. Additionally, this solution speeds up the time-to-hire by reducing the amount of time spent conducting manual candidate resume reviews.","The evaluation model compares each resume against the associated job requirements and provides a numerical score, a scoring group (red, yellow, green, or blue), related experience, and missing experience. The scoring group categorizes candidates based on the percentage of matching experience, with red indicating a weak candidate, yellow indicating moderate alignment, green indicating a strong candidate, and blue indicating that the system was unable to score the resume due to issues such as missing documents."
DHS,AI-Enhanced ICE Tip Processing,ICE,deployed,Generative AI,1,0,0,general_llm,Palantir AIP,Case Management & Analytics (CMA),Palantir,a) Purchased from a vendor,Yes,This use case intends to solve the problem of the time-consuming manual effort required to review and categorize incoming tips.,"The use of AI in this process enables the Tip Line team to more quickly identify and action tips recommended for urgent case categories. Additionally, the introduction of a BLUF field saves time by providing analysts with a high-level understanding of a tip before they review its details.","This solution uses a large language model (LLM) to enrich web tips with two additional data elements: (1) a high-level summary of the tip (BLUF), and (2) a recommended case category. The LLM generates BLUFs in English, regardless of the language used in the raw tip submission. For non-English tips, analysts may click a button to translate the full tip violation summary data element into English. The LLM is configured to only recommend case categories from a list of predefined HSI case categories."
DHS,AI-Powered Developer Tools,ICE,deployed,Generative AI,1,0,1,general_llm,Palantir AIP,Case Management & Analytics (CMA),Palantir,a) Purchased from a vendor,No,"The AI is intended to solve the problem of time‑consuming manual developer tasks, including debugging code, writing database queries, and analyzing system metrics, which slows application development and makes it harder to quickly identify and fix issues.","By streamlining routine coding tasks and surfacing useful system insights, AI-enabled developer tools increase developer productivity and support faster, higher-quality delivery of software across ICE.","The outputs of these AI-enabled tools include suggested code snippets, refactoring recommendations, optimized queries, and analytics summaries related to system behavior or performance. These outputs are presented to developers as proposed changes or insights, which must be reviewed and approved before being incorporated into the codebase through existing version control and deployment processes. The tools do not directly modify production systems; all changes must go through standard human review, testing, and approval workflows."
DHS,Acoustic Signature AI for Gunshot Detection,CBP,pilot,Classical/Predictive Machine Learning,0,0,0,classical_ml,,,Invariant Corporation,a) Purchased from a vendor,No,The AI will be used to make confidence determinations between non gunshot acoustic activity and actual gunshot activity to reduce false alerts to agents monitoring the User Interface.,"Gunshot and UAS detection notifications can be used by Agents for enhanced situational awareness in their area of operations. By utilizing this AI learning technology, they will have high confidence of alerts of a detection, with the specific type, as well as a pinpointed GPS location within 3-meters.","Agents will get a real time notification via text with a link to the location on maps as well as a link to an audio clip recording of the event. With Agent confirmation that the event was correctly identified, the AI utilizes all of the information for future cases. This real time notification grants Agents the ability to know what is happening right now and anticipate what might happen next in their environment.  Increasing agent and officer safety in the geographic region."
DHS,Adaptive Risk Model for Inspected Small Passenger Vessels,USCG,deployed,Classical/Predictive Machine Learning,0,0,0,classical_ml,,,,b) Developed in-house,Yes,"A lack of a comprehensive data-driven tool for informing marine inspection policy has left policymakers to make decisions based on qualitative and anecdotal information, resulting in less-than-optimal allocation of limited marine inspection resources.","The Small Passenger Vessels Safety Task Force uses machine learning and expert input to build a flexible analysis tool that identifies the main causes of marine casualties and calculates a risk score for each vessel in the largest segment of the U.S.-inspected fleet. By using a logistic regression–based model with basic machine learning, this effort improves how inspectors are allocated, sharpens the focus on higher-risk vessels, and strengthens oversight to improve passenger safety.",Numerical score that compares vessels predicted safety risk relative to each other.
