agency,use_case_name,verdict,confidence,reasoning
DOL,AI Headset,system_integrated,medium,"Headset outputs pull mine data, safety protocols, and violation histories from IAS and the Mine Data Retrieval System (MDRS) during inspections, per the outputs description."
DOL,Audio Transcription,workflow_embedded,high,Single-step transcription of voicemails to text for claims records; no described system-of-record read/write beyond the Azure transcription service.
DOL,Automatic Document Processing,system_integrated,medium,Narrative describes the prior process of entering a receipt code into the Automated Support Package system and states the AI now handles that task directly for forms with no change in circumstances.
DOL,CE Interview Imputations,system_integrated,high,"Imputed CE Interview values are stated to be used directly to complete the Consumer Price Index, a named production statistical output."
DOL,CE Interview Item Code Estimation,workflow_embedded,medium,Model only recommends expense classification categories for human review; no stated downstream system or publication consumes the codes directly.
DOL,CFOI Record Matching,system_integrated,high,CFOI Record Matching explicitly reads from and reconciles multiple named systems (OSHA's OIS files and QCEW) to identify missing/inconsistent CFOI data.
DOL,CPS OTC Prediction,system_integrated,medium,Random-forest imputations of off-the-clock hours feed directly into BLS's official hours-worked productivity measure using named CPS/CES survey data.
DOL,"Comment Actionability
Likelihood Score",workflow_embedded,medium,Single-step scoring of BLS.gov survey comments by actionability to help staff sort a comment queue; no system-of-record coupling described.
DOL,"Computer-Assisted Coding: 
SOII Autocoder",system_integrated,medium,"SOII Autocoder is described as fully replacing human staff in assigning SOC/OIICS codes to survey narratives, writing codes directly into the SOII production dataset."
DOL,DAISI ( DOL AI Search Insights),workflow_embedded,high,DAISI is a RAG search assistant over DOL intranet content answering staff questions; no write-back to any system is described.
DOL,ETA Grants Monitoring Tool through Doc Explorer,workflow_embedded,medium,Automates review of grant documents for anomalies/compliance within Doc Explorer; no named grants system-of-record write-back is described.
DOL,"Expenditure Classification 
Autocoder",system_integrated,medium,Autocoder assigns (not merely recommends) expenditure classification codes directly into the CE Diary Survey production data with no human-review qualifier stated.
DOL,Generative AI AssistantI  ( AI Center),standalone_chat,medium,"General in-house GenAI/semantic-search platform for evaluating varied business problems (summarization, analysis, comparisons); no single process or system coupling is described."
DOL,Hololens,workflow_embedded,medium,Hololens CV recommendation/assessment is embedded in the single process of remote/virtual inspector training; no named system integration is described.
DOL,Note Taking Bot,workflow_embedded,high,"Bot summarizes each meeting transcript into notes and action items -- a single defined step, not a system-of-record coupling."
DOL,OEWS Occupation Autocoder,system_integrated,high,Autocoder appends SOC codes above threshold directly to the submitted state response file and sends it back to states -- an explicit read/write data-pipeline coupling.
DOL,PII Redaction,system_integrated,medium,"Redacts PII directly within ITA (Injury Tracking Application) text fields, an identified OSHA system of record."
DOL,PPI Price Tolerance Prediction,workflow_embedded,medium,Recommends price tolerance boundaries to improve PPI outlier detection; no stated write into a production dataset.
DOL,QCEW NAICS Autocoder,workflow_embedded,medium,"Pilot autocoder recommends NAICS codes for human reviewers of QCEW records; narrative frames it as a recommendation, not a direct system write."
DOL,Sample Refinement: Frame API,system_integrated,high,Frame API performs live retrieval/comparison against the QCEW and Longitudinal Database systems for sample refinement -- explicit named-system data coupling.
DOL,Scanner Data Product Classification,system_integrated,high,"Scanner data classifications meeting the probability threshold are stated to be 'selected for inclusion in the data,' i.e., written directly into the CPI production dataset."
DOL,Worker PLUS Microsimulation Program,workflow_embedded,low,Open-source microsimulation tool using ACS PUMS data for external researchers/policymakers; a single analytical pipeline with no described agency operational system coupling.
DOL,Workforce Recruitment Program (WRP) Website Chatbot Assistant,workflow_embedded,high,"Deployed chatbot handling one program's (WRP) live incoming applicant/stakeholder inquiries -- a single operational flow, not general-purpose access."
FRB,Anomaly Detection,system_integrated,medium,Flags anomalies in live firm-submitted regulatory data for the iterative data-quality review process.
FRB,Bank Examiner Search Engine,workflow_embedded,high,Search engine retrieves existing documents for examiners' questions during examinations -- RAG-style retrieval with no described write-back.
FRB,Body Worn Cameras Data Management System,system_integrated,high,"Integrated into the named Body Worn Camera Data Management System, transcribing/redacting evidence that becomes part of the reviewed and approved case record."
FRB,Comment Review System,system_integrated,high,"AI functions (summarization, entity ID, dedup, similarity matching) operate directly inside the named Comment Review System processing live public comments."
FRB,Commercial Real Estate Index,workflow_embedded,medium,Synthesizes external commercial real estate data points into an index for internal monitoring; no named system coupling is stated.
