agency,use_case_name,verdict,confidence,reasoning
SEC,8-K Filing Solution,workflow_embedded,medium,"AWS image-recognition CV extracts data from 8-K filing HTML/images in a single extraction step; only 'extracts of filing data' are produced, with no downstream system read/write described."
SEC,Agentic Knowledge Base of Amazon Web Services Cloud Environment for the Securities and Exchange Commission (ACES),workflow_embedded,medium,"Despite the 'Agentic' name, the narrative describes only RAG-style retrieval/summarization of FAQs and best practices presented to Cloud Engineers via ACES, with no autonomous action or write-back described."
SEC,Augmenting cyber threat alerts on the ACES platform with ACES's specific information.,workflow_embedded,medium,"A RAG-enabled model adds SEC-specific context to cyberthreat alert emails and rewrites them for readability -- one bounded flow (alert in, enriched notification out) with no write-back to a case system described."
SEC,Creating AI generated images,standalone_chat,high,Generates stock images directly in response to individual user requests for presentations; no coupling to any agency system is described.
SEC,Developed Parsing Logic for Filings,workflow_embedded,medium,The named 'AI Filing Parser' extracts/parses disclosure text from filings to support search and analysis -- a single processing step with no described read/write to another system of record.
SEC,Evaluating Cybersecurity Alerts,workflow_embedded,medium,"Despite the 'Agentic AI' classification, the narrative only describes identifying anomalous alerts and producing analysis reports/initial assessments for human review, not autonomous multi-step action against systems."
SEC,Extracting data from FOIA request forms,system_integrated,high,Captures data from FOIA forms and loads it into a SharePoint list to track cases through the eDiscovery Lifecycle -- an explicit write into a named tracking system.
SEC,Identification of Potentially Manipulative Activity in Certain Accounts,system_integrated,medium,"A classical-ML model scores accounts for suspicious activity within the named NEAT platform, flagging leads for examiner review -- a production risk-scoring model coupled to an agency system."
SEC,Improve efficiency of comment letter ingestion,system_integrated,high,The model writes additional metadata and flags directly onto incoming comment letters within the CLL system to support downstream GenAI and review uses.
SEC,Legal Research (Lexis+),standalone_chat,high,A vendor legal-research tool staff use directly for search/extraction (AI-enabled type-aheads); no agency system or process coupling is described.
SEC,Legal Research (Westlaw Precision),standalone_chat,high,Same pattern as other Westlaw legal-research use -- staff query the tool directly for search results and extractions with no agency system coupling described.
SEC,Lexis Protege,standalone_chat,medium,"A general legal-research/drafting copilot producing summaries, drafts, and answers on user request -- direct staff tool use, not embedded in a specific agency process."
SEC,Name Matching,system_integrated,medium,Classical ML compares names for similarity across data sources within the named NEAT platform and outputs a match score used in agency work.
SEC,Natural language search on images through FlashPoint,workflow_embedded,medium,Natural-language search over Flashpoint's social-media image corpus is embedded in the single process of finding relevant images for social-media review -- no write-back described.
SEC,Optical Character Recognition (OCR) for Records Analysis,workflow_embedded,medium,OCR extracts a text string from check images to assist ENF staff -- a single extraction step with no described integration beyond producing the text output.
SEC,Parsing of Plain Language Descriptions to Machine-Readable Notations,system_integrated,medium,"Converts plain-language text into machine-readable standardized notations within the named NEAT platform, producing structured data used for further agency analysis."
