agency,use_case_name,bureau_component,stage_normalized,ai_classification_normalized,is_generative_ai,is_general_llm_access,is_coding_tool,ai_sophistication,tool_product_name,system_name,vendor_name,development_type,has_custom_code,problem_statement,expected_benefits,system_outputs
USDA,AI for Environmental Permitting Review,Office of the Chief Information Officer,pilot,Natural Language Processing,0,0,0,nlp_specific,,,,b) Developed in-house,Yes,"The environmental review process is lengthy and burdensome. We are using AI at several steps in our proposed environmental review solution, including an AI evaluation stage and in comment processing.","Faster time to environmental permit issuance, with fewer people and hours needed to get to a ""break ground"" phase.","For the AI evaluation stage, the output is a prediction that a given application is either a simple ""Categorical Exclusion,"" or requires more human intervention."
USDA,AI for regional forest mapping and monitoring,Natural Resources and Environment,deployed,Classical/Predictive Machine Learning,0,0,0,computer_vision,,,Oregon State University,c) Developed with both contracting and in-house resources,Yes,The purpose of this model is to use existing satellite images and forest survey data from the USDA Forest Service to create detailed maps of forest structures. Continuing research to understand and communicate errors and uncertainties in mapping and to improve algorithms over time.,"In addition to basic and applied research innovations, the application provides maps of forest structure (e.g., tree density and size, timber volume) and composition (tree species) which supports National Environmental Policy Act (NEPA) and other planning operations. These data may provide cost savings by either reducing the need to generate independent data through geographic information systems or field work. This research will help land managers be more effective and efficient with their planning.","The model outputs Geographic Information System (GIS) data that are predictions of forest attributes, such as tree density and tree species data in a study area."
USDA,ARGUS AI Supply Chain Interference,Office Of Homeland Security,deployed,Agentic AI,1,0,0,agentic,,ARGUS,ACCRETE AI Government,a) Purchased from a vendor,Yes,Identify potential risks in the supply chain.,"As a specialty-focused information resource, ARGUS AI Supply Chain Influences core strength is its ability to collect, organize, and summarize open-source information relating to suppliers.","Data analytics, reports, summaries, maps relationships, knowledge graphs"
USDA,Alisha OCR Reader,Natural Resources and Environment,pilot,Classical/Predictive Machine Learning,0,0,0,classical_ml,,,,b) Developed in-house,Yes,Automates data extraction from OF-286 (Emergency Equipment Use) invoice forms,"Enhanced workflow efficiency, better knowledge management, improved accuracy & consistency, frees up staff to focus on strategic tasks rather than manual document handling.",Outputs an excel document
USDA,American Recovery Act Classification Tool,Natural Resources and Environment,pilot,Natural Language Processing,0,0,0,nlp_specific,,,,b) Developed in-house,Yes,"This project will use AI/ML to better understand how contracts and agreements funded through the American Relief Act support disaster response themes across the country, such as road repair, timber salvage, and recreation site rehabilitation.",This project will promote accountability and enable public reporting of expenditures.,The outputs are probabilities for each need category identified in the American Recovery Act. A highly confident prediction will categorize a document into one or more categories while a less-confident result will flag the document for human review.
USDA,Annual Soil Refresh Data Staging Server Automation,Farm Production and Conservation,pilot,Computer Vision,0,0,0,computer_vision,,UIPath Studio,UIPath Studio,a) Purchased from a vendor,No,The process for adding new data to the Staging Server is repetitive and time consuming. We utilize the commercial software UIPath Studio with computer vision to automate this process.,Automates a portion of this process so that it can be done more efficiently and reduce the number of labor hours spent.,The UIPath software follows the directions provided by staff and completes the task with minimal intervention.
USDA,App for predicting soil temperature during prescribed burns,Natural Resources and Environment,pilot,Classical/Predictive Machine Learning,0,0,0,classical_ml,,,,b) Developed in-house,Yes,It is a tool to assist managers with determining the predicted soil temperature based on fuel load.,"By determining the expected soil temperature, managers can determine how best to do a prescribed burn without damaging tree root systems which could lead to tree death",Prediction of soil temperature
USDA,Approximate String Matching (aka fuzzy matching) to Standardize Data,Marketing and Regulatory Programs,deployed,Natural Language Processing,0,0,0,nlp_specific,,,,b) Developed in-house,No,"Entities (producers, commodities, facilities, etc) use different names in our data systems, making accurate analysis by entity impossible without matching and resolving them.","Benefits include reduced labor hours compared to manual data cleaning, makes near-real-time reporting possible, and increases data accuracy which enables program managers to conduct efficient policy enforcement and program monitoring.","A model is used to match variations of names in Plant Protection and Quarantine (PPQ) program data and apply standardized producer and commodity names. This results in clean, standardized data through an automated workflow."
USDA,Automated PDF Document Processing and Information Extraction,Marketing and Regulatory Programs,deployed,Natural Language Processing,0,0,0,nlp_specific,,,,b) Developed in-house,No,"Plant Protection and Quarantine (PPQ) has important program and workforce related information stored in thousands of PDFs, which cannot easily be used for analytics.","Benefits include making information accessible and timely, increasing data-driven decision making, and saving large amounts of time compared to previous manual methods used.",Machine-readable data tables
USDA,Automated Road Mapping,Natural Resources and Environment,pilot,Computer Vision,0,0,0,computer_vision,,,RedCastle Resources,c) Developed with both contracting and in-house resources,Yes,"Road and trail maps are essential for effective fire response, forest management, and public safety in wildland areas. Unfortunately, many existing maps are outdated or incomplete. Forest Service employees currently rely on time-consuming and labor-intensive methods like GPS mapping.",Effective implementation may enable the Forest Service to more comprehensively manage road network data at lower cost. Improved data can increase safety on federal lands.,The AI system produces high resolution images of mapped roads within areas managed by the Forest Service.
