agency,use_case_name,verdict,confidence,reasoning
DOE,ACORN (Autonomous Operation for Reactor Technologies),agentic_workflow,medium,"ACORN identifies process models, solves for optimal control actions, then executes actions and observes system responses in a closed loop for reactor control -- an autonomous plan/act/observe cycle."
DOE,AGN-201 DT,system_integrated,medium,"Flags off-normal reactor operations from live safeguards data for analysts, i.e. a classifier scoring operational monitoring data feeding a review process."
DOE,AI Assistant Phase 2 Simple Chat,standalone_chat,high,General LLM chat producing natural-language responses to boost ORNL employee productivity; no described system coupling.
DOE,AI Builder Document Scraping,workflow_embedded,medium,"Single defined flow of scraping and classifying PDFs into text/file output for Microsoft applications, no described read/write to a system of record."
DOE,AI Chat Bot for IT User Services,workflow_embedded,high,RAG chatbot trained on IT resource documentation to handle tier-1 IT issues -- retrieval over an agency document corpus for one flow.
DOE,AI Incubator Sandbox,standalone_chat,medium,Explicitly a secure multimodal chatbot sandbox for experimentation without internet access -- no system coupling described.
DOE,AI and natural-language powered search,workflow_embedded,medium,"Search over the OpenText Axcelerate records system produces a search-results report; single retrieval flow, no described write-back."
DOE,AI for Intelligent Automation,workflow_embedded,medium,AI compares/decides using INL procedures to complete forms which humans then validate and approve -- one defined process step.
DOE,AI for Operations Center,workflow_embedded,medium,Recommends Lessons Learned documents to work-planning users based on ANL computing enclave data -- single recommendation flow.
DOE,AI used for predictive modeling and real time control of traffic systems,system_integrated,medium,"Title and benefits describe real-time control of live traffic systems (reduces congestion/energy use), i.e. reading/acting on an operating traffic system, though the narrative fields are mostly boilerplate."
DOE,AI-Enabled Tech Desk Agent,workflow_embedded,medium,Self-service chat agent resolves tech issues for staff -- a single IT-helpdesk flow with no described read/write to a case system.
DOE,AI-Enhanced Lab Assist,workflow_embedded,low,Detects trends in lab planning/control data to feed into 'Lab Assist Activity Planning'; system is only named as generic 'R&D User' so the coupling is thin.
DOE,Adaptive Cyber-Physical Resilience for Building Control Systems,system_integrated,medium,Addresses resilient operation of building control systems under disruption using PassiveLogic's differentiable predictive control -- a live control-system coupling (benefits text is a mismatched copy-paste and not used as evidence).
DOE,Advanced Fuels Campaign,unclear,medium,Problem statement is 'Not available' and output is generic 'Information summaries'; no described coupling to any system or process.
DOE,Advanced Long Term Environmental Monitoring Systems (ALTEMIS),system_integrated,high,"Integrated sensing technologies feed AI/ML forecasting of groundwater plume migration, correlating sensor proxy variables against contaminants under the SRNL-SRS ATO -- explicit live sensor/data integration."
DOE,Advancing Market-Ready Building Energy Management by Cost-Effective Differentiable Predictive Control,system_integrated,medium,"Differentiable predictive control for building energy management performs safety verification and optimization of real building systems, not just a chat interface."
DOE,Anthropic Claude,standalone_chat,high,"Boilerplate general-purpose Claude enterprise access for writing, coding, research and analysis; no described system coupling."
DOE,Anthropic Claude Pilot,standalone_chat,high,"'Quick access to general knowledge' via Claude -- general Q&A, no process or system coupling described."
DOE,Apple Intelligence,unclear,high,Problem/benefit/output are all N/A or boilerplate ('AI was automatically integrated ... without an identified benefit'); no usage or coupling is described at all.
DOE,Argo,workflow_embedded,medium,"Generative AI grounded in Argonne-specific information/data for broad science and lab-ops use, i.e. RAG over an internal Argonne data corpus with no described write-back."
DOE,AskGDR,workflow_embedded,high,AskGDR explicitly uses Retrieval-Augmented Generation over the GDR data catalog to summarize content for users -- single RAG flow.
DOE,AskOEDI,workflow_embedded,high,AskOEDI explicitly uses RAG over OEDI's data/publications to answer user questions -- single RAG flow.
DOE,AskPRIMR,workflow_embedded,high,AskPRIMR explicitly uses RAG over the PRIMRE knowledge hub's data to answer user questions -- single RAG flow.
DOE,Bernie-AI: Infrastructure Planning Support POC,workflow_embedded,medium,"Provides quick access to building/asset information for planning and predictive-maintenance purposes -- a single information-retrieval flow ('Multiple' systems, not a defined read/write integration)."
DOE,Boston Dynamics Spot Robotics,system_integrated,medium,Spot robot performs obstacle avoidance without human intervention and chooses paths within a standalone command-and-control network -- autonomous sensing/actuation on an operating hardware system.
DOE,CAISY,workflow_embedded,medium,CAISY delivers scenario-based workplace-skill practice via speech-to-text/text-to-speech within the PERCIPIO learning platform -- one defined training flow.
DOE,COREII,workflow_embedded,medium,Ingests and retrieves sensitive OT cybersecurity data to distill research/findings into decision-making information for critical-infrastructure operations -- a single retrieval/synthesis flow.
DOE,ChatGPT,standalone_chat,high,"Boilerplate general-purpose ChatGPT access for writing, coding, research and analysis; no described system coupling."
DOE,ChatGPT Enterprise,standalone_chat,medium,"General business-productivity chat plus CustomGPT RAG over ad hoc user-submitted (not an agency system) documents -- general access, not one identified agency process."
DOE,Chatlab,unclear,high,"Problem, benefit, and output are all 'Not available' -- nothing describes how this connects to work."
DOE,Claude Anthropic Enterprise,standalone_chat,high,"Enterprise Claude access for research, analysis, and code generation described only as general assistance -- no system coupling."
DOE,Climate Weather Data,unclear,medium,Problem is 'Not available' and output is 'Not available'; benefit only vaguely says it 'speeds up climate model analysis' with no described coupling.
DOE,CoPilot,standalone_chat,medium,"Communication-suggestion Copilot feature providing intelligent suggestions inside Microsoft apps -- general assistance, no single defined agency process or system integration described."
DOE,Cognitive Prescreen Tool (CPT),system_integrated,high,Reads output from the Automated Classification System to generate classification recommendations that a Derivative Classifier reviews before finalizing a document's classification determination.
DOE,Copilot Studio,standalone_chat,medium,'Enhancing day to day processes' via Copilot Studio's GPT-based capabilities described only generically; no specific data/workflow connection named for this filing.
DOE,Copilot for Microsoft 365,standalone_chat,medium,"General M365 Copilot productivity features (documentation, meetings, data insights) across Office apps with no single identified process or system integration described."
DOE,Create Statement of Work (SOW) for Procurement,workflow_embedded,medium,AI reviews and checks Statements of Work against procurement standards -- one defined document-review step in the procurement process.
DOE,CrewAI,agentic_workflow,low,"Described as automating and orchestrating workflows across LLMs and cloud platforms, consistent with CrewAI's multi-agent orchestration purpose, though the filing gives no concrete example of the chain."
DOE,Custom GenAI for ATR Fuel Conversion Project (FuelGPT),workflow_embedded,high,FuelGPT lets engineers query fuel-conversion project documents and get answers with citations to source documents -- RAG over a specific project's documentation.
DOE,Custom GenAI for Advanced Reactor Development (LotusAI),workflow_embedded,high,LotusAI lets engineers query LOTUS Test Bed documents and get cited answers -- RAG over a specific project's documentation.
DOE,Custom GenAI for Advanced Reactor Development (RickoverAI),workflow_embedded,high,RickoverAI lets reactor engineers query engineering documents and get cited answers -- RAG over a specific project's documentation.
DOE,Custom GenAI for eVinci Microreactor Engineering (MauroGPT),workflow_embedded,high,MauroGPT lets reactor engineers query eVinci microreactor engineering documents and get cited answers -- RAG over a specific project's documentation.
DOE,Cyber Threat Enrichment,system_integrated,high,Enriches emerging cyber-threat data curated from the DOE-CESER Geo Threat Observable and Deep Learning Malware projects and outputs structured STIX threat data for consumption by cybersecurity products.
DOE,DNA-P Use Cases Leaverging Artificial Intellegence  (Pilot),system_integrated,high,"Palantir AIP operates against the Decision and Analytics Platform (DNA-P), producing data clusters, recommended data linkages/entries, extracted entities, and RAG responses tied directly to that platform's data."
DOE,DNA-P Use Cases Leaverging Artificial Intellegence (Deployed),system_integrated,high,"Same DNA-P Palantir AIP integration as the pilot filing, now at deployed stage: outputs data linkages/entries and analyses tied directly to the Decision and Analytics Platform."
DOE,DOE Technical Standards,workflow_embedded,medium,EnerGPT reviews DOE Technical Standards drafts and returns recommendations/feedback for improvement -- a single document-review flow.
DOE,Databricks AI for Cloud Data Warehouse,system_integrated,medium,"Databricks AI/ML solution-building and governance operates within the unified cloud data warehouse, producing recommendations from analytic input against that data platform."
DOE,Decisions AI,system_integrated,medium,Integrates AI insights directly with the named 'Decisions' platform to enhance meeting management and decision-making outcomes.
DOE,Deep Learning Malware Analysis for reusable cyber defenses.,system_integrated,medium,Deep Learning Malware Analysis is the malware-commonality project explicitly named as a feed into DOE-CESER's cyber threat enrichment/STIX pipeline (see 'Cyber Threat Enrichment').
