agency,use_case_name,bureau_component,stage_normalized,ai_classification_normalized,is_generative_ai,is_general_llm_access,is_coding_tool,ai_sophistication,tool_product_name,system_name,vendor_name,development_type,has_custom_code,problem_statement,expected_benefits,system_outputs
ED,Aidan Chat-bot,Federal Student Aid,deployed,Classical/Predictive Machine Learning,0,0,0,classical_ml,,DCC,Accenture,c) Developed with both contracting and in-house resources,Yes,Easing the access to information for borrowers,"Federal Student Aid's (FSA) virtual assistant uses natural language processing to answer common financial aid questions and help customers get information about their federal aid on StudentAid.gov. In just over two years, Aidan has interacted with over 2.6 million unique customers, resulting in more than 11 million user messages.","Text answers, presented in a chat interface with users"
ED,Azure AI Internal General Q&A,Federal Student Aid,deployed,Generative AI,1,1,0,general_llm,,ENT_Tech,iCatalyst Inc,c) Developed with both contracting and in-house resources,Yes,Providing information to agency staff regarding provided documents,Rag Chatbot used in the secure resolution of internal questions.,Textual answers to general purpose questions
ED,CAISY - Artificial Intelligence System Skillsoft Percipio Assessment for the Department Use,Office of Finance and Operations,deployed,Classical/Predictive Machine Learning,0,0,0,classical_ml,,EDSPO,Skillsoft,a) Purchased from a vendor,No,Enhancing user experience and knowledge gained from training platform,"CAISY is designed to enhance decision-making and operational efficiency by delivering real-time insights, predictive analytics, and intelligent automation. By streamlining repetitive tasks and improving situational awareness, it helps organizations reduce costs, boost productivity, and make more accurate, data-driven decisions.","scenario based content, for a user to practice learned skills"
ED,Comment Categorization,Federal Student Aid,deployed,Generative AI,1,1,0,general_llm,,ENT_Tech,iCatalyst Inc,c) Developed with both contracting and in-house resources,Yes,Reducing required manual processing of public comments,"Rag Chatbot referencing collected FAFSA Comments from public mailbox. Comments are provided to Bot, which provides statistics on the content, scope, and sentiment of the comments while grouping them for resolution","List of categorized comments, ready for human evaluation and response"
ED,Customer Service Support,Federal Student Aid,deployed,Generative AI,1,0,0,general_llm,,ENT_Tech,iCatalyst Inc,c) Developed with both contracting and in-house resources,Yes,Easing access to solutions and information for customer support reprezentatives,"RAG Chatbot supporting customer service reps answering StudentAid.gov troubleshooting questions by using details from a provided document, including ticket numbers, issues, fixes, and confidence levels, while avoiding topics outside the document’s scope.",Information rlelevant to StudentAid user questions
ED,Department-wide implementation of GSA USAi,Office of the Chief Information Officer,pilot,Generative AI,1,1,0,general_llm,,GSAUSAi-DoED,General Services Administration,a) Purchased from a vendor,No,Providing access to multi-vendor suite of AI tools & models,Generative AI platform offering miti-vendor LLMs via interagency collaboration with GSA for ED program integration.,Textual answers to general purpose questions
ED,Generative AI - Capability Evaluation,Office of Finance and Operations,deployed,Generative AI,1,1,0,general_llm,OpenAI API,,OpenAI & Google Distributed Cloud,b) Developed in-house,No,Ease the access to information and generate materials for Department staff,"Using AI, a study is performed identifying places where AI is commonly used to improve business processes.",Textual answers to general purpose questions
ED,Generative AI - Capability Evaluation,Office of the General Counsel,deployed,Generative AI,1,1,0,general_llm,OpenAI API,,OpenAI & Google Distributed Cloud,b) Developed in-house,No,Ease the access to information and generate materials for Department staff,"Approved AI tools undergo thorough testing to evaluate their capability to provide accurate, reliable, and comprehensive legal information, ensuring the tools meet established standards for precision and dependability.",Textual answers to general purpose questions
ED,Generative AI - Capability Evaluation,Office of Postsecondary Education,deployed,Generative AI,1,1,0,general_llm,OpenAI API,,OpenAI & Google Distributed Cloud,b) Developed in-house,No,Ease the access to information and generate materials for Department staff,"AI systems are tested to assess the range and depth of information they can provide on Congressional Directives, ensuring the AI comprehensively covers relevant topics and delivers accurate and contextually appropriate insights.",Textual answers to general purpose questions
ED,Generative AI - Capability Evaluation,Office of Special Education and Rehabilitee Services,deployed,Generative AI,1,1,0,general_llm,OpenAI API,,OpenAI & Google Distributed Cloud,b) Developed in-house,No,Ease the access to information and generate materials for Department staff,AI is tested to provide a review of the potential uses of AI and to provide a comprehensive understanding of the tools.,Textual answers to general purpose questions
