agency,use_case_name,verdict,confidence,reasoning
Treasury,AI Contract Document Toolbox,standalone_chat,high,"Vendor GenAI chat drafts and reviews procurement documents from user prompts/uploads; no identified agency system reads/writes described, just drafting help per rule 3."
Treasury,AI Use Case Review and Evaluation Workflow,workflow_embedded,medium,A structured five-dimension assessment framework produces an 'AI Suitability Plan' for SME review of new AI services; it is one identified evaluation process with no system read/write described.
Treasury,AI Voiceover Generation for eLearning Development,workflow_embedded,medium,"Narration scripts are converted to .wav files for import into eLearning authoring applications, a single defined production step; no named agency system of record is read from or written to."
Treasury,AI-Augmented Software Modernization and Insight,workflow_embedded,medium,"AI researches IRS's Java/Spring Boot codebase to produce prioritized technical-debt lists and draft refactorings/documentation for engineer review, a single modernization-research flow; no specific named repository/system is cited so it does not meet system_integrated."
Treasury,AI-assisted Procurement POC,workflow_embedded,medium,"A POC using the Unison PRISM procurement tool searches policies/regulations to help identify correct FAR clauses for a procurement action -- retrieval to aid one process, no read/write integration described beyond that search."
Treasury,Accounts Management “Balance Due” Call Transcript Classification,workflow_embedded,medium,"AI sorts customer call transcripts into groups to inform research and decision-making, a single classification step; no agency system of record is read from or written to."
Treasury,Answering Employee Questions with Natural Language Processing in IRWorks,workflow_embedded,high,"The AI element searches IRWorks knowledge-base/service-catalogue articles (per user's IRWorks access) to answer Tier-1 questions, a RAG-style single flow within the named IRWorks platform; it 'does not produce actionable items,' only links for manual review."
Treasury,Application to AI services integration POC,standalone_chat,medium,"The POC builds a generic enterprise API endpoint so COTS/custom apps can call a 'locally controlled LLM' -- per the audit amendment, API access to the model itself, with no identified agency system named, is standalone_chat."
Treasury,AskBEP AI ChatBot,workflow_embedded,high,"AskBEP retrieves and explains policy guidance from BEP documents to answer employee questions -- RAG over an agency policy corpus for one flow, per rule 4."
Treasury,ChatOFR AI Chatbot,standalone_chat,high,"ChatOFR gives staff access to multiple LLMs for Q&A, drafting, and code help, and even lets users 'create API tokens for programmatic usage' -- exactly the amendment's standalone API-access-to-the-model case, with no named agency system integration."
Treasury,DATA Act Bot for Procurement Data Matching,system_integrated,high,The bot compares Federal Procurement Data System (FPDS) contract spending data against PDF contract documents and its validated output feeds USASpending.gov -- explicit read/write coupling to two named systems.
Treasury,Employee Resource Center (ERC) Chatbot,workflow_embedded,medium,"The chatbot classifies employee input into predefined topics via trained models and returns a matched preset response, one defined intent-classification flow; no agency system of record is read/written."
Treasury,Employee Retention Credit Text Clustering,workflow_embedded,medium,"A line-item consolidation algorithm clusters taxpayer ERC disclosure text into similarity groups for agent review, a single analytic step; no named agency system or data store is read from or written to."
Treasury,Establish localized Large Language Model (LLM),workflow_embedded,medium,"An in-house LLM trained on approved internal documentation answers employee inquiries and is tracked against 'the breadth of internal systems... covered by the LLM's knowledge base' -- RAG over internal docs for one flow, no described write-back."
Treasury,FORMS AI,system_integrated,high,DDM-Debt's named 'FORMS system' uses ML/GenAI to convert PDFs into extracted data fields and automate classification/routing of documents to business units -- direct production coupling to an identified agency system.
Treasury,FRB AI Code Translation POC,standalone_chat,high,"A POC using GenAI to translate/remediate legacy code explicitly states 'any code generated would not be moved to production' -- pure code-assistance with no system integration, per rule 1 (current state, not aspiration)."
Treasury,Form 990N Machine Learning Model,system_integrated,medium,"A classical ML model scores the population of Form 990N filers to predict non-compliance, producing a workbook of EIN/PREDICTION used to select cases for review -- a production risk-scoring model over filing data per rule 2."
Treasury,GenAI Productivity Tool,standalone_chat,high,"A vendor GenAI tool for 'general research and smart assistant functions' drafts text, cites sources, and answers questions with no described coupling to any agency system or process."
Treasury,GenAI Productivity Tool Pilot,standalone_chat,high,"A vendor GenAI productivity pilot summarizes meetings and drafts documents/communications for general staff use, with no identified system or process integration described."
Treasury,IDV Model,system_integrated,medium,"A classical ML model forecasts 5-year IDV item demand by tier level so OSCM can proactively request funding -- a production forecasting model feeding real sourcing/funding decisions, per rule 2."
Treasury,Identity Verification,system_integrated,high,"Multiple ML models score identity documents submitted during IRS online-service registration, producing a binary fraud indicator (with human review) embedded in the live registration process."
Treasury,Integrate Word Processor AI for Digitalization,system_integrated,high,"AI-driven OCR is integrated into the named Digitalization Enablement Platform (DEP) to extract and organize taxpayer information from submitted forms, streamlining case management -- direct production system coupling."
