agency,use_case_name,verdict,confidence,reasoning
DHS,3rd Party Traveler Identity Verification Services,system_integrated,high,"TVS is a cloud-based facial biometric matching service comparing traveler identity against trusted-source holdings throughout the travel continuum, returning match/no-match responses that CBP and partner agencies act on."
DHS,AI Assisted Compromise Email Detector (AACED),workflow_embedded,medium,"NER flags PII/keywords in a specific set of ICE-Microsoft compromise emails and gives analysts a chat Q&A interface over that email context, but no read/write to a system of record is described."
DHS,AI Interview Simulator for Officer Training,standalone_chat,medium,A chat-based simulator generates applicant responses for RAIO officer training practice; it's a direct conversational training tool with no described coupling to case or personnel systems.
DHS,AI Security and Monitoring,agentic_workflow,medium,"The gateway predicts threats, recommends policy adjustments, and 'semi-autonomously enforces guardrails' via blocking, masking, and context-aware decisions -- autonomous action against AI usage, not just chat."
DHS,AI-Assisted Audio/Video Redaction,workflow_embedded,high,CaseGuard performs one specific step (redacting audio/video evidence files) with HSI conducting frame-by-frame human review before distribution; no system-of-record read/write is described.
DHS,AI-Assisted Resume Screening Tool,workflow_embedded,high,"The tool scores each submitted resume against job requirements in one process step (screening), producing a numeric score/color group for HR review with no described write-back to an HR system of record."
DHS,AI-Enhanced ICE Tip Processing,system_integrated,high,An LLM enriches web tips with BLUF summaries and recommended case categories that become data elements on the tip within the named Case Management & Analytics (CMA) system used by the Tip Line team.
DHS,AI-Powered Developer Tools,standalone_chat,medium,"Suggested code snippets/refactors/query optimizations are proposed to developers for manual review and merge through existing version control -- a Copilot-style assistant, not a system integration itself."
DHS,Acoustic Signature AI for Gunshot Detection,system_integrated,high,"The model runs against a live acoustic sensor feed, distinguishing gunshot from non-gunshot activity and pushing real-time alerts with GPS location to agents monitoring the operational UI."
DHS,Adaptive Risk Model for Inspected Small Passenger Vessels,workflow_embedded,low,"A logistic-regression risk-scoring analysis tool for the inspected vessel fleet is described, but no named system or data store integration is given -- output appears to be a standalone analytic product for policy use."
DHS,AdaptiveMFA,system_integrated,high,"Okta/Defender-driven behavioral analytics operate live within the named DHSAuthPortal identity system, producing risk ratings that trigger adaptive MFA challenges or access blocks in real time."
DHS,Agriculture Commodity Model (AGC),system_integrated,high,"The AGC model runs inside the named Automated Targeting System, scoring inbound cargo shipments to prioritize inspections operationally."
DHS,Aircraft Landing Location Predictor (KESTREL),system_integrated,medium,The named KESTREL system analyzes potential aircraft landing locations and outputs a color-coded visual representation used directly for response planning.
DHS,Airport Throughput Predictive Model,system_integrated,high,A monthly-retrained model ingests Secure Flight checkpoint throughput data and produces airport-specific predictions used for staffing -- a forecasting model feeding an operational planning process.
DHS,Airship Outpost for Conveyance Identification,system_integrated,high,"Outpost's computer vision identifies conveyance type from camera sensors and directs capture of identifiers (plates, hull/tail numbers) within the named TECS CLOUD system."
DHS,AskTSA,workflow_embedded,medium,"The Sprinklr-based tool summarizes/categorizes inquiries and recommends responses within the single AskTSA customer-service triage flow, with no described write-back to a system of record."
DHS,Automated Detection of Personally Identifiable Information (PII) in Cybersecurity Data,system_integrated,high,"NLP flags PII in submissions to the named TAXII exchange server and routes flagged rows to analysts for review, with the system learning from analyst feedback -- an operational data pipeline."
DHS,Automated Item of Interest Detection,system_integrated,high,Computer vision processes field imaging equipment feeds and annotates images that flow directly into CBP systems (I4 Viewer) for USBP/OFO officer review.
DHS,Automated Name and Date of Birth (DOB) Harvesting Service,system_integrated,medium,"The service harvests aliases/DOBs from identity-history documents attached to ELIS cases and surfaces suggestions to adjudicators, operating directly within the named ELIS system of record."
DHS,Automated Realtime Global Organization Specialist (ARGOS) for Company Registration Submissions to E-Verify,system_integrated,medium,ARGOS runs sentiment analysis/keyword extraction on aggregated open-source data and posts risk scores and keywords to an internal MPA dashboard within the named ARGOS system for E-Verify investigations.
DHS,Autonomous Surveillance Tower,system_integrated,high,"Computer vision on live sensor camera feeds detects items of interest in real time and alerts agents, operating continuously against an operational surveillance sensor system."
DHS,Babel,workflow_embedded,medium,Babel's text/image AI modules surface possible OSINT matches in a single research interface for CBP analysts to manually review and compare against government systems themselves; no automated system read/write is described.
DHS,Biometric Check-in for ATD-ISAP (SmartLINK),system_integrated,high,"The SmartLINK app verifies identity/location via biometric match within the named ISAP IV (IATSS) system, producing a pass/pending-review status used operationally for ATD-ISAP monitoring."
DHS,Biometrics Enrollment Tool (BET) Fingerprint Quality Check,workflow_embedded,medium,ML models embedded in the named BET application give immediate fingerprint-quality feedback at one step (pre-FBI-submission check); no read/write to the FBI system itself is described.
DHS,Blockchain Analysis,workflow_embedded,medium,TRM Labs analyzes blockchain data and returns confidence scores/risk flags/summaries as investigative leads for HSI to review manually; no agency system-of-record coupling is described.
DHS,CBP Careers Bot - Leo,workflow_embedded,medium,The Salesforce Einstein NLP chatbot (C2RMT) guides careers-site visitors through one process -- navigating recruitment resources and directing them to recruiters/events.
DHS,CBP Employee Experience,system_integrated,high,Employee survey/operational data is ingested via the named MASS system (Medallia) and delivered as real-time insights dashboards to HRM leadership -- a dashboard refreshed from live agency data.
