agency,use_case_name,original_verdict,override_verdict,reasoning
ED,Aidan Chat-bot,standalone_chat,workflow_embedded,"Aidan is a custom-built (Accenture, DCC system) production virtual assistant embedded on StudentAid.gov serving one identified flow -- borrower self-service financial-aid support for 2.6M customers -- not staff using a general chat tool; matches the round convention for purpose-built public-facing assistants (cf. CSR Public Chatbot, ELMO). No read/write to systems of record is described, so not system_integrated."
ED,Generative AI - Capability Evaluation,standalone_chat,,Agree: staff prompt the OpenAI API directly to evaluate capabilities; no workflow or system coupling described. Applies to all instances of this duplicate key.
ED,Generative AI - Code Generation,standalone_chat,,"Agree: staff prompt the OpenAI API directly for code snippets; direct tool use, no integration. Applies to all instances of this duplicate key."
ED,Generative AI - Information Summarization,standalone_chat,,Agree: staff feed public documents to the OpenAI API for ad hoc summaries; not agency-corpus RAG or system coupling. Applies to all instances of this duplicate key.
ED,Generative AI - System Testing,standalone_chat,,"Agree: feeding fabricated prohibited prompts to test DLP filters is a direct prompting exercise, not a described production integration."
ED,Generative AI - Text Generation,standalone_chat,,Agree: staff prompt the OpenAI API for drafts/templates/messaging; no system or workflow coupling described. Applies to all instances of this duplicate key.
ED,Generative AI and Foundation Model Integration,standalone_chat,,"Agree: narrative is generic AWS Bedrock platform marketing describing general multi-model access; 'seamless integration into existing AWS services' is vendor boilerplate, not a described ED read/write coupling."
ED,MS Copilot - Business Process Improvement,standalone_chat,,"Agree: generic MS Copilot capability boilerplate (Agency Wide, ETS-ISS environment); no specific agency system or single identified process step described -- named-tool use only (rule 3), and the use mode IS described so unclear is not warranted."
ED,MS Copilot - Collaboration & Communication,standalone_chat,,"Agree: generic MS Copilot capability boilerplate (Agency Wide, ETS-ISS environment); no specific agency system or single identified process step described -- named-tool use only (rule 3), and the use mode IS described so unclear is not warranted."
ED,MS Copilot - Compliance & Risk Management,standalone_chat,,"Agree: generic MS Copilot capability boilerplate (Agency Wide, ETS-ISS environment); no specific agency system or single identified process step described -- named-tool use only (rule 3), and the use mode IS described so unclear is not warranted."
ED,MS Copilot - Content Organization & Archiving,standalone_chat,,"Agree: generic MS Copilot capability boilerplate (Agency Wide, ETS-ISS environment); no specific agency system or single identified process step described -- named-tool use only (rule 3), and the use mode IS described so unclear is not warranted."
ED,MS Copilot - Creative & Productive Work Enhancement,standalone_chat,,"Agree: generic MS Copilot capability boilerplate (Agency Wide, ETS-ISS environment); no specific agency system or single identified process step described -- named-tool use only (rule 3), and the use mode IS described so unclear is not warranted."
ED,MS Copilot - Data Analysis & Insights,standalone_chat,,"Agree: generic MS Copilot capability boilerplate (Agency Wide, ETS-ISS environment); no specific agency system or single identified process step described -- named-tool use only (rule 3), and the use mode IS described so unclear is not warranted."
ED,MS Copilot - Document Creation & Editing,standalone_chat,,Agree: Copilot used directly to draft/edit written materials; named tool with no described system coupling (rule 3).
ED,MS Copilot - Grant & Program Management,standalone_chat,,"Agree: generic MS Copilot capability boilerplate (Agency Wide, ETS-ISS environment); no specific agency system or single identified process step described -- named-tool use only (rule 3), and the use mode IS described so unclear is not warranted."
ED,MS Copilot - Process & Workflow Automation,standalone_chat,,"Agree: generic MS Copilot capability boilerplate (Agency Wide, ETS-ISS environment); no specific agency system or single identified process step described -- named-tool use only (rule 3), and the use mode IS described so unclear is not warranted."
ED,MS Copilot - Project & Task Management,standalone_chat,,"Agree: generic MS Copilot capability boilerplate (Agency Wide, ETS-ISS environment); no specific agency system or single identified process step described -- named-tool use only (rule 3), and the use mode IS described so unclear is not warranted."
ED,MS Copilot - Research & Knowledge Management,standalone_chat,,"Agree: generic MS Copilot capability boilerplate (Agency Wide, ETS-ISS environment); no specific agency system or single identified process step described -- named-tool use only (rule 3), and the use mode IS described so unclear is not warranted."
ED,MS Copilot - Security & Privacy,standalone_chat,,"Agree: generic MS Copilot capability boilerplate (Agency Wide, ETS-ISS environment); no specific agency system or single identified process step described -- named-tool use only (rule 3), and the use mode IS described so unclear is not warranted."
ED,MS Copilot - Training & Education,standalone_chat,,"Agree: generic MS Copilot capability boilerplate (Agency Wide, ETS-ISS environment); no specific agency system or single identified process step described -- named-tool use only (rule 3), and the use mode IS described so unclear is not warranted."
