agency,use_case_name,cohort,bureau_component,current_is_generative_ai,is_general_llm_access,ai_sophistication,ai_classification,ai_classification_normalized,stage_normalized,operational_date,tool_product_name,system_name,vendor_name,problem_statement,expected_benefits,system_outputs,fired_keywords
NSF,AI voice over,over_unspecified,OLPA,1,0,nlp_specific,,Unspecified,deployed,2023,,,,"Wellsaidlabs has been used in our last projects to generate temporary placeholder voice over, which will be replaced later by real voice over, so it doesn&#39;t cause much AI policy concerns.

On top of the typical text to voice conversation, 11 Lab allows users to train their own voice over, which sounds to have a potential to reshape our workflow, with the proper supervision and regulation.",,,workflow
NSF,AWS Assisted Software Development (DIS AI Assisted Development),over_unspecified,OCIO,1,1,coding_assistant,,Unspecified,pre_deployment,2024,Amazon CodeWhisperer,,,"Within software development, AI-driven tools, such as AWS CodeWhisperer, Amazon Q and Bedrock, and integration with development workflow, promise to elevate developer productivity and refine code quality. The objective of this pilot is to explore potential integration of these AWS services with DIS Developers IDEs, Jenkins automation, Bitbucket, laying the groundwork for Secure AI Assisted Development at NSF.",,,bedrock; amazon q; workflow
NSF,Adobe Photoshop,over_unspecified,OLPA,1,0,classical_ml,,Unspecified,pre_deployment,2023,Adobe Photoshop,,,"OLPA's Creative Services team will use Photoshop's AI-powered tools to refine edits of photos and graphics, particularly the retouching of portraits.",,,
NSF,Alt text Generator for Images in NSF's Media Hub,over_unspecified,OLPA,1,1,general_llm,,Unspecified,pre_deployment,2024,ChatGPT,,,"OLPA is interested in using a ChatGPT integration with NSF’s Digital Asset Management system (DAM), for the images we host there. We’d use it to generate alt text for images we'll be using in digital communication products (such as nsf.gov) to ensure they’re accessible to individuals using assistive technology.

While we’d have ChatGPT generate the alt text, it would be reviewed by OLPA staff before being used in any communications materials. We’ve confirmed with Acquia that they don’t retain our images or use them for model training.",,,chatgpt
NSF,ETAP HelpDesk incidents content analysis,over_unspecified,OIA,1,0,classical_ml,,Unspecified,pre_deployment,2025,ServiceNow Now Assist,,,"A contractor team ( ETAP O&O) has been tasked with improving NSF’s Education and Training Application (ETAP). To this end, ETAP O&O will use off-the-shelf AI models (including Mistral-8B and Gemma3) to conduct a content analysis of ETAP Help Desk incidents and requests captured in ServiceNow. Specifically, the AI system will use free text elements of the items to help the team categorize incidents in a more granular and adaptable fashion than the current, static ITSD categories. The AI models will be run only on NSF-approved environments and will not share data with unauthorized third parties.",,,
NSF,Mine Potential Reviewer's areas of expertise,over_unspecified,TIP-ITE-ENGINES,1,0,classical_ml,,Unspecified,pre_deployment,2024,Airtable AI,,,Airtable is a low code platform that incorporates Open AI.  The Open AI services are purchased by and the data is kept private to Airtable.  TIP has been approved to use Airtable for several usecases and Airtable has been certified as secure by the NSF OCIO Security Team.  We would like to get approval to use Airtable to trial Airtable's AI's ability to match potential reviewer expertise to the reviewer.,,,
NSF,NSF AI-Ready RPPR Data,over_unspecified,OCIO,1,1,general_llm,,Unspecified,pre_deployment,2025,AWS Bedrock,,,"OCIO is working to provide AI-ready RPPR data – a key component for determining outcomes of NSF investments.
Note: Information in the RPPR may be used to identify ""outputs"" and be linked to other data sets (e.g., NSF PAR, Patent, etc.) to assess NSF’s ""broader impacts""; however,  it is not currently available in an accessible format.
Problem Statement:
RPPR data, a critical resource for tracking the outcomes of NSF-funded projects.
Data are currently stored in various formats across multiple locations making it inaccessible for analytic purposes and difficult to reach without impact to current operations.
The lack of centralized, accessible data limits NSF's ability to assess impacts, make informed decisions, and fully leverage data for insights.
Request approval to use AWS Bedrock, AWS SageMaker, AWS Neptune & AWS Comprehend from AIDG",,,bedrock
NSF,Open access LLM,over_unspecified,BIO/IOS,1,1,general_llm,,Unspecified,pre_deployment,2025,,,,"Tool: State-of-the-art, open LLMs from US and EU sources including:
- Google - BERT and Gemma 3 variants
- Meta - Llama 3 and 4 variants
- MistralAI - Mistral 3 variants
- Nvidia - Llama 3 variants, OpenCodeReasoning, OpenMathReasoning, Nemotron-H

Note that this request does not include any LLM developed from none US or EU sources.

Usage: for developing LLM toolkits such as internal chatbot or question/answering system",,,llm; chatbot
NSF,Open-source topic identification for the Public Engagement with Science Initiative data analysis.,over_unspecified,OIA,1,0,general_llm,,Unspecified,pre_deployment,2025,,,,"We propose using unsupervised NLP to identify topical themes within responses submitted to the NSF public engagement questionnaire. The AI system will include multiple open-source techniques used together to achieve this goal. Details of the system are as follows: 
To ensure high-quality topics, we will first programmatically remove responses that are blank or non-informative. The National Center for Health Statistics (NCHS) Semi-Automated Non-Response Detection for Surveys (SANDS) model will be used to filter out non-response responses (e.g., ""sdfsdfa,"" ""idkkkkk""). To reduce duplicate responses potentially caused by bots or submitted to boost relative importance, responses with the exact duplicate question wording will be removed over a threshold of three responses per IP address. If an individual has several different questions they would like to submit, all of their questions will be included. We will use an open-source profanity filter such as python’s profanity-filter to identify toxic language. Any responses that are primarily toxic language will be dropped from analysis.
To group questions into themes, we will use a word-embedding model to convert text responses into multidimensional space for topic modeling. Because we anticipate responses in multiple languages, we will use a multilingual word-embedding model, such as “paraphrase-multilingual-MiniLM-L12-v2"" or the most up-to-date version of this model at time of analysis. Embeddings will be reduced in dimensions using a dimension reduction algorithm such as t-SNE (t-distributed Stochastic Neighbor Embedding) to prepare for clustering.
Reduced response embeddings will be clustered into groups using the ClassTfidfTransformer clustering algorithm from the python package BertTopic. The algorithm will be seeded with words corresponding to a list of NSF programs corresponding to different research areas to map the clusters to these established categorizations.
To aid in review of topics generated by the clustering algorithm, an open-source large language model (LLM), such as Meta Llama, will be used to summarize the responses grouped within a cluster. Using a prompt like the example below, this strategy will produce a plain language summary and title of each of the clusters of responses.
The clusters produced will be reviewed by RTI staff for accuracy and appropriateness of naming. Staff will make edits to the LLM-generated summaries as necessary and note any clusters that are candidates for merging with other clusters into a single topic. The topics will then be validated by NSF experts and the advisory committee.
Once the existing cluster model has been finalized, the cluster model will be applied to all responses. Where feasible, the RTI STEM education experts/analysts will manually map the research topics to NSF research programs.",,,llm; large language model
NSF,"ServiceNow GenAI ""Now Assist""",over_unspecified,OCIO,1,1,general_llm,,Unspecified,deployed,2025,ServiceNow Now Assist,,,"ServiceNow GenAI is a FedRAMP High certified system to accelerate digital transformation using Now Assist. Automatically generate content such as responses, work notes, and knowledgebase articles related to customer service experience. Increase productivity and speed to delivery with intelligent recommendations. Resolve issues swiftly with chatbots that understand human language.",,,chatbot; genai
