agency,use_case_name,cohort,bureau_component,current_is_generative_ai,is_general_llm_access,ai_sophistication,ai_classification,ai_classification_normalized,stage_normalized,operational_date,tool_product_name,system_name,vendor_name,problem_statement,expected_benefits,system_outputs,fired_keywords
HHS,1CDP (SEDRIC) AIP for Advanced Foodborne Outbreak Investigation (AI Summarization and Receipt Reading),over_contradict,HHS/CDC,1,1,nlp_specific,Natural Language Processing (NLP),Natural Language Processing,deployed,Oct-23,Palantir AIP,1 CDC Data Platform (1CDP),Palantir Technologies,"This AI solution impacts the process of investigating foodborne disease outbreaks. These foodborne outbreaks require cooperative efforts from CDC staff, FDA, USDA, and local agencies and the AI system is used through a centralized data platform System for Enteric Disease Response, Investigation, and Coordination (also known as SEDRIC). For more information on SEDRIC, please go to our website: https://www.cdc.gov/foodborne-outbreaks/php/foodsafety/tools/index.html","SEDRIC's AIP use case provides CDC epidemiologists the ability to accelerate their investigations of multi-state foodborne disease outbreaks by more effectively leveraging data available in a rich data source, such as receipts from grocery stores, that otherwise requires extensive time and human effort to parse through. In addition, this workflow would free up epidemiologists' time and, potentially, increase the frequency with which both CDC and STLT partners could utilize shopper card, receipts, and free text responses to support investigations. There are two main expected benefits from this use case. The first addresses manually entering receipt information, shopper card information, or other such free text field is traditionally error prone and time intensive for a variety of information. This AI system provides a human-in-the-loop opportunity to review and update data entry points while reducing time spent by staff to gain these insights. Having a set structured output as well increased standardization of this information and eases reporting in situations requiring cooperation from multiple organizations. The second benefit revolves around using the summarization capability, the extensive process of mapping common names of different food items is done automatically, greatly reducing the human labor time to generate dashboards of information regarding current foodborne investigations to serve as a decision point to aid in outbreak response.","The Artificial Intelligence Platform (AIP) available within SEDRIC provides CDC epidemiologists the power to accelerate their investigations of multi-state foodborne disease outbreaks. It can extract structured data from grocery receipts, shopper card records, and free-text responses in order to catalog the food items purchased by affected patients. It can also map those items to SEDRIC-defined vehicles which categorize the items and highlight commonalities across patients, helping to pinpoint potential outbreak vehicles. AIP can summarize these results to provide insights from information pulled from shopper receipts. Given ingredients can be found in multiple food products, and some ingredients such as herbs like coriander/cilantro may go by multiple names or be reported in multiple languages, this summarization tool provides a faster way to gather summary information from receipts on different food items which may be part of a foodborne investigation.",workflow
HHS,AI Agent Orchestrator POC,over_contradict,HHS/CMS/OIT,1,1,agentic,Natural Language Processing (NLP),Natural Language Processing,pilot,Jul-25,,CEDAR,Noblis,"The AI Agent Orchestrator solves the problem that current chatbots are limited to question-and-answer interactions and cannot orchestrate complex, multi-step analytical workflows that require calling external data science notebooks and tools in the correct sequence to solve sophisticated problems.","The AI Agent Orchestrator will transform CMS's analytical capabilities by enabling any staff member to execute sophisticated, multi-step data science workflows through natural language interactions, eliminating the current barrier of requiring specialized technical expertise to access complex analytical tools and notebooks.",The output is a natural language interface that enables users to easily interact with complex data science tooling and analytical workflows without requiring specialized knowledge of the underlying systems,chatbot; agent; multi-step; workflow; ai agent
HHS,AI Automation within the WETG Web Help Service Desk (discovery),under_declared,HHS/CMS/OC,0,0,general_llm,Generative AI,Generative AI,pre_deployment,,,,,Improved help desk service,"Cost savings, improved efficiency and quality",Suggestion,
HHS,AI Editing Tool,under_declared,HHS/FDA/CDER,0,0,general_llm,Generative AI,Generative AI,pilot,Mar-25,,,,This AI model is designed to detect style and formatting inconsistencies in FDA draft documents by comparing them against the FDA CDER Style Guide standards. It solves the problem of manual quality control inefficiencies and ensures consistent adherence to established documentation standards across all FDA CDER publications.,"It significantly reduces the workload for FDA editors by identifying style and formatting issues; however, human review remains essential, especially for important documents, ensuring both efficiency and quality in FDA communications.",AI-identified style and formatting issues,
HHS,AI Search in Google Vertex (discovery),under_declared,HHS/CMS/OC,0,0,general_llm,Generative AI,Generative AI,pre_deployment,,,,,Improved search,Improved customer experience,Suggestions,
HHS,AI Use Policy Tool,over_contradict,HHS/DAB/OS,1,0,classical_ml,Classical/Predictive Machine Learning,Classical/Predictive Machine Learning,pre_deployment,,,,,Ensure public confidence in the integrity of DAB decisions by maximizing quality review standards and reducing errors.,"The DAB is responsible for issuing fair, impartial, legally correct and defensible determinations which serve as the final decision of the DHHS Secretary. The AI quality review large language model (LLM) tool will use an LLM to create algorithms that run behind our case tracking system to randomly select certain DAB decisions to identify potential quality review issues. The LLM will scan DAB decisions to ensure compliance with quality review standards (e.g., protect PHI, PII and FTI). Benefits include more effective quality review and faster identification of data trends that may require additional analysis.",Analysis of large volumes of data that can be used to address common errors and supports the development of targeted training and job aid.,llm; large language model
HHS,AI Web Content Search Engine Optimization (SEO) in Drupal,under_declared,HHS/CMS/OC,0,0,general_llm,Generative AI,Generative AI,pre_deployment,,,,,Search engine optimization,"Cost savings, improved efficiency and quality",Suggestion,
HHS,AI Workspace,over_contradict,HHS/CMS/OIT,1,1,general_llm,Natural Language Processing (NLP),Natural Language Processing,deployed,Apr-25,Microsoft Teams,CEDAR,Skyward Solutions,"Hosted development env with access to AI tooling, including LLMs for use in early stage exploration.","AI Workspace provides a hosted development environment with access to AI tooling including LLMs, enabling CMS teams to conduct early-stage AI exploration and experimentation that can lead to innovative solutions","AI Workspace provides a hosted development environment that enables end users to create code, with the organizational impact being rapid exploration of AI ideas to validate technical feasibility, viability, and desirability of potential solutions.",llm
HHS,"AI identification of ""High-Risk"" Health Centers",under_declared,HHS/HRSA,0,0,general_llm,Generative AI,Generative AI,pre_deployment,,,,,"Manual identification of high-risk health centers is resource-intensive and may miss key indicators across large datasets. Would support a proactive, data-driven approach to inform site visit schedules and technical assistance planning.","AI-driven risk identification would allow BPHC to better allocate resources, prioritize site visits, and provide tailored technical assistance. This will help improve compliance, operational performance, and ultimately the quality of care delivered by health centers","The system would use predictive analytics and risk modeling to generate a prioritized list of health centers considered ""high-risk"" based on predefined indicators (e.g., patient safety concerns, poor quality metrics, application anomalies). Outputs will support more targeted oversight and TA deployment schedules.",
HHS,AI-Enhanced Journal Clubs,under_declared,HHS/NIH,0,0,general_llm,Generative AI,Generative AI,pre_deployment,,,,,"A lack of engagement, efficiency, and productivity at journal clubs due to the burden of gathering topically relevant and high quality journal articles for review.",Make journal clubs more engaging and informative with highly relevant articles recommended by the AI.,Recommended journal articles,
