agency,use_case_name,verdict,confidence,reasoning
DOE,ACORN (Autonomous Operation for Reactor Technologies),not_genai,high,"Narrative describes AI that ""identifies process models... solves for optimal control actions... executes actions"" (fired keyword 'autonomous') - classical autonomous control, not content generation."
DOE,AI Safety Tool,not_genai,low,"Narrative is a one-line placeholder (""Text based warning message"") with no generation of novel content described; thin ORNL pre-deployment entry."
DOE,AI for High Risk Property,not_genai,medium,"System output is ""Decision for high-risk property categorization"" - a classification decision, not generated content, despite the Generative AI label."
DOE,AI for Vendor Compliance,not_genai,medium,"Output ""Improved consistency in vendor selection and retention"" describes a decision/consistency function, not content generation."
DOE,AI workflow to process voicemail user service requests and translate them into actionable IT service tickets,not_genai,medium,"Narrative describes ""consistent information extraction from a message"" - transcription/extraction and ticket routing (fired keyword 'workflow'), the known agentic-keyword over-fire pattern, not generation."
DOE,AI-Assisted Strategies and Solutions for Environmental Technology (AI-ASSET),not_genai,low,"Outputs are ""Knowledge graphs, analysis output"" - structured analysis, not novel generated content, despite the Agentic AI declaration."
DOE,AI-Enhanced Hub,genai,high,"System output explicitly ""Produce high-quality, contextually relevant, and coherent responses or content based on user input."""
DOE,AI-Enhanced Lab Assist,not_genai,medium,"Narrative describes ""trend detection in working planning and control data"" - detection/analytics, not generation, despite the Generative AI label."
DOE,Accelerated Nanomaterial Discovery,not_genai,high,"Narrative describes ""autonomous platforms for iteratively exploring material parameter spaces"" (fired keyword 'autonomous') - classical autonomous robotics/ML, no content generation."
DOE,"Autonomous, real-time guiding of BCP film synthesis",not_genai,high,"""autonomous on-the-fly control of the deposition and processing"" is classical process control, not generation."
DOE,Azure AI Search,not_genai,medium,"Output ""AI Search creates a vectorized database"" - indexing/retrieval infrastructure supporting an LLM elsewhere, not itself content generation."
DOE,Chatlab,genai,high,"is_general_llm_access=1 flags a general chat LLM, which is generative by definition; agency also declares Generative AI."
DOE,CoPilot,genai,high,"Named genai product (Microsoft Copilot) with is_general_llm_access=1 and fired keyword 'copilot'; ""provides intelligent suggestions"" for communication drafting."
DOE,Create Statement of Work (SOW) for Procurement,genai,high,"Output ""Produce high-quality, contextually relevant, and coherent responses or content based on user input"" describes drafting generated text."
DOE,Critical Materials,genai,low,"Narrative describes AI that will ""make discoveries of unknown combinations of rare earth elements and ligands,"" proposing novel candidate combinations; thin narrative, following the agency's Generative AI declaration."
DOE,DNA-P Use Cases Leaverging Artificial Intellegence  (Pilot),genai,high,"Narrative explicitly lists ""generate graphical and natural language analyses"" and outputs include ""responses to queries via RAG workflows."""
DOE,DNA-P Use Cases Leaverging Artificial Intellegence (Deployed),genai,high,"Same Palantir AIP narrative: ""generate graphical and natural language analyses"" and ""responses to queries via RAG workflows."""
DOE,DOE AI Data Infrastructure System,genai,high,"Problem statement explicitly states ""Leveraging generative AI and cloud-enabled data infrastructure,"" despite the Classical/Predictive ML label."
DOE,Denoising Diffusion to Accelerate Detector Simulation,genai,high,"Narrative explicitly describes developing ""generative models"" (diffusion) to simulate detector showers - textbook synthetic-data generation."
DOE,Extreme data reduction for the edge,not_genai,high,"Narrative describes ""near-sensor data reduction,"" ""data compression,"" and ""control (decision making)"" - classical edge ML inference, no content generation."
DOE,FindMATID,not_genai,medium,"""Search for corporate material IDs"" with output ""Material ID"" is a lookup/search function, not generated content."
DOE,HPC OpenAI-Compatible API,genai,high,"is_general_llm_access=1 and the product is an ""OpenAI-compatible API"" (fired keyword 'openai') providing access to generative models."
DOE,HR Job Postings,genai,medium,"Benefit describes ""optimizing language and structure in postings"" - rewriting/generating posting text."
DOE,Hanford  Service Ticket Lookup,genai,high,"is_general_llm_access=1 with Azure OpenAI product; output is ""text respones from user prompts"" - LLM-generated answers (RAG)."
DOE,Hanford Popfon Search,genai,high,"Same Azure OpenAI pattern; is_general_llm_access=1 and generated ""text respones from user prompts"" in response to natural-language queries."
DOE,Hanford Procedure Search,genai,high,"Same Azure OpenAI pattern; is_general_llm_access=1 and generated ""text respones from user prompts."""
DOE,Hanford Search,genai,high,"Same Azure OpenAI pattern; is_general_llm_access=1 and generated ""text respones from user prompts."""
DOE,Improve Scout Search results,genai,high,"Output ""Produce high-quality, contextually relevant, and coherent responses or content based on user input."""
DOE,LexisNexis,not_genai,medium,"Narrative describes ""searching legal database for case law"" with output ""search results to input inquiries"" - retrieval, not generation."
DOE,Machine Learning for Autonomous Control of Scientific User Facilities,not_genai,high,"""ML algorithm(s)... to interpret accelerator data more intelligently"" - classical predictive/control ML (fired keyword 'autonomous'), no generation."
DOE,Microsoft 365,not_genai,medium,"Narrative states ""AI was automatically integrated into the product without an identified benefit to the organization"" - boilerplate GSS-inventory language with no described generative capability; several of these products (e.g. Visual C++ Redistributable, SQL Server Management Studio) have no content-generation function at all."
DOE,Microsoft Azure Authoring Tools,not_genai,medium,"Narrative states ""AI was automatically integrated into the product without an identified benefit to the organization"" - boilerplate GSS-inventory language with no described generative capability; several of these products (e.g. Visual C++ Redistributable, SQL Server Management Studio) have no content-generation function at all."
DOE,Microsoft Azure PowerShell,not_genai,medium,"Narrative states ""AI was automatically integrated into the product without an identified benefit to the organization"" - boilerplate GSS-inventory language with no described generative capability; several of these products (e.g. Visual C++ Redistributable, SQL Server Management Studio) have no content-generation function at all."
DOE,Microsoft Bing Service,not_genai,medium,"Narrative states ""AI was automatically integrated into the product without an identified benefit to the organization"" - boilerplate GSS-inventory language with no described generative capability; several of these products (e.g. Visual C++ Redistributable, SQL Server Management Studio) have no content-generation function at all."
DOE,Microsoft Copilot (Pilot),genai,high,"is_general_llm_access=1, named product Microsoft 365 Copilot, benefits include ""Content creation and drafting."""
DOE,Microsoft Exchange Server,not_genai,medium,"Narrative states ""AI was automatically integrated into the product without an identified benefit to the organization"" - boilerplate GSS-inventory language with no described generative capability; several of these products (e.g. Visual C++ Redistributable, SQL Server Management Studio) have no content-generation function at all."
DOE,Microsoft OneDrive,not_genai,medium,"Narrative states ""AI was automatically integrated into the product without an identified benefit to the organization"" - boilerplate GSS-inventory language with no described generative capability; several of these products (e.g. Visual C++ Redistributable, SQL Server Management Studio) have no content-generation function at all."
DOE,Microsoft OneDrive MUI,not_genai,medium,"Narrative states ""AI was automatically integrated into the product without an identified benefit to the organization"" - boilerplate GSS-inventory language with no described generative capability; several of these products (e.g. Visual C++ Redistributable, SQL Server Management Studio) have no content-generation function at all."
