agency,use_case_name,cohort,bureau_component,current_is_generative_ai,is_general_llm_access,ai_sophistication,ai_classification,ai_classification_normalized,stage_normalized,operational_date,tool_product_name,system_name,vendor_name,problem_statement,expected_benefits,system_outputs,fired_keywords
DOE,ACORN (Autonomous Operation for Reactor Technologies),over_contradict,NE INL - NE Idaho National Laboratory (NE),1,0,classical_ml,Classical/Predictive Machine Learning,Classical/Predictive Machine Learning,pilot,2023-09-01 00:00:00,,Not available,Open source development,"AI automatically identifies process models from simulation and operational data, solves for optimal control actions that can achieve user-defined objectives, executes actions and observes system responses",reduce labor and costs to performance operation tasks in advanced reactors and microreactors,optimal control actions,autonomous
DOE,AI Safety Tool,under_declared,ORNL - Oak Ridge National Laboratory (SC43 OIM),0,0,general_llm,Generative AI,Generative AI,pre_deployment,,,,,Mitigate workplace ncidents,To reduce workplace incidents and increase employee safety.,Text based warning message,
DOE,AI for High Risk Property,under_declared,ORNL - Oak Ridge National Laboratory (SC43 OIM),0,0,general_llm,Generative AI,Generative AI,pre_deployment,,,Cloud Enclave,,1) Regulatory compliance.  2) Improved identification of high-risk property items and increased productivity.,1) Regulatory compliance.  2) Improved identification of high-risk property items and increased productivity.,Decision for high-risk property categorization,
DOE,AI for Vendor Compliance,under_declared,ORNL - Oak Ridge National Laboratory (SC43 OIM),0,0,general_llm,Generative AI,Generative AI,pre_deployment,,,,,Making sure vendors are in compliance with regulations.,More streamlined risk mitigation process with vendors.,Improved consistency in vendor selection and retention,
DOE,AI workflow to process voicemail user service requests and translate them into actionable IT service tickets,over_contradict,PPPL - Princeton Plasma Physics Laboratory (SC43 OIM),1,0,nlp_specific,Natural Language Processing,Natural Language Processing,pre_deployment,2025-09-01 00:00:00,,,,Faster user support and an additional chain of communication for users to report issues. More organized and consistent information extraction from a message.,Faster user support and an additional chain of communication for users to report issues. More organized and consistent information extraction from a message.,AI workflow to process voicemail user service requests and translate them into actionable IT service tickets,workflow
DOE,AI-Assisted Strategies and Solutions for Environmental Technology (AI-ASSET),under_declared,SRS - SRNL - Savannah River Site - Savannah River National Laboratory (EM),0,0,predictive_analytics,Agentic AI,Agentic AI,pre_deployment,,,,,Enable rapid technology transfer of the ALTEMIS AI approaches to new sites and new systems through an automated data analysis and knowledge management toolkit,"AI-assisted monitoring system design, generalized AIML contaminant forecasting framework, development of end state recommendations that account for site-specific environmental/technological/regulatory constraints, EM knowledge management","Knowledge graphs, analysis output",
DOE,AI-Enhanced Hub,under_declared,PNNL - Pacific Northwest National Laboratory (SC43 OIM),0,0,general_llm,Generative AI,Generative AI,pre_deployment,2024-10-01 00:00:00,,R&D User,,Enhance staff matching and profiles with AI-driven HUB search capabilities.,Enhances collaboration and expertise matching across the lab.,"Produce high-quality, contextually relevant, and coherent responses or content based on user input.",
DOE,AI-Enhanced Lab Assist,under_declared,PNNL - Pacific Northwest National Laboratory (SC43 OIM),0,0,general_llm,Generative AI,Generative AI,deployed,2024-10-01 00:00:00,,R&D User,,Detect trends in lab planning/control data to improve efficiency and knowledge sharing.,"Integrating lessons learned into Lab Assist Activity Planning to enhance operational efficiency, improve information sharing leveraging best practices, and foster a culture of continuous improvement.",Leverage AI for trend detection in working planning and control data.,
DOE,Accelerated Nanomaterial Discovery,over_contradict,BNL - Brookhaven National Laboratory (SC43 OIM),1,0,classical_ml,Classical/Predictive Machine Learning,Classical/Predictive Machine Learning,pre_deployment,,,,,"Historically the discovery and development of new materials has followed an iterative process of synthesis, measurement, and modeling, suitable integration of advanced characterization, robotics, and machine-learning provides an opportunity for radic","Historically the discovery and development of new materials has followed an iterative process of synthesis, measurement, and modeling, suitable integration of advanced characterization, robotics, and machine-learning provides an opportunity for radically accelerating the material design process. The CFN has an established record of discovering nanomaterials by applying new materials synthesis strategies, advanced characterization, and machine-learning. Integrating these efforts will enable autonomous platforms for iteratively exploring material parameter spaces, which have potential to revolutionize materials science by uncovering fundamental links between synthetic pathways, material structure, and functional properties.","Historically the discovery and development of new materials has followed an iterative process of synthesis, measurement, and modeling, suitable integration of advanced characterization, robotics, and machine-learning provides an opportunity for radically accelerating the material design process. The CFN has an established record of discovering nanomaterials by applying new materials synthesis strategies, advanced characterization, and machine-learning. Integrating these efforts will enable autonomous platforms for iteratively exploring material parameter spaces, which have potential to revolutionize materials science by uncovering fundamental links between synthetic pathways, material structure, and functional properties.",autonomous
DOE,"Autonomous, real-time guiding of BCP film synthesis",over_contradict,BNL - Brookhaven National Laboratory (SC43 OIM),1,0,classical_ml,Classical/Predictive Machine Learning,Classical/Predictive Machine Learning,pre_deployment,,,,,Adaptive synthesis and manufacturing processes will be realized by combining AI/ML methods for autonomous on-the-fly control of the deposition and processing of self-assembling polymer films.,Adaptive synthesis and manufacturing processes will be realized by combining AI/ML methods for autonomous on-the-fly control of the deposition and processing of self-assembling polymer films.,Adaptive synthesis and manufacturing processes will be realized by combining AI/ML methods for autonomous on-the-fly control of the deposition and processing of self-assembling polymer films.,autonomous
DOE,Azure AI Search,over_contradict,NR HQ - Naval Reactors (NR),1,0,nlp_specific,Natural Language Processing,Natural Language Processing,pre_deployment,,,,,Enhance the capability to find structured and unstructured data within databases and datalakes.,Improve efficiency of finding a data source. Azure AI Search also creates an internal knowledge base for use in a LLM.,AI Search creates a vectorized database.,llm
DOE,Chatlab,under_declared,NE INL - NE Idaho National Laboratory (NE),0,1,general_llm,Generative AI,Generative AI,pilot,,,,Not available,Not available,Not available,Not available,
DOE,CoPilot,over_contradict,OREM - ORCC - Oak Ridge EM - Oak Ridge Cleanup Contract (EM),1,1,general_llm,Other,Other,pilot,2025-08-19 00:00:00,,GSS,Microsoft,Communication suggestions,better communication,"provides intelligent suggestions, and boosts productivity",copilot
DOE,Create Statement of Work (SOW) for Procurement,under_declared,PNNL - Pacific Northwest National Laboratory (SC43 OIM),0,0,general_llm,Generative AI,Generative AI,pilot,2025-05-01 00:00:00,,R&D User,,Ensure procurement SOWs meet standards through guided AI review and alignment checks.,Ensures compliance and quality in procurement processes.,"Produce high-quality, contextually relevant, and coherent responses or content based on user input.",
DOE,Critical Materials,under_declared,NE INL - NE Idaho National Laboratory (NE),0,0,general_llm,Generative AI,Generative AI,pre_deployment,,,,,AI will make discoveries of unknown combinations of rare earth elements and ligands used in critical materials that are currently impossible to separate,"Make discoveries of combinations of rare earth elements and ligands used in critical materials efficiently, faster, less costly",New datasets and benchmarks,
DOE,DNA-P Use Cases Leaverging Artificial Intellegence  (Pilot),over_contradict,NA-IM (Enterprise) - Office of the Associate Administrator for Information Management and Chief Information Officer (HQ-Enterprise) (NNSA HQ),1,0,classical_ml,Other,Other,pilot,2024-04-01 00:00:00,Palantir AIP,Decision and Analytics Platform (DNA-P),Palantir,"""- identify data clusters/trend analysis - identify data discrepencies/data enrichment - generate suggestions (including generating reports, data linkages, and courses of action) - generate graphical and natural language analyses""","""-save time for DOE DNA-P users
- improve DOE/NNSA data quality
- improve DOE/NNSA safety operations""","""- data clusters
- summaries
- recommendations (data linkages, data entries, and courses of action)
- graphical and natural language analyses
- extracted entities
-responses to queries via RAG workflows""",
DOE,DNA-P Use Cases Leaverging Artificial Intellegence (Deployed),over_contradict,NA-IM (Enterprise) - Office of the Associate Administrator for Information Management and Chief Information Officer (HQ-Enterprise) (NNSA HQ),1,0,classical_ml,Other,Other,deployed,2024-04-01 00:00:00,Palantir AIP,Decision and Analytics Platform (DNA-P),Palantir,"""- identify data clusters/trend analysis - identify data discrepencies/data enrichment - generate suggestions (including generating reports, data linkages, and courses of action) - generate graphical and natural language analyses""","'-save time for DOE DNA-P users
- improve DOE/NNSA data quality
- improve DOE/NNSA safety operations","""- data clusters
- summaries
- recommendations (data linkages, data entries, and courses of action)
- graphical and natural language analyses
- extracted entities
-responses to queries via RAG workflows""",
DOE,DOE AI Data Infrastructure System,over_contradict,NETL - National Energy Technology Laboratory (FECM),1,0,general_llm,Classical/Predictive Machine Learning,Classical/Predictive Machine Learning,pre_deployment,,,,,Leveraging generative AI and cloud-enabled data infrastructure to improve carbon capture and storage user experience,Improve connectivity and create adaptive user interface,User interface/data,generative ai
DOE,Denoising Diffusion to Accelerate Detector Simulation,over_contradict,FNAL - Fermi National Accelerator (SC43 OIM),1,0,classical_ml,Classical/Predictive Machine Learning,Classical/Predictive Machine Learning,pilot,2025-09-25 00:00:00,,,,This program aims to develop generative models for quickly simulating showers of particles in calorimeters for LHC experiments,"This effort is exploring generative AI to replace costly detector simulation. This would enable faster, more accurate simulation, accelerating and enhancing scientific results and allowing easier use of GPU coprocessors at HPC centers.",The AI system outputs simulated detector hits (energy deposits) in one or more subdetectors of the particle physics experiment.,generative ai
DOE,Extreme data reduction for the edge,over_contradict,FNAL - Fermi National Accelerator (SC43 OIM),1,0,classical_ml,Classical/Predictive Machine Learning,Classical/Predictive Machine Learning,pre_deployment,,Custom In-House AI,,,This projects develops AI algorithms and tools for near-sensor data reduction in custom hardware.,AI tools are developed for embedded inference in real-time processing systems for scientific experiments. This can accelerate sientific discovery and time to science thus enabling large cost savings and DOE scientific prestige.,It can be an AI algorithm from prediction to data compression to control (decision making).,
DOE,FindMATID,under_declared,SRS - ESB - Savannah River Site - Enterprise System Boundary (SRFO),0,0,general_llm,Generative AI,Generative AI,pre_deployment,2024-10-01 00:00:00,,Azure GOV,,Search for corporate material IDs,Maxmize use of Strategic Agreements,Material ID,
DOE,HPC OpenAI-Compatible API,over_contradict,NE INL - NE Idaho National Laboratory (NE),1,1,general_llm,Other,Other,deployed,2023-09-08 00:00:00,OpenAI API,api.hpc.inl.gov,Open Source,Not available,"Enhances scientific productivity by providing OpenAI-compatible APIs to the laboratory, allowing for rapid development of software and small code modifications for larger model usage.",Foundational endpoint for utilization by other applications,openai
