agency,use_case_name,verdict,confidence,reasoning
VA,3M/Solventum 360 Encompass Computer Assisted Coding - Auto Suggestion,not_genai,high,"Suggests ICD-10/CPT/HCPCS codes for a coder to select — a coding-suggestion classifier, not content generation."
VA,AGFA DR 800 with MUSICA Dynamic,not_genai,high,"Output is ""Recommendations for image processing settings"" for X-ray acquisition — a computer-vision workflow tool, not content generation."
VA,AI + Digital Process Automation (DPA) Business Process Flow Improvement Solution for Contract Closeout Modernization – Pilot Project,genai,medium,"System ""will produce automated documentation like Contract's Release of Claims, detailed financial review reports, and drafts of de-obligation modifications"" — drafting narrative documents is content generation."
VA,"Alignment System Cranial, Alignment Software Cranial, Cirq Alignment Software Cranial Biopsy, Cirq Alignment Software Cranial sEEG, Varioguide Alignment Software Cranial",not_genai,high,"An ML-based pre-registration aid for surgical planning (computer vision), not content generation."
VA,"Aplio i900, Aplio i800 and Aplio i700 Software V8.1 Diagnostic Ultrasound System",not_genai,high,"""Generates automated measurements of imaged structures"" — detection/measurement, not content generation."
VA,Ask VA Inquiry Automated Category Classification System,not_genai,high,"Produces ""a ranked list of the top 3 category predictions with their corresponding confidence scores"" — a classifier, not content generation."
VA,AutoContour Model RADAC V3,not_genai,high,"""Generates contours for radiation therapy planning"" — image segmentation, not novel content generation."
VA,Avicenna CINA,not_genai,high,"Flags suspected ICH/LVO findings and sends notifications — detection, not content generation."
VA,Avigilon Camera/Search Function - OSSO,not_genai,high,"A video surveillance search function that finds ""points of interest in the video"" — detection/search; the ""autonomous"" keyword over-fired."
VA,BESSistant,genai,high,"""The application will use retrieval augmented generation (RAG) to query a set of technical service manuals"" — explicit RAG-based generative Q&A."
VA,BessISSTANT,genai,medium,Sibling entry to the RAG-based BESSistant manual-lookup chatbot; agency declared Generative AI and the function (answering from manuals) matches.
VA,Billie GPT,genai,low,"No narrative survives (retired), but the product name ""GPT"" is an unambiguous generative-AI product identifier."
VA,"Biograph Vision, Biograph MCT Family Of PET/CTs",not_genai,high,"Output is ""Aligned and fused images"" — image registration/fusion, not content generation."
VA,BlackBox Code research,not_genai,low,"Retired with no surviving narrative; ""BlackBox"" is not an unambiguous generative-AI product reference."
VA,"Brainlab Elements Image Fusion, Contouring (4.5);Image Fusion (4.5);Fibertracking (2.0);BOLD MRI Mapping (1.0);Image Fusion Angio (1.0)",not_genai,high,"Output is ""Tumor segmentation estimates"" — computer-vision segmentation, not content generation."
VA,Butterfly iQ3 Ultrasound System,not_genai,high,"""Automated detection and automatic calculation of the number of B-lines"" — detection/counting, not generation."
VA,CT CoPilot,not_genai,high,"""Performs automatic reformatting, labeling, and quantification of segmentable structures"" — image analysis despite the ""CoPilot"" name, not content generation."
VA,Call Center Knowledge Navigator,genai,high,"""Version 1 outputs a string in response to a user query with cited reference materials"" — generated answer text (RAG pattern)."
VA,CarestreamCS 9600,not_genai,high,"""Provides recommended alignment for dental imaging system"" — image guidance, not content generation."
VA,Categorization and Labelling Administrative Requests,not_genai,medium,"""The system selects a category... labels long text fields in under 50 characters"" — classification/labeling despite the Generative AI declaration."
VA,Claims Adjudication and Financial Decision-Making,genai,medium,"Outputs include ""draft appeals packages"" — drafting documents is content generation, alongside classification-type outputs."
VA,Clinical Pathways for Cancer Patients,not_genai,high,"Output is ""whether a patient is on a clinical pathway and where"" — extraction/classification, not content generation."
VA,Clinical Trial Matching,not_genai,medium,"Outputs are match ratings (""strong match, a potential match, or not a match"") — a scoring/matching tool, not content generation."
VA,Clinician-Administered PTSD Scale for DSM-5 (CAPS-5) Clinician Training Simulator,not_genai,medium,"""In the future, we may deploy generative AI"" — the current system uses scripted prompt comparison and canned coach responses, not generation yet."
VA,Community Care Clinical Documents,not_genai,high,"""This product will automate identification, retrieval, and notification"" — deterministic workflow automation despite the Agentic AI declaration; no content generation described."
VA,Community Care Records Retrieval,not_genai,high,"Output is ""requests for community care records or retrieval and ingestion"" — retrieval automation, not content generation."
VA,Coordinated Care Tracking System (CCTS) Generative AI Support,not_genai,medium,"Despite the ""generative AI pipeline"" framing, it ""extracts all references to all cancer related findings... and extracts all of the characteristics"" — an extraction task, not novel content generation."
VA,Custom GPT for Network Operations and Automation (Wide Area Network),genai,high,"""Configuration Generation: Assist in building network device configurations"" — generating new configuration content."
VA,Deep-Learning approaches to develop candidate lists of terms for use in text searches,genai,high,"""Query pre-trained large language models (e.g., ChatGPT or Llama)... to expand candidate term lists"" — LLM-generated text output."
VA,EEV/OHI Document Types,not_genai,high,"Output is ""correct document types and routing"" — classification/routing, not content generation."
VA,EPIQ Series Diagnostic Ultrasound System; Affiniti Series Diagnostic Ultrasound System,not_genai,high,"""Automates some routine ultrasound measurements"" — detection/measurement, not content generation."
VA,ESD-Predictive Intelligence,not_genai,high,"""Earlier detection of major incidents"" and ticket routing — predictive classification, not content generation, despite the ""Now Assist"" tool name."
VA,"EchoPAC Software Only, EchoPAC Plug-In",not_genai,medium,"Provides ""image processing, annotation, analysis, measurement, report generation... functionality"" for ultrasound — structured diagnostic tooling, not template-free narrative generation."
VA,Electronic Mammogram Reporting (eMAMR),genai,high,"Uses ""OpenAI's GPT-4o API for computer vision and generative tasks"" and ""transform[s] it into standardized clinical notes (TIU/SMART notes)"" — generating clinical narrative text."
VA,Employee Transactions for HR Decision-Making,genai,high,"Describes generating ""job descriptions,"" ""interview questions,"" and ""personalized learning content"" — explicit content generation."
VA,Evolv WDS - OSLE,not_genai,high,"""AI driven security screening system designed to detect concealed weapons and threats"" — detection, not content generation, despite the Agentic AI declaration."
VA,Executive Spend Analysis,not_genai,medium,"""Categorizing line item purchases into pre-defined spend categories"" — classification/analytics, not content generation."
VA,Forescout: AI Behavioral Anomaly Detection w/ Automated Enforcement,not_genai,high,"""Detect anomalies in real time"" and trigger ""quarantining the device, notifying SOC... or triggering an orchestration workflow"" — detection plus deterministic response automation."
VA,GE Logiq E10,not_genai,high,"""Changes workflow settings and detects kidney dimensions"" — measurement automation, not content generation."
VA,GE Omni Legend,not_genai,high,"Output is ""Denoised images"" — image processing, not content generation."
VA,Healthcare Text Anonymizer,not_genai,high,"""Removes identifying information (name, addresses, etc.) in healthcare text"" — redaction, not content generation."
VA,Hospital Acquired Infections,not_genai,medium,"Despite the ""generative AI pipeline"" framing, it is used ""to identify the patients with central lines who got an infection"" — an identification/classification task."
VA,"Human-Centered Design (HCD) User Feedback Summary, Analysis, and Design",genai,high,"Uses LLMs and custom agents for ""generating user stories, summarizing workshop outcomes"" — explicit text generation and summarization."
VA,ICU CIS/ARK PDF Medical Entity and Clinical Scoring Extraction (PHI 3.5 LLM),not_genai,low,"Name describes ""Medical Entity and Clinical Scoring Extraction"" — an NER/scoring task using an LLM, not content generation; no narrative survives (retired)."
VA,Integration of Provar Manager with VA GPT,genai,high,"Output is ""automated generation of test cases"" — explicit content generation."
VA,JLV Booster,genai,high,"""AI can help summarize the existing external data"" with output ""Summary of external medical record"" — summarization is generative."
VA,Koios,not_genai,high,"""Classifies breast ultrasound lesions and automates reporting"" — classification, not content generation."
VA,Laboratory Procedure AI Search Assistant,genai,high,"""Artificial intelligence will provide answers to questions posed by Clinical Laboratory Scientists"" — generative Q&A over documents."
VA,Leveraging Acoustic-Linguistic Analytics and Social Determinants to Enhance Suicide Prevention Efforts in Veterans Crisis Line Interventions,not_genai,high,"""Multimodal ML models... to identify imminent suicide risk"" — predictive risk scoring, not content generation."
VA,Limited Payability Letter Automation,not_genai,high,"""Read the signed and returned Limited Payability letter and automatically prepare a payment transaction"" — extraction/transaction automation, not content generation."
VA,Loan Guaranty Lender’s Handbook Chatbot,not_genai,low,"Output is ""Curated information (answers) to user questions"" — phrasing suggests curated/retrieved answers rather than described text generation; no LLM/RAG mentioned."
VA,Mindray TE X,not_genai,high,"""Provides automated measurements of imaged structures"" — detection/measurement, not content generation."
VA,Multi-Modal Digital Image Exchange - AI (MDIE-AI),not_genai,low,Retired with no surviving narrative; computer-vision sophistication and no unambiguous generative product name.
VA,Nediser Reports QA,not_genai,medium,"""Fills in the comparison date, identifies the joint for the appropriate template, performs measurements, and grades arthritis"" — template field population, not template-free narrative generation."
VA,NeuroQuant,not_genai,high,"""Automatic labeling, visualization, and volumetric quantification of brain structures"" — image analysis, not content generation."
VA,Nurse Proficiency Writer (NPW),genai,high,"Output is ""GPT text that provides narrative for ePerformance integration"" — explicit GPT-generated narrative text."
VA,O-arm O2 Imaging System,not_genai,high,"""Reduce the noise of 3D reconstructions"" — image denoising, not content generation."
VA,OpenAI Embedding Generation for Future Vector Search of Banking Data,not_genai,high,"Produces ""a list of semantic search matches"" via embeddings — a retrieval representation, not novel content."
VA,Pathology and Laboratory Medicine SharePoint Chatbot - Quincy,not_genai,low,"""Helps the field search for information without having to contact the office directly"" — describes search/retrieval, not text generation; no LLM/RAG mentioned."
VA,Policy AId,genai,high,"""The AI model would be producing text and relevant material relating to the medical center's policy"" — explicit text production."
VA,PowerScribe One,genai,high,"""Providing AI findings and narrative text that help automate and augment reporting"" and ""automates report writing"" — narrative generation for radiology reports."
VA,Privacy Act Automation,not_genai,medium,"""Completes a preliminary processing review based on defined business rules for redaction"" — rule-based automation, not content generation."
VA,Pyramid Analytics Generative AI Options,genai,high,"""Produce outputs such as interactive chatbot responses, text and audio prompts, generated scripts, images"" — explicit multi-modal content generation."
VA,QLAB Advanced Quantification Software,not_genai,high,"""Recommends measurements of areas of interest"" — measurement tool, not content generation."
VA,Romexis Dental Imaging Software,not_genai,high,"""Automatic segmentation of anatomical structures... and automated implant planning"" — image analysis, not content generation."
