agency,use_case_name,cohort,bureau_component,current_is_generative_ai,is_general_llm_access,ai_sophistication,ai_classification,ai_classification_normalized,stage_normalized,operational_date,tool_product_name,system_name,vendor_name,problem_statement,expected_benefits,system_outputs,fired_keywords
State,AI Tools to Enhance PD Workflows,over_unspecified,GPA,1,0,general_llm,,Unspecified,retired,,,,,,,,workflow
State,BudgetChat AI Tool,under_declared,BP,0,0,general_llm,Generative AI,Generative AI,pilot,09/12/2024 00:00:00,,DOS-O365; Data.State-SBU,N/A,Inputting large amounts of data from paper forms into a digital system using AI.,"Time and cost savings, improved ability to identify crucial supplemental information available in other budget documents, improved accuracy in identifying key budget information in individual documents.","BudgetChat responds to prompts regarding the amount of spend and positions in prior years by combing through narratives presented to the Bureau of Budget and Planning (BP) from other Department's bureaus, federal agencies, and Congress.",
State,CodeGen - AI-assisted IT Application Development,over_unspecified,CA,1,0,classical_ml,,Unspecified,retired,,unspecified,,,,,,
State,Data.State Analytics and AI Funhouse,over_contradict,DT,1,1,general_llm,Other,Other,deployed,01/10/2025 00:00:00,Databricks,Data.State-SBU; DOS-O365,"Microsoft, Databricks, ZenPoint","Data scientists require a cybersecure platform for data science experiments, learning, and workflow deployment. Funhouse provides secure and documented access to GenAI and ML tools in an authorized and auditable platform.","Provide cybersecure analytics and AI experimentation to support mission delivery and process efficiency, increased mission efficiency, accelerated AI innovation, and cost savings.","Funhouse is a platform that enables use of general purpose AI and ML tools, including open source, OpenAI, and Azure AI models allowing individual users to tackle a variety of business problems across the Department's mission.",genai; workflow
State,ECA Program Management and Outreach - Summarization,over_unspecified,ECA,1,1,classical_ml,,Unspecified,retired,,,,,,,,
State,NIV Adjudication Review Recommendation Engine (ARRE),over_contradict,CA,1,0,classical_ml,Classical/Predictive Machine Learning,Classical/Predictive Machine Learning,pilot,01/01/2025 00:00:00,,N/A,Guidehouse,"ARRE is used to make post-adjudication managerial quality assurance review time more efficient. The current required managerial review of cases includes a randomly selected portion, which is not optimized to help managers allocate time toward cases where secondary review is most likely to surface documentation gaps, policy-complex adjudications, or process compliance issues. As a result, managers may spend review capacity on routine cases while missing opportunities to identify coaching needs or quality issues within the fixed review window.","The primary purpose of ARRE is to support the post-adjudication, managerial quality assurance review workflow by helping managers efficiently meet existing review requirements through queue ordering and prioritization. This provides more efficient use of manager review time and more consistent post-adjudication oversight by better targeting the fixed, required managerial review effort toward cases with atypical attributes that warrant a second look for quality assurance purposes. The expected benefits are improved review consistency and improved documentation of decision-making.","ARRE produces a unitless anomaly score (01) for each already-adjudicated case and uses the score to generate a post-level ranked list that bins cases into priority tiers (e.g., high/medium/low) for managerial review. Outputs are advisory: managers may override or disregard the prioritization and may review any case consistent with existing authorities and review requirements. The output is used to help order the managerial quality assurance workload; it is not a decision output and is not used as an applicant risk determination. ARRE is used only after an adjudication is complete to support internal managerial oversight and does not serve as a basis for any visa eligibility determination or other binding action affecting the applicant. ARRE does not make, recommend, or change visa issuance/refusal decisions; all adjudicative determinations remain the responsibility of U.S. government officials.",workflow
State,PFCS Proving Ground,over_contradict,DT,1,0,classical_ml,Other,Other,deployed,05/01/2025 00:00:00,Palantir AIP,CfA PFCS,Palantir,The need for an experimentation platform to promote the development and adoption of AI solutions.,The ability for personnel and teams to experiment with developing innovative AI solutions to address mission delivery or back office processes. Efficiency and effectiveness.,"Proofs of concept that can tackle a variety of business problems across the mission, and can be scaled to enterprise solutions.",
State,Rosie Chat Bot,under_declared,MGT,0,0,general_llm,Generative AI,Generative AI,pilot,09/02/2025 00:00:00,,DOS-O365,N/A,"The need for employees to locate consistent, accurate answers to HR-related questions quickly based on internal information.","Cost savings, reduced wait times, improved access to information, enhanced efficiency, scalability, and consistency in communication.",Contextual answers and emails.,
State,StateInsight,over_contradict,CGFS,1,0,nlp_specific,Natural Language Processing (NLP),Natural Language Processing,pre_deployment,,,,,The need to summarize documents to produce a description of procurement awards and to allow authorized users to ask questions of the documents.,"Time and cost savings through efficiency, improved contract management for better outcomes, and more continuity of contractor services.",Summary of documents to produce a description of procurement awards and responses to questions asked about the documents.,
State,TIP Report Research Translation,under_declared,DT,0,0,general_llm,Generative AI,Generative AI,deployed,11/01/2023 00:00:00,,AzureAI Translator,"Deloitte, AzureAI","The TIP Report Translation AI system provides informal, unofficial translations for materials related to the annual Trafficking in Persons report.  This capability saves staff time and allows researchers and drafters to focus on critical report needs, such as identifying and resolving data gaps.","This capability saves staff time and allows researchers and drafters to focus on critical report needs, such as identifying and resolving data gaps.","Informal, unofficial translations of PDFs and Microsoft word documents. Each document includes a watermark denoting that the AI translation is unofficial and must be reviewed by a human.",
State,Travel.State.Gov (TSG) Enhanced Search and Chatbot,over_unspecified,CA,1,0,general_llm,,Unspecified,retired,,,,,,,,chatbot
DOL,Audio Transcription,under_declared,OWCP||VETS||WHD,0,0,general_llm,Generative AI,Generative AI,deployed,03/22/2023 00:00:00,,Azure,Azure PIID: NNG15SD60B,"The AI is intended to ensure accurate records of voicemails for tracking and follow-up purposes on claims.  The transcription service allows more time for the claims examiner to focus on more critical tasks such as decisions on claims as opposed to spending time documenting the call themselves.  Having more time to focus on critical tasks, in turn, enables higher levels of customer service.",Transcription of speech to text for records keeping using natural language processing models.,Text transcription,
DOL,Automatic Data Processing Workflow with Form Recognizer (9130/9178 Reconciliation Project),over_unspecified,ETA,1,0,computer_vision,,Unspecified,retired,,,,,,,,workflow
DOL,Automatic Document Processing,under_declared,OWCP,0,0,general_llm,Generative AI,Generative AI,deployed,05/29/2023 00:00:00,,Azure,"Synergy PIID: 1605DC19A0004
Azure PIID: NNG15SD60B","The AI is intended to allow the claims examiner more time to focus on more critical adjudication tasks.  The CM-929 and CM-908 forms amount to tens of thousands of incoming correspondence on an annual basis.  Claims examiners were cumulatively spending an excess amount of time each year reviewing the forms only for indications of a change in circumstances (based on a check-the-box indicator) or similar notice.  This would then be followed by the entry of a code signifying receipt in the Automated Support Package.  Only a very small number of forms received each year require a modification of benefits.  AI is easily able to handle this task, and ensures that forms indicating a change in circumstances are reviewed by a human, while the remainder are processed by the AI, reducing wait times in other areas of the adjudication process for claimants.",Automatic processing of continuation of benefits form to extract pre-defined selection boxes. AI tool will extract data from the forms.,AI tool will extract data from the forms for further processing,
DOL,Case Recording summarization,over_unspecified,OSHA,1,1,classical_ml,,Unspecified,retired,,,,,,,,
DOL,ETA Grants Monitoring Tool through Doc Explorer,under_declared,ETA,0,0,general_llm,Generative AI,Generative AI,deployed,07/05/2025 00:00:00,,Azure Open AI and AWS,N/A,"Automates review of grant documents to detect anomalies, delays, and compliance issues.
Improves consistency and accuracy in monitoring across programs.","Saves time during site visit. Enhances monitoring efficiency and ensures accurate, timely use of Grants",Summaries and Question answer,
DOL,Notice of Deficiency (NOD) Text Generation using Generative AI model,over_unspecified,ETA,1,1,general_llm,,Unspecified,retired,,,,,,,,generative ai
DOL,Website Chatbot Assistant,over_unspecified,OTAA,1,0,general_llm,,Unspecified,retired,,,,,,,,chatbot; assistant
OPM,Anthropic Claude,over_unspecified,OCIO,1,1,general_llm,,Unspecified,pre_deployment,Q4 2025,Claude,,,"LLM used across OPM for summarization, drafting, and decision support",,,claude; llm; anthropic
OPM,Microsoft Copilot,over_unspecified,OCIO,1,1,general_llm,,Unspecified,deployed,Q2 2024,Microsoft 365 Copilot,,,"LLM used across OPM for summarization, drafting, and decision support",,,copilot; llm
OPM,OPM Rexi Chatbot,over_unspecified,OCIO,1,1,general_llm,,Unspecified,deployed,Q2 2025,,,,"Internal chatbot for document analysis, content generation, and brainstorming",,,chatbot
OPM,OpenAI ChatGPT,over_unspecified,OCIO,1,1,general_llm,,Unspecified,pilot,Q3 2025,ChatGPT,,,"LLM used across OPM for summarization, drafting, and decision support",,,chatgpt; llm; openai
OPM,USA Class,over_unspecified,Human Resources,1,0,classical_ml,,Unspecified,deployed,Q1 2024,,,,AI-powered classification tool for building federal position descriptions,,,
