agency,use_case_name,verdict,confidence,reasoning
DOJ,AI Evidence and Claim Consolidation,genai,medium,"The initiative will ‘synthesize records, summarize expert reports and depositions’ and ‘create templates to respond to’ litigation — drafting and summarizing novel text, not just classifying it."
DOJ,AI Meeting Assistant,genai,high,It is designed to ‘generate concise summaries’ and identify action items from meetings — core generative summarization.
DOJ,AI Personal Assistant,not_genai,medium,"The tool only ‘flag[s] deadlines, note[s] high-priority tasks, and suggest[s] productivity techniques’ — recommendations/alerts, not generated content; ‘assistant’ is a bare over-fire keyword."
DOJ,AI Sandbox for exploration and education on AI,genai,high,"is_general_llm_access=1 marks this as a general chat LLM sandbox, generative by definition, matching the agency’s own ‘Generative AI’ declaration."
DOJ,AI-Enabled Workflow Automation,genai,medium,The initiative uses NLP ‘for triage and automate translation’ of foreign-language evidence; neural machine translation is a genai signal even under an NLP declaration.
DOJ,AI-powered Legal Research,genai,medium,"Westlaw AI ‘synthesizes case law, flags conflicts... and provides confidence scores’ — generating a synthesized research answer, not merely classifying documents."
DOJ,AWS Translate,genai,high,"AWS Translate ‘creates machine translation of foreign language documents’ — the same neural-MT pattern as the CBP Translate precedent, genai despite the Classical ML declaration."
DOJ,Acquisition Support Tool,genai,high,"VAO Ally ‘quickly summarizes public-domain contracting regulations, simplifying technical language’ — template-free summarization of regulatory text."
DOJ,Adobe,not_genai,low,"Despite Adobe’s built-in image-generation feature, the agency states ‘PAO does not use this function/feature,’ so no generative capability is actually in use."
DOJ,Adobe Premiere,not_genai,medium,"The described use is ‘Seamless editing of videos and speech transcripts’ — editing/transcription, not content generation."
DOJ,Adobe Suite Applications,not_genai,medium,"The functions used are ‘image enhancement, optical character recognition (OCR), content-aware editing, and document formatting’ — editing/extraction, not novel-content generation."
DOJ,Alation Data Catalog,not_genai,medium,"The AI ‘automatically organize[s] and tag[s] data’ and returns ‘recommendations and predictive insights’ for search — cataloging, not generation."
DOJ,Auditing Diversion Registrant Inventories of Controlled Substances,not_genai,high,"The system ‘automat[es] the extraction of key fields... and auto-populating computation charts’ — extraction/reconciliation, the explicit not_genai pattern."
DOJ,Automated Count of Items in Photos,not_genai,high,"It ‘outputs recommended counts with image labels’ to validate drug-exhibit counts — a computer-vision counting/detection task, not generation."
DOJ,Autonomous Drone Detection and Monitoring,not_genai,high,This is classical drone ‘navigate autonomously’ control/imaging — the explicit ‘autonomous in aerospace ≠ generative’ pattern.
DOJ,Aware,not_genai,medium,"The tool is used to ‘ingest and process biometric information shared by domestic and international partners’ — biometric matching, not content generation."
DOJ,Axon,not_genai,high,The agency states outright: ‘No AI utilized.’
DOJ,Axon Evidence.com,not_genai,high,"The AI ‘identif[ies] the presence of heads in videos and can perform automated redaction’ — detection/redaction, not generation."
DOJ,Axon Video Retention Solution (VRS) - Transcription,not_genai,high,This ‘creates first-pass results for transcription of spoken language... into text’ — the explicit transcription-only not_genai case.
DOJ,Axon Video Retention Solution (VRS) - object recognition and redaction,not_genai,high,"The AI produces ‘first-pass results for potential desired redactions of individual’s faces, license plates and computer terminals’ — detection/redaction, not generation."
DOJ,Azure Platform/Tools - Network Routing,not_genai,high,"The use case is ‘Decision and action relating to network routing and load management’ — control/optimization, unrelated to content generation."
DOJ,BriefCatch,not_genai,low,BriefCatch ‘aids attorneys with grammar and sentence structure’ — a style/grammar-checking tool that edits existing prose rather than generating new content.
DOJ,Business Intelligence Tools,not_genai,high,"Tableau/PowerBI ‘assist with data discovery and visualization,’ producing charts and tables, not generated content."
DOJ,Camtasia,not_genai,high,Dynamic captions ‘convert speech to text and produce a transcript file’ — transcription-only.
DOJ,Capture and Convert Structured Data from Scanned Case Documents to Support Advanced Analysis and Trend Forecasting,not_genai,high,"This is an ‘optical character recognition (OCR) solution capable of extracting... content’ into structured data for forecasting — extraction, not generation."
DOJ,ChatBot,not_genai,high,"The bot is ‘implemented using Question and Answer (QnA) Maker and the Language Understanding (LUIS) services’ — an intent-based, canned-answer chatbot, not a generative model."
DOJ,Chatbot to Answer Internal Employee Policy Queries,genai,high,"Built on the OpenAI API and ‘trained on the Agents Manual,’ the system ‘will generate comprehensive answers and recommendations’ — LLM Q&A/RAG."
DOJ,Controlled Substances Act (CSA): Transaction Data Ranking,not_genai,high,"It exists to ‘rank CSA transaction data based on the factors identified/calculated’ — scoring/ranking, not generation."
DOJ,DEA Drug Signature Program Models,not_genai,high,"The models ‘identify a notional geographic origin or notional manufacturing route’ of drug samples — classification/prediction, not generation."
DOJ,Data & Analytics: Healthcare Fraud Detection,not_genai,high,"This ‘facilitate[s] analysis of health care fraud and abuse’ — a fraud-detection pipeline, explicitly listed as not_genai."
DOJ,Data Call Code Assist Tool,genai,low,"Narrative is too thin to tell (‘Automating administrative tasks’ / output ‘Search query terms’), so per the decision rule we defer to the agency’s declared ‘Generative AI’ classification; the ‘Code Assist’ name is also consistent with a genai coding-assistant pattern."
DOJ,Data Triage,genai,low,"Narrative is too thin to tell (‘Manual search for data through many reports’ / output ‘Text’), so per the decision rule we defer to the agency’s declared ‘Generative AI’ classification."
DOJ,Deposition Transcript Management,not_genai,medium,"The tool ‘assists with marking up deposition transcripts and video’ for ‘organization, annotation, and display’ — annotation, not generation."
DOJ,Enabling eDiscovery Platform AI,not_genai,high,"AI tools support ‘review prioritization, privilege review and other advanced eDiscovery utilities,’ with outputs described as ‘Prioritizations, Classifications, Recommendations’ — classification, not generation."
DOJ,Enterprise Telecommunications Information System,not_genai,high,The function is simply ‘Speech to text’ with output ‘text’ — transcription-only despite the agency’s Generative AI declaration.
