agency,use_case_name,verdict,confidence,reasoning
NSF,AI voice over,genai,high,"Narrative names Wellsaidlabs and ""11 Lab"" doing ""typical text to voice conversion"" and letting users ""train their own voice over"" — text-to-speech/voice synthesis is explicitly genai."
NSF,AWS Assisted Software Development (DIS AI Assisted Development),genai,high,"Named tool is Amazon CodeWhisperer, a coding assistant meant to ""elevate developer productivity"" by generating code, which the decision rule lists as genai."
NSF,Adobe Photoshop,not_genai,low,"Narrative only describes using ""Photoshop's AI-powered tools to refine edits of photos and graphics, particularly the retouching of portraits"" — retouching/editing, not clearly novel-content generation, and ai_classification is Unspecified so we default to not_genai."
NSF,Alt text Generator for Images in NSF's Media Hub,genai,high,"Narrative states ""we'd have ChatGPT generate the alt text"" for images — an unambiguous named genai product producing novel text."
NSF,ETAP HelpDesk incidents content analysis,not_genai,medium,"Purpose is to ""help the team categorize incidents in a more granular and adaptable fashion"" — a classification task over free text, not content generation, despite using LLM-family models."
NSF,Mine Potential Reviewer's areas of expertise,not_genai,medium,"Narrative describes using Airtable AI ""to match potential reviewer expertise to the reviewer"" — a matching task, not novel content generation, and ai_classification is Unspecified."
NSF,NSF AI-Ready RPPR Data,genai,medium,"is_general_llm_access=1 is a listed strong genai signal; narrative itself is about making RPPR data ""AI-ready"" via Bedrock/SageMaker/Comprehend, which is more data-prep than generation, hence medium confidence."
NSF,Open access LLM,genai,high,"Stated usage is ""for developing LLM toolkits such as internal chatbot or question/answering system"" — direct LLM chat/QA deployment."
NSF,Open-source topic identification for the Public Engagement with Science Initiative data analysis.,genai,medium,"Pipeline is mostly classical embedding/clustering, but ""an open-source large language model (LLM)...will be used to summarize the responses grouped within a cluster"" to ""produce a plain language summary and title"" — summarization is a listed genai signal."
NSF,"ServiceNow GenAI ""Now Assist""",genai,high,"Narrative explicitly says the system will ""Automatically generate content such as responses, work notes, and knowledgebase articles"" — direct content generation."
NSF,TIP MS Copilot Pilot,genai,high,"Narrative states ""Copilot can be used to rewrite and generate text based on user prompts"" — explicit generative drafting."
NSF,"Use AI to populate reviewer ""areas of expertise"" and state of potential Regional Engines submitters (members of organizations)",not_genai,medium,"Both described tasks — updating expertise fields from LinkedIn and locating a submitter's state — are lookup/extraction (""the AI can locate the state 100% of the time""), not content generation."
SEC,AI-enabled information collection and curation,not_genai,medium,"System outputs are described as ""AI-ready knowledge-bases of content in a variety of formats, tagged and organized"" — curation/organization rather than generation, despite the Agentic AI label."
SEC,EDGAR Technical Support Public Chatbot,not_genai,low,"No narrative fields are populated and the system is retired; per the rule, an Unspecified classification with an ambiguous ""chatbot"" name defaults to not_genai at low confidence."
SEC,Evaluating Cybersecurity Alerts,not_genai,medium,"Purpose is to ""Enhance[] identification of anomalous cybersecurity alerts for review"" — a detection/scoring pipeline, matching the explicit not_genai pattern for anomaly detection."
SEC,Extracting data from FOIA request forms,not_genai,medium,"Despite agency declaring Generative AI, the system ""Extracts data from Microsoft word document to a SharePoint"" — a pure extraction task, so we trust the narrative per the over-declare guidance."
SEC,Improve efficiency of comment letter ingestion,not_genai,high,"Narrative describes ""automating the identification of comment file numbers, and enhancing the identification of spam, form letters, PII, profanity, and copyrighted material"" — classification/detection that merely supports downstream GenAI tools, not generation itself; matches the agency's own Classical/Predictive ML declaration."
SEC,Legal Research (Lexis+),not_genai,low,"The described capabilities are ""AI-enabled extractions of text and AI-enabled type-aheads in search bars,"" and the 2020 operational date predates the genai-era Lexis+ AI product, so the narrative is treated as classical search/extraction."
SEC,Testing Developer Workflows,not_genai,low,"All narrative fields are blank and ai_classification is Unspecified; the name alone is not an unambiguous genai signal, so it defaults to not_genai at low confidence."
ED,Aidan Chat-bot,not_genai,high,"Narrative says the assistant ""uses natural language processing to answer common financial aid questions,"" a 2021 (pre-genai-era) intent-based virtual assistant, matching the explicit not_genai pattern for pre-2022 NLP chatbots."
ED,Generative AI and Foundation Model Integration,genai,high,"Narrative explicitly lists ""text generation, summarization, conversational AI, personalization, and content creation"" via AWS Bedrock foundation models."
ED,IPAC RPA Bot,not_genai,high,"Described as a bot that ""downloads a date range csv file...reformats the entries...and uploads them"" — deterministic RPA/workflow automation, explicitly listed as not_genai."
SSA,AI Comment Analysis,not_genai,medium,"System ""mak[es] preliminary designations as to whether a given public comment...contains any of a set of predefined types of flagged content"" — a classification/flagging pipeline, so we trust the narrative over the agency's Generative AI label."
SSA,Coding Assistance,genai,high,"Tool is Windsurf, an AI coding assistant producing ""Code and analysis of code"" to ""increase developer efficiency through faster coding"" — coding assistants are explicitly genai."
SSA,Enterprise Ticketing System (ETS),not_genai,medium,"Despite the ServiceNow Now Assist branding, the narrative describes the system as consolidating ""searching capabilities across multiple applications and portals to help employees find and locate the appropriate form"" — a search/retrieval task, not content generation."
