agency,use_case_name,cohort,bureau_component,current_is_generative_ai,is_general_llm_access,ai_sophistication,ai_classification,ai_classification_normalized,stage_normalized,operational_date,tool_product_name,system_name,vendor_name,problem_statement,expected_benefits,system_outputs,fired_keywords
DOJ,AI Evidence and Claim Consolidation,over_contradict,Department of Justice / CIV,1,0,nlp_specific,Natural Language Processing (NLP),Natural Language Processing,pre_deployment,,,,,"This initiative applies AI to synthesize records, summarize expert reports and depositions, and identify duplicate claims. It also uses AI to identify inconsistencies between records and plaintiff claims, identify red flag legal issues, and create templates to respond to frequent or high-volume litigation. It also allows for analysis of settlement and damages databases to identify outlier trends. It supports M-25-21’s public trust pillar and E.O. 14179’s innovation agenda.","1) Improves the government’s litigation posture in high-value torts, reduces exposure to excessive payouts, and ensures equitable and efficient claims processing.(2) Builds on DOJ medical record review systems and HHS/VA data integration, along with Relativity/CORA settlement, damages, and entitlement databases.                                                                                                                                                                                                                    (3) Faster evidence review; detection and elimination of duplicate claims; creating more effective and consistent settlements; increased dismissal or settlement of weak claims; attorney time saved.","Summaries, Classifications, Predictions: document summaries, duplicate detection, inconsistency flagging, settlement predictions.",
DOJ,AI Meeting Assistant,over_contradict,Department of Justice / CIV,1,0,general_llm,Natural Language Processing (NLP),Natural Language Processing,pre_deployment,,Microsoft Teams,,,"This initiative deploys AI-enabled meeting assistants that provide real-time transcription, generate concise summaries, identify action items, and tag outcomes to case files. Aligns with E.O. 14179’s innovation goals and M-25-21’s efficiency and transparency pillars.","(1) Increases productivity by ensuring institutional knowledge is captured, searchable, and integrated into case management systems, reducing duplication and oversight risks.  (2) Integrates with Microsoft Teams, Outlook, OneNote, and other knowledge management systems.                                                                          (3) Increase proficiency in % of meetings transcribed and summarized; attorney time saved; # of action items captured and completed.","Transcriptions, Summaries, Extractions: meeting transcripts, summary reports, action item lists, outcome tags.",assistant
DOJ,AI Personal Assistant,over_contradict,Department of Justice / CIV,1,0,general_llm,Natural Language Processing (NLP),Natural Language Processing,pre_deployment,,,,,"Complex litigation requires intensive time and project management.  AI assistants can analyze calendars, emails, case-tracking sheets, and schedules. It can flag deadlines, note high-priority tasks, and suggest productivity techniques for managing complex projects. Attorneys could create additional notifications or project management integrations to improve efficiency.","(1) Improved attorney productivity and case management efficiency, enabling better service delivery to client agencies and more effective litigation outcomes.
(2) Builds on existing calendar systems, email platforms, and case-tracking databases while maintaining attorney-client privilege protections.
(3) Reduced missed deadlines; improved task prioritization; enhanced productivity metrics; better work-life balance for attorneys; increased case management efficiency.","Recommendations, Alerts: deadline notifications, task prioritization suggestions, productivity optimization recommendations, calendar conflict alerts, project milestone tracking.",assistant
DOJ,AI Sandbox for exploration and education on AI,under_declared,Department of Justice / OJP,0,1,general_llm,Generative AI,Generative AI,pre_deployment,,,,,"Help identify enhancement in mission capabilities
Explore Risk management
Help identify AI Use cases with OJP 
Educate AI enable workforce","Enhance OJP workforce to work faster 
Reduce number of software that AI can achieve
Improving access to data","Risks assessments
Recommendations
Decision",
DOJ,AI-Enabled Workflow Automation,over_contradict,Department of Justice / CIV,1,0,nlp_specific,Natural Language Processing (NLP),Natural Language Processing,pre_deployment,,,,,"Office of Immigration Litigation (OIL) faces significant backlogs, with repetitive or frivolous claims slowing progress and foreign-language evidence creating bottlenecks. This initiative uses Natural Language Processing for triage and automate translation to accelerate case processing. It aligns with M-25-21’s innovation and governance principles by improving efficiency while preserving human oversight.","(1) Reduces immigration case backlogs, ensures consistent treatment of claims, and improves responsiveness to federal courts.
(2) Builds on OIL case management systems, United States Citizenship and Immigration Services data feeds, and DOJ translation contract costs.(3) Reduced backlog size; fewer attorney hours per case; translation accuracy benchmarks met. Increase in fraudulent/frivolous and repetitive claims.","Classifications, Automated Translations, Recommendations: case priority classifications, language translations, processing recommendations.",workflow
DOJ,AI-powered Legal Research,over_contradict,Department of Justice / CIV,1,0,nlp_specific,Natural Language Processing (NLP),Natural Language Processing,pre_deployment,,Westlaw AI,,,"DOJ attorneys spend significant time manually researching case law and regulatory precedents across jurisdictions, often missing obscure authorities or evolving standards. This initiative deploys an AI-powered legal research platform that synthesizes case law, flags conflicts or shifts in standards, and provides confidence scores for relevance, automatically updating as new decisions are published. Aligns with E.O. 14179’s innovation directive and M-25-21’s efficiency requirements.","(1) Enhances DOJ's litigation effectiveness by ensuring comprehensive legal research, reducing research time per case, and improving argument quality through better precedent identification. Strengthens government's ability to defend federal programs and policies with more thorough legal foundations. (2)  Builds on existing Westlaw/Lexis subscriptions, DOJ brief bank, and PACER databases. Integrates with current legal research workflows and citation management systems. (3) Reduction in research hours per brief; increase in relevant precedents cited; improved appellate success rates; measurable improvement in legal argument comprehensiveness.","Recommendations, Classifications, Scores: research recommendations, precedent relevance scores, conflict alerts.",workflow
DOJ,AWS Translate,over_contradict,Department of Justice / TAX,1,0,classical_ml,Classical/Predictive Machine Learning,Classical/Predictive Machine Learning,deployed,01/2022,AWS Translate,Redacted for cybersecurity purposes.,Amazon Web Services,Creates machine translation of foreign language documents to facilitate review and evaluation of evidence.,"Machine translation facilitates faster review of foreign language documents. Permits selection of key documents to be sent to vendors for evaluation and translation, speeding up review considerably and saving funds that would otherwise be spent on translation vendors.",Machine translated text,
DOJ,Acquisition Support Tool,under_declared,Department of Justice / USMS,0,0,general_llm,Generative AI,Generative AI,deployed,02/2025,,Redacted for cybersecurity purposes.,Virtual Acquisition Office (VAO) Ally,"The problem VAO Ally is intended to solve is the time and resource burden of navigating complex procurement regulations in an office that is already operating lean, even at near full staffing. . Ally quickly summarizes public-domain contracting regulations, simplifying technical language, and providing easy access to relevant rules and resources. This reduces the time staff spend searching for answers, minimizes the risk of misinterpretation, and allows contracting professionals to focus on the judgment-based, legally binding decisions that only they can make.","The expected benefits of VAO Ally are faster access to accurate procurement guidance, reduced administrative burden on contracting professionals, and greater consistency in interpreting acquisition regulations. For the agency, this means improved efficiency in procurement processes, fewer delays caused by staff shortages or vacancies, and better use of limited resources to focus on mission-critical decision making. For the public, the outcome is a procurement workforce that can respond more quickly and effectively to agency needs, ultimately supporting timely delivery of government services and safeguarding taxpayer dollars.","Plain-language summaries, references to regulations, and simplified guidance that users can apply as part of their own professional judgment. The tool may suggest possible resources or interpretations, but the final decision-making authority rests entirely with a warranted Contracting Officer.",
DOJ,Adobe,under_declared,Department of Justice / PAO,0,0,general_llm,Generative AI,Generative AI,pre_deployment,,,,,"DOJ needs to communicate effectively internally and externally. This tool, can support image production for communication purposes.",Adobe has function that enables the generation of images. PAO does not use this function/feature.,"Images, if feature were in use",
DOJ,Adobe Premiere,under_declared,Department of Justice / FBOP,0,0,general_llm,Generative AI,Generative AI,deployed,03/2025,,Redacted for cybersecurity purposes.,Adobe,Seamless editing of videos and speech transcripts.,"The videos are for public-relations or educational, and not used for LE purposes.",Provides a quality video for viewing for educational purposes.,
