agency,use_case_name,cohort,bureau_component,current_is_generative_ai,is_general_llm_access,ai_sophistication,ai_classification,ai_classification_normalized,stage_normalized,operational_date,tool_product_name,system_name,vendor_name,problem_statement,expected_benefits,system_outputs,fired_keywords
NASA,AEGIS: Autonomous Exploration for Gathering Increased Science,over_contradict,JPL: Jet Propulsion Laboratory,1,0,computer_vision,Classical/Predictive Machine Learning,Classical/Predictive Machine Learning,deployed,01/01/2010 00:00:00,,Mars2020 Rover,,"AEGIS enables intelligent targeting and data acquisition by planetary rovers. It uses computer vision techniques to identify targets (e.g., rocks) in wide angles images of the rover's surrounding terrain. If targets are found that match scientists specificiations, they are then measured autonomously using remote sensing instruments. AEGIS was first used on the MER Mission. It is currently in use on the MSL Mission to acquire data for the ChemCam instrument. It is planned for use in Spring of 2022 on the M2020 Mission to acquire data for the SuperCam instrument.","AEGIS enables intelligent targeting and data acquisition by planetary rovers. It uses computer vision techniques to identify targets (e.g., rocks) in wide angles images of the rover's surrounding terrain. If targets are found that match scientists specificiations, they are then measured autonomously using remote sensing instruments. AEGIS was first used on the MER Mission. It is currently in use on the MSL Mission to acquire data for the ChemCam instrument. It is planned for use in Spring of 2022 on the M2020 Mission to acquire data for the SuperCam instrument.","Recommendations of relevant objects, e.g., Mars rocks, for scientific examination.",autonomous
NASA,AI Prediction Algorithms for Autonomous Science and Operations,over_contradict,GSFC: Goddard Space Flight Center,1,0,predictive_analytics,Classical/Predictive Machine Learning,Classical/Predictive Machine Learning,pre_deployment,,,,,AI Prediction Algorithms for Autonomous Science and Operations,AI Prediction Algorithms for Autonomous Science and Operations,Predictions,autonomous
NASA,AIML for Code Review and Workforce Augmentation (converted to collective),over_contradict,WS: White Sands Test Facility,1,0,coding_assistant,Natural Language Processing (NLP),Natural Language Processing,retired,,Retired,,,"AI Studio API to GIT type Repositories for Code Review, Debating Agent implementation, and automation.","AI Studio API to GIT type Repositories for Code Review, Debating Agent implementation, and automation.",code reviews,agent
NASA,ASPEN Mission Planner,under_declared,JPL: Jet Propulsion Laboratory,0,0,classical_ml,Agentic AI,Agentic AI,deployed,01/01/2002 00:00:00,,Multiple approved space-based systems,,"Based on AI techniques, ASPEN is a modular, reconfigurable application framework which is capable of supporting a wide variety of planning and scheduling applications. ASPEN provides a set of reusable software components that implement the elements commonly found in complex planning/scheduling systems, including: an expressive modeling language, a resource management system, a temporal reasoning system, and a graphical interface.","ASPEN has been used for many space missions including: Modified Antarctic Mapping Mission, Orbital Express, Earth Observing One, and ESA's Rosetta Orbiter.",Plan and schedule recommendations to optimize Science from Scientific Sensors.,
NASA,Agile Science,over_contradict,JPL: Jet Propulsion Laboratory,1,0,classical_ml,Classical/Predictive Machine Learning,Classical/Predictive Machine Learning,pre_deployment,,,,,"This project seeks to enable agile science to be conducted by remote, autonomous spacecraft beyond range of low-latency human control.","Spacecraft systems will have to be able to conduct onboard analysis of sensor data & images to choose scientific targets of opportunity, conduct on-board prioritization, conduct geometric reasoning, and implement planning, scheduling, and execution. Future missions to primitive bodies and deep space exploration may have limited time to explore unknown targets and to react/adapt to new science opportunities.","choose scientific targets of opportunity, conduct on-board prioritization, conduct geometric reasoning, and implement planning, scheduling, and execution",autonomous
NASA,Autonomous Navigation Decision Making for Lunar/Martian Rovers,over_contradict,MSFC: Marshall Space Flight Center,1,0,computer_vision,Computer Vision,Computer Vision,pre_deployment,,,,,"Enable a rover (or rover swarm) to autonomously collect lunar regolith, haul it to a worksite, and execute construction tasks (e.g., berms, landing pad layers, trenching, or feedstock staging for sintering/printing) using AI for perception, mapping, planning, control, and health monitoring.","Enable a rover (or rover swarm) to autonomously collect lunar regolith, haul it to a worksite, and execute construction tasks (e.g., berms, landing pad layers, trenching, or feedstock staging for sintering/printing) using AI for perception, mapping, planning, control, and health monitoring.","execute construction tasks (e.g., berms, landing pad layers, trenching, or feedstock staging for sintering/printing)",autonomous
NASA,Autonomous Network Security,over_contradict,GSFC: Goddard Space Flight Center,1,0,classical_ml,Classical/Predictive Machine Learning,Classical/Predictive Machine Learning,pre_deployment,,,,,Autonomous Network Security,Autonomous Network Security,Predictions,autonomous
NASA,Autonomous Object Manipulation Decision Making for Lunar/Martian Rovers,over_contradict,MSFC: Marshall Space Flight Center,1,0,computer_vision,Computer Vision,Computer Vision,pre_deployment,,,,,"Allow a robotic arm(s) on the lunar surface (or inside a habitat/lander bay) to autonomously identify, retrieve, and swap between different tools and payloads, then execute a sequence of tasks (e.g., drilling, sample collection, regolith manipulation, structural assembly, or power connector mating).","Allow a robotic arm(s) on the lunar surface (or inside a habitat/lander bay) to autonomously identify, retrieve, and swap between different tools and payloads, then execute a sequence of tasks (e.g., drilling, sample collection, regolith manipulation, structural assembly, or power connector mating).","Allow a robotic arm(s) on the lunar surface (or inside a habitat/lander bay) to autonomously identify, retrieve, and swap between different tools and payloads, then execute a sequence of tasks (e.g., drilling, sample collection, regolith manipulation, structural assembly, or power connector mating).",autonomous
NASA,Autonomous Obstacle Avoidance of Mobile Robots using Reinforcement Learning,over_contradict,GSFC: Goddard Space Flight Center,1,0,classical_ml,Classical/Predictive Machine Learning,Classical/Predictive Machine Learning,pre_deployment,,,,,Autonomous Obstacle Avoidance of Mobile Robots using Reinforcement Learning,Autonomous Obstacle Avoidance of Mobile Robots using Reinforcement Learning,Predictions,autonomous
NASA,Autonomous Science and Technology for Responsive Adaptation (ASTRA),over_contradict,GSFC: Goddard Space Flight Center,1,0,classical_ml,Classical/Predictive Machine Learning,Classical/Predictive Machine Learning,pre_deployment,,,,,"The ASTRA team is working to develop and mature capabilities for extensibility and science autonomy. Extensibility would give us the ability to add and collaborate among multi-organizational assets to form a new, distributed and disaggregated mission. Our onboard Science AI would allow missions to make decisions for future action onboard using real-time data, enabling adaptable and responsive exploration and discovery.","Intelligent and interoperable extensible architectures for space developed and deployed under ASTRA are poised to become a “get with it or get out” technology, similar to the protocols for the internet, bluetooth, etc. We utilize two key capabilities developed by the ASTRA team in FY25: 1) Intelligent Extensible Mission Architectures (IEMA) and 2) Objective-Based Artificial Intelligence (OBAI). IEMA code includes the ability to broadcast capabilities and requests, and to join in a coordinated effort with assets that were previously unknown. OBAI code includes the ability to use established observational priorities to analyze data in real-time, make recommendations and decisions for future action based on the perceived importance of observation(s), and carry out actions in a new, coordinated multi-asset effort.","classification, prediction, confidence in prediction, anomalies",autonomous
