agency,use_case_name,verdict,confidence,reasoning
USDA,AR-Enabled Mobile App for Policy and Regulation Review,genai,low,"Narrative only describes a hands-free remote-guidance AR app with no explicit content-generation output, but the agency declared ""Generative AI"" and the tagger's own sophistication field is ""general_llm""; too thin to override the declared classification."
USDA,ARGUS AI Supply Chain Interference,genai,high,"The tool's ""core strength is its ability to collect, organize, and summarize open-source information relating to suppliers,"" producing ""reports, summaries"" — clear text-generation/summarization output."
USDA,Alisha OCR Reader,not_genai,high,"""Automates data extraction from OF-286 ... invoice forms"" into an Excel document is OCR/extraction, not content generation; only the over-firing keyword ""workflow"" matched."
USDA,Conservation Management Benefits Navigator (CMBN),genai,medium,"Output is ""Recommended findings from literature that should be included in ... conservation practice standards"" — synthesized literature-review text, consistent with the agency's Generative AI declaration and general_llm sophistication."
USDA,Esri ArcGIS Pro Deep Learning Modules,not_genai,high,"""Object detection from aerial images"" outputting ""image classifications"" is computer-vision detection, not generation; fired only on the over-firing keyword ""workflow""."
USDA,Forest Plan review and planning support,genai,medium,"Google's ATLAS platform is used for ""analyzing data and information at a rapid pace""; narrative is thin but the agency declared Generative AI and sophistication is tagged general_llm with no contrary signal."
USDA,IOL Focus Group and Survey Sensemaking,genai,high,"is_general_llm_access=1 and the product is Google NotebookLM, which ""Outputs summaries, theme development, supporting quotes"" — textbook RAG summarization."
USDA,Incident Detection and Response Acceleration,not_genai,medium,"Output is ""Text-based detection alerts"" for an ""incident detection and response acceleration"" system — a detection/alerting pipeline, not novel content, despite the agency's Generative AI label."
USDA,Incident Invoice Document Understanding,not_genai,high,"""Automates data extraction from forms and invoices"" into a confidence-scored CSV is classic OCR/RPA extraction, not generation; fired only on ""workflow""."
USDA,NETS automated waterway design,not_genai,low,"Output is a parametric ""Auto-generated design for grassed waterways, lined waterways, and outlets""; the tagger's own sophistication is classical_ml, reading as rules-based engineering CAD automation rather than model-generated novel content."
USDA,Nutrition Education & Local Access Dashboard,not_genai,high,"""The model outputs groups of similar counties/states based on ... properties"" — Tableau-based clustering/dashboarding, not content generation."
USDA,ProcureSight,not_genai,low,"Narrative says it ""enables users to perform highly precise searches"" and ""the system outputs search results"" — retrieval, not generated content, despite the agency's Generative AI label."
USDA,Public Comments Analysis,not_genai,medium,"Output is ""CSV files containing extracted comment information"" — extraction/classification of comments into structured data, not narrative generation, despite the general_llm tag and Generative AI declaration."
USDA,Recreation site chatbot,not_genai,medium,"Purpose is ""Estimating recreation use at recreation sites"" and the output is ""a dataset of text provided by recreation visitors"" — a data-collection interface that fired on the keyword ""chatbot,"" not a text-generating system."
USDA,Repair Spend,not_genai,high,"The AI is used ""to classify each expense as ... 'facility repairs' or 'not facility repairs'"" and outputs a classification ""recommendation"" — a classifier, not generation."
EPA,Briefcam,not_genai,high,"Briefcam ""produces a summary video containing bookmarked images to the surveillance footage location the event is identified from"" — video forensic search/indexing (Computer Vision), not generative synthesis; fired only on the over-firing keyword ""agent""."
EPA,Document comparison,genai,medium,"Output is ""text and comparison between two documents"" from the general_llm-tagged ""AI-Work"" tool aimed at ""cutting back on the number of templates,"" consistent with the agency's Generative AI declaration."
EPA,Helpdesk chat assistant for common data system tasks,genai,high,"The product is ""ServiceNow Now Assist,"" ServiceNow's generative-AI virtual-agent offering, delivering ""IT solutions recommendations"" via chat — a named genai product overrides the agency's Classical/Predictive ML mislabel."
EPA,Microsoft Power Automate (custom document processing model),not_genai,high,"""AI extracts relevant data from lengthy documents"" (utility bills) is extraction/RPA automation, not content generation."
EPA,SF182 Form and Policy Assistant,genai,medium,"The tool ""provides recommendations ... policy-driven responses"" tailored to ""other variables associated with the training request"" — a general_llm-tagged assistant generating personalized guidance text rather than canned replies."
EPA,Transitioning historical help desk knowledge to new help desk software,not_genai,low,"All narrative fields and the agency classification are blank (""Unspecified""), and the use-case name gives no unambiguous genai signal."
FTC,Azure ML,not_genai,high,"Narrative describes a platform to ""quickly train and test machine learning models with GPU (Graphics Processing Unit) enabled compute"" — a generic ML training platform, not content generation, despite the mislabeled Generative AI declaration."
FTC,Chatbot,not_genai,high,"A 2019 system providing ""Automated chat responses"" that replaced ""assisted chat services"" is a pre-2022 intent-based/scripted chatbot, the documented over-fire pattern."
FTC,DNC IVR Audio File Transcription,not_genai,high,"Output is ""Transcribed DNC IVR ... Audio file and save the text to database"" — transcription-only, explicitly listed as not_genai despite the agency's Generative AI label."
NTSB,FOIAXpress AI assistant,not_genai,high,"The tool ""Identifies potential PII or other details that may require redaction prior to release"" — detection/classification for redaction, not content generation, despite firing on the keyword ""assistant""."
