agency,use_case_name,verdict,confidence,reasoning
Treasury,Answering Employee Questions with Natural Language Processing in IRWorks,not_genai,medium,"The only fired keyword is the agentic word ""agent,"" and the narrative describes the AI ""outputting (in natural language) answers and/or associated links"" retrieved from existing KB articles rather than generating novel content — the known agentic-keyword over-fire pattern."
Treasury,Application to AI services integration POC,not_genai,low,"The narrative describes building an ""enterprise API endpoint for AI services"" to connect COTS products, not the tool itself generating content; the agency declared ""Other,"" and the description is too thin to confirm generation."
Treasury,AskBEP AI ChatBot,genai,high,"The system outputs field states the chatbot ""generates natural language responses to user queries in a conversational format,"" an explicit content-generation description despite the agency's NLP label."
Treasury,Digital Forensics Chatbot for IRS Employees,not_genai,low,"Agency classification is Unspecified and no narrative fields are populated; the bare name is not unambiguous, so per the decision rule this defaults to not_genai."
Treasury,Employee Resource Center (ERC) Chatbot,not_genai,high,"Narrative explicitly states the algorithm ""does not generate new or ad-hoc answers outside the defined topics,"" classifying inputs into predefined topics rather than generating text."
Treasury,Employee Retention Credit Text Clustering,not_genai,high,"The model ""produces a table of cleaned tax disclosures and their assigned cluster (numerical label)"" — a clustering/classification output — and the only fired keyword is the agentic word ""agent."""
Treasury,Enterprise Systems Testing Generative Pre-Trained Transformer (EST Knowledge Source and Documentation AI Tool),genai,high,"Named a ""Generative Pre-Trained Transformer"" and agency-declared Generative AI; the outputs field states it ""provides clear explanations"" and generates responses drawn from documentation, consistent with genAI Q&A."
Treasury,GenAI Procurement Tool,not_genai,medium,"Despite the product name, the narrative describes the tool producing ""bid evaluation matrices, acquisition performance dashboards, contract summaries, and compliance validation reports"" and that it ""flags discrepancies"" and ""recommends optimal vendor selections"" — structured analytics/decision support matching the agency's own Classical/Predictive Machine Learning declaration."
Treasury,Generative AI for Form 1040X: Support Tool for Amended Returns (STAR),genai,medium,"The use case name itself, ""Generative AI for Form 1040X,"" is unambiguous even though the agency classification field is Unspecified and no narrative is provided."
Treasury,Modernization Accelerator - Legacy Applications Chatbot & Code Conversion,genai,medium,"The name explicitly includes ""Code Conversion,"" indicating the tool generates converted code — an unambiguous genAI signal despite the Unspecified agency classification and missing narrative."
Treasury,"Procurement Data Transparency, Reporting, & Decision Tracking",genai,high,"Narrative states plainly, ""Generative AI is used to produce a summary of the products and/or services acquired under each agency contract."""
Treasury,Programmatic Access to LLMs via API,genai,high,"Describes ""secure endpoints enabling researchers to submit prompts and receive model output directly within analytical workflows"" — textbook general LLM access, despite the agency's Classical/Predictive Machine Learning label."
Treasury,Resource Assignment Optimization,not_genai,medium,"Narrative describes the AI ""applying predefined rules and logic"" to match staff to open roles — a deterministic matching/recommendation process, not content generation, despite the agency's Generative AI declaration."
Treasury,SBSE - Payments Topics Chatbot,not_genai,high,"Narrative uses the identical boilerplate stating the algorithm ""does not generate new or ad-hoc answers outside the defined topics,"" confirming a classification-based chatbot."
Treasury,Taxpayer Services Chatbot,not_genai,high,"Narrative explicitly states, ""The answers provided to the taxpayers are not created by Generative AI,"" and that the tool aims only to ""classify/navigate to a correct predetermined response."""
Treasury,USAspending Natural Language Search Initiative,not_genai,medium,"Describes a ""free text search function"" using ""LLM best practices and technology to accept natural language searches"" to retrieve existing USAspending.gov records — natural-language query understanding for search/retrieval, not content generation."
Treasury,Volunteer Income Tax Assistance (VITA) Generative AI Chatbot Proof of Concept,genai,medium,"The use case name explicitly names Generative AI (""VITA Generative AI Chatbot Proof of Concept""), an unambiguous signal despite the Unspecified classification and missing narrative."
Treasury,Winnie Chatbot for Employee IT FAQs,not_genai,low,"Name is a generic ""Chatbot for Employee IT FAQs"" with no product or generative-AI indication, agency classification is Unspecified, and no narrative is provided, matching the early-FAQ-chatbot pattern that defaults to not_genai."
Treasury,eDiscovery Software,not_genai,medium,"Narrative describes only ""Discovery of data based on legal requests,"" a search/retrieval function, not content generation, despite the agency's Generative AI declaration."
FHFA,"Analytics,, Search, Queries and LLM integration for data management on Oracle",not_genai,low,"Agency classification is Unspecified and no narrative is provided; the name, ""Analytics, Search, Queries and LLM integration for data management,"" does not unambiguously describe content generation."
FHFA,Mathematical formula transcription using Commonlook Online,not_genai,low,"Narrative describes Commonlook Online being ""used to translate complex mathematical formula into plain language for publicly released documents,"" consistent with rule-based formula-to-text accessibility conversion rather than a generative model, despite the agency's Generative AI label."
FHFA,Virtual Acquisition Office (VAO) Ally,genai,high,"VAO Ally ""provides a summarized response/answer to the user's question"" and ""provides the source materials that supported its answer/output"" — a retrieval-augmented generation Q&A pattern."
FHFA,Workflow automation and predictive analytics using ServiceNow,not_genai,medium,"Narrative only generically describes automating ""workflows, predictive analytics, and...intelligent service management solutions"" with no content-generation description, and the only fired keyword is the agentic word ""workflow,"" matching the agency's Classical/Predictive Machine Learning declaration."
NARA,AI Pilot Project to Screen and Flag for Personally Identifiable Information (PII) in Digitized Archival Records,not_genai,medium,"Narrative describes ""automating the identification and redaction of sensitive personal information"" — a detection/redaction pipeline, not content generation, despite the agency's Generative AI declaration."
NARA,Automated Data Discovery and Classification Pilot,not_genai,medium,"Narrative describes testing ""automated data classification techniques to organize unstructured datasets"" and that it ""will categorize data, improve search"" — a classification task, not content generation, despite the agency's Generative AI declaration."
