agency,use_case_name,verdict,confidence,reasoning
DHS,AI Enabled Autonomous Underwater Vehicle,not_genai,high,"Outputs are ""object avoidance, automated mission execution, and may include imagery of potential Items of Interest"" — classical autonomy/detection, not content generation."
DHS,AI Interview Simulator for Officer Training,genai,high,"The tool ""generates human-like conversation in a text format"" to simulate applicant responses, a clear template-free generation case."
DHS,AI Security and Monitoring,not_genai,medium,"The system ""outputs risk alerts, compliance reports, and audit logs"" and enforces guardrails via blocking/masking — an AI-security monitoring/classification gateway, not a content generator, despite the agency's Generative AI label."
DHS,AI for Autonomous Situational Awareness,not_genai,medium,"Only the agentic word ""autonomous"" fired and there is no narrative describing content generation; agency declared nothing (Unspecified) and the name is not an unambiguous genai product."
DHS,AI-Assisted Resume Screening Tool,not_genai,medium,"The model ""provides a numerical score, a scoring group (red, yellow, green, or blue)"" — a scoring/classification pipeline, so the narrative overrides the agency's Generative AI declaration."
DHS,API Security Vulnerability Technology,not_genai,medium,"The tool runs ""thousands of custom attack scenarios"" and outputs vulnerability reports — a security scanning/detection pipeline, consistent with the agency's Classical/Predictive ML declaration."
DHS,Acoustic Signature AI for Gunshot Detection,not_genai,high,"The AI makes ""confidence determinations between non gunshot acoustic activity and actual gunshot activity"" — a detection/classification task, not generation."
DHS,Automated Item of Interest Detection,not_genai,high,"The system is used ""to identify whether they contain human subjects, animals, or vehicles"" and overlays boxes on images — classic detection, matching the agency's Classical/Predictive ML declaration."
DHS,Autonomous Surveillance Tower,not_genai,high,"The system is ""trained to determine if the object in the image frame is a person"" — detection/classification, the canonical over-fire example the instructions describe (2020 tower, agency-declared Classical ML)."
DHS,Biometrics Enrollment Tool (BET) Fingerprint Quality Check,not_genai,high,"Output is a ""Numerical Fingerprint Quality score"" compared against thresholds — scoring, not content generation."
DHS,CBP Careers Bot - Leo,not_genai,medium,"The bot provides ""a guided, interactive experience"" to navigate career resources and direct users to recruiters — decision-tree navigation rather than free-form generation, despite the agentic ""chatbot"" framing."
DHS,CBP Translate,genai,high,"This is the instructions' explicit edge case: neural machine translation (""translated text or audio in the form of chat bubbles"") is genai despite the agency's NLP declaration."
DHS,CFO Navigator,genai,high,"Provides ""an intuitive, conversational interface to query and analyze DHS CFO financial data"" — RAG-style Q&A over documents via natural language."
DHS,CodeGen,genai,high,"Output is ""generated code snippets and/or textual explanations and suggestions"" — a coding assistant, textbook genai."
DHS,Commercial Generative AI for Code Generation,genai,high,"Name is an unambiguous genai product description (""Commercial Generative AI for Code Generation""), sufficient to keep the flag despite an Unspecified agency classification."
DHS,Commercial Generative AI for Image Generation,genai,high,"Name is an unambiguous genai product description (""Commercial Generative AI for Image Generation""), sufficient to keep the flag despite an Unspecified agency classification."
DHS,Commercial Generative AI for Text Generation (AI Chatbot),genai,high,"Name is unambiguous (""Commercial Generative AI for Text Generation"") and is_general_llm_access=1, a strong genai signal by definition."
DHS,Contract Requirement Automation,genai,high,"The platform's primary output is ""automated document generation and recommendations for procurement documentation"" — template-free narrative drafting."
DHS,Conversation Training and Feedback Simulator,not_genai,low,"No narrative fields are populated and the agency classification is Unspecified; the name is not an unambiguous genai product, so the flag is not kept."
DHS,Dark Web Threat Intelligence for Cyber Investigations,genai,high,"Outputs are ""concise summaries of search results, English translations of non-English data"" — summarization and neural translation, both explicit genai signals."
DHS,Digital Records Manager (DRM) User Assistance Chatbot,genai,high,"Responses are explicitly ""supported by the natural language capabilities of the backing LLM"" answering natural-language questions — genai despite the agency's NLP label."
DHS,Electronic Evidence/Video Recording Transcription and Summarization Tool,genai,medium,"The use case name includes ""Summarization"" and the narrative describes software that ""transcribes and translates video footage,"" combining translation and summarization signals beyond plain transcription."
DHS,Email Analytics for Investigative Data,genai,medium,"The workflow ""leverages machine learning to conduct spam message classification, translation, and entity extraction"" — the translation function (neural MT) is an explicit genai signal even though the flag fired on the agentic word ""workflow."""
DHS,Enterprise WiFi,not_genai,medium,"The narrative describes automating wireless operations covering ""spatial streams, channel bandwidth, modulation techniques"" — network configuration/monitoring automation with no content generation, despite the agency's Generative AI label."
DHS,FOIA processing automated redaction (RedactAI),not_genai,medium,"The system ""identifies and categorizes content that may require redaction"" and outputs recommendations — a classification/detection pipeline, not generation, despite the agency's Generative AI label."
DHS,Facial Recognition for National Security and Transnational Criminal Organizations,not_genai,high,"The tool ""generates investigative leads by providing visually similar photos of unidentified individuals"" — facial-recognition matching/detection, not content generation."
DHS,Forced Labor Virtual Consultant,genai,high,"Outputs include ""Plain-language reports, analysis, direct LLM response to user queries"" — explicit LLM-generated content."
DHS,Individual Assistance Document Translation,genai,high,"The system ""can perform direct translation automatically"" of survivor documents — neural machine translation, an explicit genai inclusion."
DHS,Lexis Nexis,not_genai,medium,"Outputs are ""a person, vehicular, or dwelling report that is custom based on analysts inputs and selections"" — a data-lookup/aggregation report, not generated narrative content, despite the agency's Generative AI label."
DHS,Mobile Fortify,not_genai,high,"The app uses ""facial comparison or fingerprint matching"" to verify identity — matching/detection, not generation."
DHS,Named Entity Resolution for Investigative Data,not_genai,medium,"Outputs are ""the identified and extracted entities"" from text — NER/extraction, not content generation, despite the agency's Generative AI label."
DHS,Open-Source Intelligence for Investigations,not_genai,medium,"Outputs are ""flagged risk alerts, extracted identifiers, image and sentiment classification, and suggested investigative leads"" — classification/extraction, not generation, despite the agency's Generative AI label."
DHS,Plan of Day Staff Optimization,not_genai,medium,"The system produces ""staffing operations models prescribing when screening lanes should be opened/closed"" — schedule/resource optimization, the instructions' explicit non-genai example, despite the agency's Agentic-AI label."
DHS,Planning Assistant for Resilient Communities (PARC),not_genai,low,"No narrative fields are populated and the agency classification is Unspecified; ""Planning Assistant"" is not an unambiguous genai product name, so the flag is not kept."
DHS,RAPTOR (Rapid Tactical Operations Reconnaissance),not_genai,high,"Output is ""text transcription of vessel registration/documentation data and photographs"" from a stationary-camera feed — detection/transcription, not generation."
DHS,Recovery and Resilience Resource (RRR) Portal,not_genai,medium,"No narrative fields are populated, ai_sophistication is classical_ml, and there are no fired genai keywords — nothing supports keeping the flag under an Unspecified classification."
DHS,Risk Management Framework (RMF) Automation,genai,high,"The tool ""generates documents such as FedRamp packages"" and translates controls ""into plain language"" — document generation, textbook genai."
DHS,SEVP Response Center Chatbot - SID (SEVIS Interactive Dialog),not_genai,high,"The narrative explicitly describes ""its deterministic question and answer workflow"" selecting canned answers — the known agentic-keyword over-fire pattern (chatbot; agent; workflow)."
DHS,Spend Plan Analysis GPT,genai,high,"The tool ""leverages Azure Commercial OpenAI within the FEMA system boundary, currently leveraging ChatGPT4o"" to answer user queries — a named genai product."
DHS,Synthetic data for improved Automated Threat Recognition (ATR) in checkpoint screening,genai,high,"The use case evaluates ""AI-based synthetic data generation techniques"" producing ""images that mimic the human body and various threats"" — explicit synthetic-data/image generation."
DHS,TSA Contact Center Virtual Assistant,not_genai,high,"The narrative states outright that the chatbot ""does not generate original content,"" instead correlating queries to existing knowledge-base articles."
DHS,Thermal Power Generation with Geoseismic IoI Detection and Classification,not_genai,high,"Output is an ""alert with the classification and confidence interval for the Item of Interest"" — detection/classification, not generation."
DHS,Unmanned Aircraft Collision Avoidance,not_genai,high,"The system enables ""obstacle avoidance"" during autonomous flight using 3D scanning — classical autonomy/control, not generative AI."
DHS,Vessel Detection,not_genai,high,"AI algorithms ""filter, detect, and categorize objects into Items of Interest (IoI) or other objects"" — detection/classification, not generation."
DHS,idiCORE Subscriptions,not_genai,high,"The tool ""delivers information that meet the conditions set by the analyst"" from a data-aggregation service — lookup/reporting, not content generation."
