agency,use_case_name,verdict,confidence,reasoning
DOC,AI Pair Programming with GitHub CoPilot,genai,high,"Tool product name is GitHub Copilot ('copilot' fired), a code-generation assistant that produces novel code — genai by definition."
DOC,AI-powered Chatbot for Federal Funding Assistance (Grants) Guidance Dissemination,not_genai,low,"No narrative or product given; only the bare keyword 'chatbot' fired and agency declared nothing, so generative-vs-scripted is indeterminate — default not_genai per the Unspecified rule."
DOC,APIgee with Gemini Code Assist for OpenAPI Development,genai,high,"Tool product name is 'Gemini' — Gemini Code Assist is a named generative coding product."
DOC,Amazon Q Developer Pilot,genai,high,"is_general_llm_access=1 and tool product is 'Amazon Q' (Amazon Q Developer), an unambiguous generative coding assistant."
DOC,Anthropic - Claude For Government,genai,high,"Narrative states the system will 'automate the generation of comprehensive analytical reports, data visualizations, and documentation' via Claude's artifact generation — clear novel-content production."
DOC,BAS Assist,genai,high,"Narrative explicitly calls it 'a generative AI chatbot that supports users... in natural, conversational language' — template-free NL generation, not a scripted bot."
DOC,CED Generative AI Pilot Program,genai,medium,"No narrative, but the use case name itself is 'Generative AI Pilot Program' — an unambiguous self-declared name even though agency classification is Unspecified."
DOC,Call Center Automations (Internal),genai,medium,"Narrative names 'ServiceNow's AI-based NowAssist' — Now Assist is ServiceNow's generative-AI feature for drafting/summarizing service-desk responses, not a rules-based automation."
DOC,ChatGPT Enterprise,genai,high,"Tool product is 'ChatGPT' with is_general_llm_access=1 — a general chat LLM is generative by definition."
DOC,Community-based Messaging with LLM,genai,medium,"No narrative, but the use case name and sole fired keyword both name 'LLM' explicitly — an unambiguous generative technology term."
DOC,"Detection of hardware issues in complex, wide-area computing systems based on non-intrusive workflow performance data gathered via the GFDL EPMT",not_genai,high,"Agency-declared classical_ml with only 'workflow' firing and no product/narrative — a hardware-anomaly detection pipeline, the classic agentic-keyword over-fire pattern."
DOC,Dr. NAICS LLM,genai,high,"is_general_llm_access=1 and the use case name itself names 'LLM' — an unambiguous generative product."
DOC,Gemini (Previously Duet AI),genai,high,"Tool product name is 'Gemini' with is_general_llm_access=1 — a named general-purpose generative model."
DOC,GenAI platform and applications for general productivity,genai,high,"Narrative states the tool 'helps staff create content, simplify complex topics, and explore new ideas' using models from OpenAI/Anthropic/Meta — clear content generation."
DOC,Generative AI Tools Pilot - Enterprise & Solutions Architecture,genai,medium,"No narrative, but the use case name explicitly reads 'Generative AI Tools Pilot' — an unambiguous self-declared name."
DOC,Generative AI Tools Pilot - Global Markets,genai,high,"Narrative states analysts use the tool to 'generate initial drafts of market research reports' — explicit novel-text generation."
DOC,Generative AI for Biological Opinions,genai,medium,"No narrative, but the use case name explicitly names 'Generative AI' — unambiguous even absent an agency classification."
DOC,GitHub CoPilot,genai,high,"Tool product is 'GitHub Copilot' with is_general_llm_access=1 — a well-known generative coding assistant."
DOC,GitHub Copilot for Code Modernization,genai,high,"Tool product name is 'GitHub Copilot,' an unambiguous generative code-generation assistant."
DOC,Global Business Navigator Chatbot,not_genai,low,"Only the bare keyword 'chatbot' fired with no product or narrative and agency declared Unspecified — indeterminate whether this is generative or an intent-based scripted bot, so default not_genai."
