agency,use_case_name,source_text,decision,mapped_products,proposed_new,confidence,reasoning
ED,Legislation Comment Categorization,"iCatalyst Inc ENT_Tech Legislation Comment Categorization Reducing required manual processing of public comments RAG Chatbot helping a business analyst to categorize user comments from a provided document by identifying applicable categories, summarizing each comment, quoting relevant sections, and listing the Document ID with corresponding categories in a clear and concise format.",agency_internal_system,,,medium,"'RAG Chatbot helping a business analyst to categorize user comments' on ED's ENT_Tech system, built by contractor iCatalyst Inc; bespoke government chatbot, not a commercial product (catalog's 'iCatalyst RPA' is a different offering)."
ED,MS Copilot - Business Process Improvement,"Microsoft ETS-ISS MS Copilot - Business Process Improvement Identifying and implementing process improvements is challenging. Drive process improvements, conduct impact analysis, and support continuous business optimization.",map_to_existing,Microsoft 365 Copilot,,high,Use case is part of ED's 'MS Copilot - ...' ETS-ISS series with vendor Microsoft; 'MS Copilot' names Microsoft 365 Copilot.
ED,MS Copilot - Collaboration & Communication,"Microsoft ETS-ISS MS Copilot - Collaboration & Communication Fragmented team coordination and feedback management Facilitate team collaboration, organize feedback, and improve stakeholder communications.",map_to_existing,Microsoft 365 Copilot,,high,Use case is part of ED's 'MS Copilot - ...' ETS-ISS series with vendor Microsoft; 'MS Copilot' names Microsoft 365 Copilot.
ED,MS Copilot - Compliance & Risk Management,"Microsoft ETS-ISS MS Copilot - Compliance & Risk Management Ensuring compliance and managing risk requires extensive review. Support auditing, regulatory compliance, and risk assessment through automated checks and documentation.",map_to_existing,Microsoft 365 Copilot,,high,Use case is part of ED's 'MS Copilot - ...' ETS-ISS series with vendor Microsoft; 'MS Copilot' names Microsoft 365 Copilot.
ED,MS Copilot - Content Organization & Archiving,"Microsoft ETS-ISS MS Copilot - Content Organization & Archiving Organizing and accessing digital content is cumbersome. Organize, archive, and provide easy access to documents and digital content.",map_to_existing,Microsoft 365 Copilot,,high,Use case is part of ED's 'MS Copilot - ...' ETS-ISS series with vendor Microsoft; 'MS Copilot' names Microsoft 365 Copilot.
ED,MS Copilot - Creative & Productive Work Enhancement,Microsoft ETS-ISS MS Copilot - Creative & Productive Work Enhancement Generating creative ideas and optimizing work outputs can be difficult. Boost creativity and productivity by assisting with idea generation and optimizing work outputs.,map_to_existing,Microsoft 365 Copilot,,high,Use case is part of ED's 'MS Copilot - ...' ETS-ISS series with vendor Microsoft; 'MS Copilot' names Microsoft 365 Copilot.
ED,MS Copilot - Data Analysis & Insights,Microsoft ETS-ISS MS Copilot - Data Analysis & Insights Challenges to xtracting insights from complex data Analyze communications and documents to extract actionable insights and synthesize complex information.,map_to_existing,Microsoft 365 Copilot,,high,Use case is part of ED's 'MS Copilot - ...' ETS-ISS series with vendor Microsoft; 'MS Copilot' names Microsoft 365 Copilot.
ED,MS Copilot - Document Creation & Editing,"Microsoft ETS-ISS MS Copilot - Document Creation & Editing Manual drafting and editing inconsitency Automate drafting, editing, and refining written materials for clarity and professionalism.",map_to_existing,Microsoft 365 Copilot,,high,Use case is part of ED's 'MS Copilot - ...' ETS-ISS series with vendor Microsoft; 'MS Copilot' names Microsoft 365 Copilot.
ED,MS Copilot - Grant & Program Management,"Microsoft ETS-ISS MS Copilot - Grant & Program Management Monitoring grants and program eligibility is time-consuming. Assist with grant eligibility, monitoring, and process efficiency for program management.",map_to_existing,Microsoft 365 Copilot,,high,Use case is part of ED's 'MS Copilot - ...' ETS-ISS series with vendor Microsoft; 'MS Copilot' names Microsoft 365 Copilot.
ED,MS Copilot - Process & Workflow Automation,"Microsoft ETS-ISS MS Copilot - Process & Workflow Automation Inefficient and error prone manual workflows Automate and streamline project planning, repetitive tasks, and documentation reviews to boost efficiency.",map_to_existing,Microsoft 365 Copilot,,high,Use case is part of ED's 'MS Copilot - ...' ETS-ISS series with vendor Microsoft; 'MS Copilot' names Microsoft 365 Copilot.
ED,MS Copilot - Project & Task Management,"Microsoft ETS-ISS MS Copilot - Project & Task Management Managing schedules and tracking progress is complex. Manage schedules, track progress, and coordinate tasks to ensure timely project completion.",map_to_existing,Microsoft 365 Copilot,,high,Use case is part of ED's 'MS Copilot - ...' ETS-ISS series with vendor Microsoft; 'MS Copilot' names Microsoft 365 Copilot.
ED,MS Copilot - Research & Knowledge Management,"Microsoft ETS-ISS MS Copilot - Research & Knowledge Management Researching and managing knowledge is labor-intensive. Conduct research, compare documents, and manage organizational knowledge for informed decision-making.",map_to_existing,Microsoft 365 Copilot,,high,Use case is part of ED's 'MS Copilot - ...' ETS-ISS series with vendor Microsoft; 'MS Copilot' names Microsoft 365 Copilot.
ED,MS Copilot - Security & Privacy,"Microsoft ETS-ISS MS Copilot - Security & Privacy Reviewing and standardizing security/privacy documentation is complex. Review and standardize security and privacy documentation, and educate users on best practices.",map_to_existing,Microsoft 365 Copilot,,high,Use case is part of ED's 'MS Copilot - ...' ETS-ISS series with vendor Microsoft; 'MS Copilot' names Microsoft 365 Copilot.
ED,MS Copilot - Summarization,"Microsoft ETS-ISS MS Copilot - Summarization Reviewing large volumes of feedback and documents Generate concise summaries of feedback, reports, transcripts, and analytics for quick understanding.",map_to_existing,Microsoft 365 Copilot,,high,Use case is part of ED's 'MS Copilot - ...' ETS-ISS series with vendor Microsoft; 'MS Copilot' names Microsoft 365 Copilot.
ED,MS Copilot - Technical Assistance & Code Generation,Microsoft ETS-ISS MS Copilot - Technical Assistance & Code Generation Coding and technical support tasks are time-consuming for non-experts. Generate and refine code for statistical and programming tasks to support technical operations.,map_to_existing,Microsoft 365 Copilot,,high,Use case is part of ED's 'MS Copilot - ...' ETS-ISS series with vendor Microsoft; 'MS Copilot' names Microsoft 365 Copilot.
ED,MS Copilot - Training & Education,"Microsoft ETS-ISS MS Copilot - Training & Education Creating and delivering training is resource-intensive. Enhance training delivery, create educational materials, and support user learning on AI tools.",map_to_existing,Microsoft 365 Copilot,,high,Use case is part of ED's 'MS Copilot - ...' ETS-ISS series with vendor Microsoft; 'MS Copilot' names Microsoft 365 Copilot.
EPA,Agency Records Management System,"Savan Group Agency Records Management System (ARMS) Agency Records Management System reduce burden on staff when identifying appropriate records schedules cost savings, reducing administrative burden on staff and improving accuracy of records management",map_to_existing,EPA Agency Records Management System,,high,'Agency Records Management System (ARMS)' built by Savan Group — exact catalog entry 'EPA Agency Records Management System'.
EPA,Microsoft Power Automate (custom document processing model),Microsoft Microsoft  Office 365 Microsoft Power Automate (custom document processing model) Saving time and money by extracting only useful information from lengthy utility bills and putting it into an easy to read format automatically. Cost savings and reduced man hours.,map_to_existing,Microsoft Power Platform,,high,Power Automate is cataloged as an alias of Microsoft Power Platform (catalog convention); mapped rather than seeded to avoid a duplicate.
EPA,RCRA PA,University of Chicago Energy and Environment Lab Environmental Compliance and History Online RCRA PA Risk scoring of Large Quantity Generators (LQGs) to support RCRA inspections Reducing staff time and better identification of potential violators,map_to_existing,EPA RCRA PA,,high,'RCRA PA Risk scoring of Large Quantity Generators (LQGs) to support RCRA inspections' — catalog entry 'EPA RCRA PA'.
EPA,Semantic search of qualitative data,"Semantic search of qualitative data Replace manual search of a database/Excel file with qualitative data with a ""semantic search"" (think of it like a Google search for your Excel file's qualitative data). Reduced response times to leadership questions on database content; increased time spent on human analysis instead of searching for data; identifying overlapping/duplicative data; more accurate queries of qualitative data.",false_positive,,,medium,No vendor or product named; narrative describes a desired capability ('think of it like a Google search for your Excel file's qualitative data').
FDIC,Background Check Tool for Fraud Investigations,CLEAR  Background Check Tool for Fraud Investigations CLEAR is used to assist with fraud investigations.  It searches and retrieves publicly available data on individuals and businesses. Rapidly obtaining information on individuals and businesses from publicly available data sources.,map_to_existing,Thomson Reuters CLEAR,,high,'CLEAR is used to assist with fraud investigations. It searches and retrieves publicly available data on individuals and businesses' — Thomson Reuters CLEAR public-records platform.
FDIC,Background Check Web Application,CLEAR CLEAR Background Check Web Application FDIC can only maintain contact details of individuals or entities if they are self reported by them. The CLEAR service provides potentially the most current contact and entity information for Individuals or Companies who may be holding monetary assets or bonds in failed institutions and may need to be reimbursed. Expected benefits are the most current contact information for individuals/companies including any related subsidiary entities.,map_to_existing,Thomson Reuters CLEAR,,high,'The CLEAR service provides potentially the most current contact and entity information for Individuals or Companies' — Thomson Reuters CLEAR public-records platform.
FDIC,Criminal Background Investigation,"CLEAR CLEAR Criminal Background Investigation By automating the verification process for conducting background screenings, the tool helps FDIC make faster and more informed hiring and investigatory decisions. Improving the time in completing background screening.  Reduce inaccurate and/or incomplete information on individuals.  Reduce the manual verification process, which can be cumbersome and place a heavy administration burden on HR staff. Protects FDIC insured institutions from high risk ind",map_to_existing,Thomson Reuters CLEAR,,high,'CLEAR Criminal Background Investigation ... automating the verification process for conducting background screenings' — Thomson Reuters CLEAR.
FDIC,FDIC Deposit Insurance Misrepresentation,Meltwater  FDIC Deposit Insurance Misrepresentation AI can help the FDIC identify instances of misrepresentation of FDIC Deposit Insurance. Natural language processing  can search media reports and postings to identify posts with heightened risk of misrepresentation for additional review.,map_to_existing,Meltwater,,high,Vendor 'Meltwater'; 'Natural language processing can search media reports and postings' matches Meltwater media-monitoring product.
FDIC,Financial Background Investigation,"Equifax, Trans Union  Financial Background Investigation By automating the verification process for conducting background screenings, the tool helps FDIC make faster and more informed hiring and investigatory decisions. Improving the time in completing background screening.  Reduce inaccurate and/or incomplete information on individuals.  Reduce the manual verification process, which can be cumbersome and place a heavy administration burden on HR staff.",map_to_existing,Equifax Background Screening ;; TransUnion TLOxp,,medium,"'Equifax, Trans Union Financial Background Investigation ... automating the verification process for conducting background screenings' — maps to the two bureaus' catalog screening/investigation products."
FDIC,Generative Artificial Intelligence (AI) for Legal Research,"Generative Artificial Intelligence (AI) for Legal Research Reduce the time it takes to find legal research information, so approved FDIC employees can answer the legal sensitive questions faster and easier. Thomson Reuters plans to deliver generative AI capabilities in Westlaw. This use case will allow users with the ability to find the answers they need faster and easier. This directly supports our mission by providing users with enhanced research capabilities through generative AI.  

This dir",map_to_existing,Westlaw AI,,high,'Thomson Reuters plans to deliver generative AI capabilities in Westlaw' — catalog entry 'Westlaw AI'.
